Y,M,D,H,GG,GD
1994,2,14,17,92,78
1994,2,14,18,22,14
1994,2,14,19,0,0
1994,2,14,20,0,0
1994,2,14,21,0,0
1994,2,14,22,0,0
1994,2,14,23,0,0
1994,2,14,24,0,0
1994,2,15,1,0,0
1994,2,15,2,0,0
1994,2,15,3,0,0
1994,2,15,4,0,0
1994,2,15,5,0,0
1994,2,15,6,0,0
1994,2,15,7,0,0
1994,2,15,8,0,0
1994,2,15,9,22,21
1994,2,15,10,108,92
1994,2,15,11,219,137
1994,2,15,12,314,151
1994,2,15,13,339,168
1994,2,15,14,369,143
1994,2,15,15,306,144
1994,2,15,16,211,125
1994,2,15,17,142,69
1994,2,15,18,39,27
1994,2,15,19,0,0
1994,2,15,20,0,0
1994,2,15,21,0,0
1994,2,15,22,0,0
1994,2,15,23,0,0
1994,2,15,24,0,0
1994,2,16,1,0,0
1994,2,16,2,0,0
1994,2,16,3,0,0
1994,2,16,4,0,0
1994,2,16,5,0,0
1994,2,16,6,0,0
1994,2,16,7,0,0
1994,2,16,8,0,0
1994,2,16,9,19,19
1994,2,16,10,72,68
1994,2,16,11,94,89
1994,2,16,12,114,108
1994,2,16,13,222,193
1994,2,16,14,247,194
1994,2,16,15,189,169
1994,2,16,16,194,133
1994,2,16,17,100,82
1994,2,16,18,25,19
1994,2,16,19,0,0
1994,2,16,20,0,0
1994,2,16,21,0,0
1994,2,16,22,0,0
1994,2,16,23,0,0
1994,2,16,24,0,0
1994,2,17,1,0,0
1994,2,17,2,0,0
1994,2,17,3,0,0
1994,2,17,4,0,0
1994,2,17,5,0,0
1994,2,17,6,0,0
1994,2,17,7,0,0
1994,2,17,8,0,0
1994,2,17,9,25,24
1994,2,17,10,131,98
1994,2,17,11,139,128
1994,2,17,12,336,146
1994,2,17,13,444,88
1994,2,17,14,414,115
1994,2,17,15,358,114
1994,2,17,16,272,97
1994,2,17,17,131,82
1994,2,17,18,36,23
1994,2,17,19,0,0
1994,2,17,20,0,0
1994,2,17,21,0,0
1994,2,17,22,0,0
1994,2,17,23,0,0
1994,2,17,24,0,0
1994,2,18,1,0,0
1994,2,18,2,0,0
1994,2,18,3,0,0
1994,2,18,4,0,0
1994,2,18,5,0,0
1994,2,18,6,0,0
1994,2,18,7,0,0
1994,2,18,8,0,0
1994,2,18,9,28,26
1994,2,18,10,94,87
1994,2,18,11,94,90
1994,2,18,12,97,93
1994,2,18,13,94,91
1994,2,18,14,89,86
1994,2,18,15,117,110
1994,2,18,16,89,84
1994,2,18,17,42,40
1994,2,18,18,11,11
1994,2,18,19,0,0
1994,2,18,20,0,0
1994,2,18,21,0,0
1994,2,18,22,0,0
1994,2,18,23,0,0
1994,2,18,24,0,0
1994,2,19,1,0,0
1994,2,19,2,0,0
1994,2,19,3,0,0
1994,2,19,4,0,0
1994,2,19,5,0,0
1994,2,19,6,0,0
1994,2,19,7,0,0
1994,2,19,8,0,0
1994,2,19,9,8,8
1994,2,19,10,28,27
1994,2,19,11,53,51
1994,2,19,12,122,116
1994,2,19,13,128,121
1994,2,19,14,103,98
1994,2,19,15,89,85
1994,2,19,16,81,77
1994,2,19,17,58,55
1994,2,19,18,33,26
1994,2,19,19,0,0
1994,2,19,20,0,0
1994,2,19,21,0,0
1994,2,19,22,0,0
1994,2,19,23,0,0
1994,2,19,24,0,0
1994,2,20,1,0,0
1994,2,20,2,0,0
1994,2,20,3,0,0
1994,2,20,4,0,0
1994,2,20,5,0,0
1994,2,20,6,0,0
1994,2,20,7,0,0
1994,2,20,8,0,0
1994,2,20,9,103,18
1994,2,20,10,272,48
1994,2,20,11,372,66
1994,2,20,12,464,82
1994,2,20,13,219,200
1994,2,20,14,308,197
1994,2,20,15,253,182
1994,2,20,16,239,133
1994,2,20,17,119,92
1994,2,20,18,44,26
1994,2,20,19,0,0
1994,2,20,20,0,0
1994,2,20,21,0,0
1994,2,20,22,0,0
1994,2,20,23,0,0
1994,2,20,24,0,0
1994,2,21,1,0,0
1994,2,21,2,0,0
1994,2,21,3,0,0
1994,2,21,4,0,0
1994,2,21,5,0,0
1994,2,21,6,0,0
1994,2,21,7,0,0
1994,2,21,8,0,0
1994,2,21,9,94,29
1994,2,21,10,231,59
1994,2,21,11,325,99
1994,2,21,12,394,122
1994,2,21,13,589,104
1994,2,21,14,436,120
1994,2,21,15,417,80
1994,2,21,16,322,74
1994,2,21,17,189,64
1994,2,21,18,44,30
1994,2,21,19,0,0
1994,2,21,20,0,0
1994,2,21,21,0,0
1994,2,21,22,0,0
1994,2,21,23,0,0
1994,2,21,24,0,0
1994,2,22,1,0,0
1994,2,22,2,0,0
1994,2,22,3,0,0
1994,2,22,4,0,0
1994,2,22,5,0,0
1994,2,22,6,0,0
1994,2,22,7,0,0
1994,2,22,8,0,0
1994,2,22,9,69,48
1994,2,22,10,169,106
1994,2,22,11,225,158
1994,2,22,12,178,164
1994,2,22,13,139,131
1994,2,22,14,153,144
1994,2,22,15,103,98
1994,2,22,16,61,59
1994,2,22,17,50,48
1994,2,22,18,22,21
1994,2,22,19,0,0
1994,2,22,20,0,0
1994,2,22,21,0,0
1994,2,22,22,0,0
1994,2,22,23,0,0
1994,2,22,24,0,0
1994,2,23,1,0,0
1994,2,23,2,0,0
1994,2,23,3,0,0
1994,2,23,4,0,0
1994,2,23,5,0,0
1994,2,23,6,0,0
1994,2,23,7,0,0
1994,2,23,8,0,0
1994,2,23,9,44,41
1994,2,23,10,186,103
1994,2,23,11,356,82
1994,2,23,12,458,81
1994,2,23,13,494,88
1994,2,23,14,467,101
1994,2,23,15,431,79
1994,2,23,16,333,75
1994,2,23,17,203,63
1994,2,23,18,56,33
1994,2,23,19,0,0
1994,2,23,20,0,0
1994,2,23,21,0,0
1994,2,23,22,0,0
1994,2,23,23,0,0
1994,2,23,24,0,0
1994,2,24,1,0,0
1994,2,24,2,0,0
1994,2,24,3,0,0
1994,2,24,4,0,0
1994,2,24,5,0,0
1994,2,24,6,0,0
1994,2,24,7,0,0
1994,2,24,8,0,0
1994,2,24,9,42,39
1994,2,24,10,128,113
1994,2,24,11,108,102
1994,2,24,12,347,174
1994,2,24,13,489,90
1994,2,24,14,514,91
1994,2,24,15,450,80
1994,2,24,16,333,82
1994,2,24,17,208,64
1994,2,24,18,67,31
1994,2,24,19,0,0
1994,2,24,20,0,0
1994,2,24,21,0,0
1994,2,24,22,0,0
1994,2,24,23,0,0
1994,2,24,24,0,0
1994,2,25,1,0,0
1994,2,25,2,0,0
1994,2,25,3,0,0
1994,2,25,4,0,0
1994,2,25,5,0,0
1994,2,25,6,0,0
1994,2,25,7,0,0
1994,2,25,8,0,0
1994,2,25,9,28,27
1994,2,25,10,122,112
1994,2,25,11,261,160
1994,2,25,12,303,196
1994,2,25,13,258,217
1994,2,25,14,303,214
1994,2,25,15,314,182
1994,2,25,16,297,121
1994,2,25,17,194,81
1994,2,25,18,69,34
1994,2,25,19,3,3
1994,2,25,20,0,0
1994,2,25,21,0,0
1994,2,25,22,0,0
1994,2,25,23,0,0
1994,2,25,24,0,0
1994,2,26,1,0,0
1994,2,26,2,0,0
1994,2,26,3,0,0
1994,2,26,4,0,0
1994,2,26,5,0,0
1994,2,26,6,0,0
1994,2,26,7,0,0
1994,2,26,8,0,0
1994,2,26,9,83,58
1994,2,26,10,233,89
1994,2,26,11,375,83
1994,2,26,12,475,84
1994,2,26,13,525,93
1994,2,26,14,522,92
1994,2,26,15,447,82
1994,2,26,16,350,77
1994,2,26,17,214,71
1994,2,26,18,72,36
1994,2,26,19,3,3
1994,2,26,20,0,0
1994,2,26,21,0,0
1994,2,26,22,0,0
1994,2,26,23,0,0
1994,2,26,24,0,0
1994,2,27,1,0,0
1994,2,27,2,0,0
1994,2,27,3,0,0
1994,2,27,4,0,0
1994,2,27,5,0,0
1994,2,27,6,0,0
1994,2,27,7,0,0
1994,2,27,8,0,0
1994,2,27,9,92,59
1994,2,27,10,244,86
1994,2,27,11,386,78
1994,2,27,12,481,85
1994,2,27,13,531,94
1994,2,27,14,531,94
1994,2,27,15,461,82
1994,2,27,16,356,78
1994,2,27,17,217,74
1994,2,27,18,69,41
1994,2,27,19,3,3
1994,2,27,20,0,0
1994,2,27,21,0,0
1994,2,27,22,0,0
1994,2,27,23,0,0
1994,2,27,24,0,0
1994,2,28,1,0,0
1994,2,28,2,0,0
1994,2,28,3,0,0
1994,2,28,4,0,0
1994,2,28,5,0,0
1994,2,28,6,0,0
1994,2,28,7,0,0
1994,2,28,8,3,3
1994,2,28,9,100,61
1994,2,28,10,253,85
1994,2,28,11,394,76
1994,2,28,12,367,182
1994,2,28,13,331,222
1994,2,28,14,281,223
1994,2,28,15,242,201
1994,2,28,16,172,157
1994,2,28,17,94,88
1994,2,28,18,39,36
1994,2,28,19,3,3
1994,2,28,20,0,0
1994,2,28,21,0,0
1994,2,28,22,0,0
1994,2,28,23,0,0
1994,2,28,24,0,0
1989,3,1,1,0,0
1989,3,1,2,0,0
1989,3,1,3,0,0
1989,3,1,4,0,0
1989,3,1,5,0,0
1989,3,1,6,0,0
1989,3,1,7,0,0
1989,3,1,8,3,3
1989,3,1,9,31,29
1989,3,1,10,106,98
1989,3,1,11,206,176
1989,3,1,12,331,202
1989,3,1,13,442,170
1989,3,1,14,339,220
1989,3,1,15,92,88
1989,3,1,16,72,70
1989,3,1,17,94,88
1989,3,1,18,22,21
1989,3,1,19,0,0
1989,3,1,20,0,0
1989,3,1,21,0,0
1989,3,1,22,0,0
1989,3,1,23,0,0
1989,3,1,24,0,0
1989,3,2,1,0,0
1989,3,2,2,0,0
1989,3,2,3,0,0
1989,3,2,4,0,0
1989,3,2,5,0,0
1989,3,2,6,0,0
1989,3,2,7,0,0
1989,3,2,8,0,0
1989,3,2,9,8,8
1989,3,2,10,64,61
1989,3,2,11,119,113
1989,3,2,12,153,144
1989,3,2,13,186,174
1989,3,2,14,125,119
1989,3,2,15,64,62
1989,3,2,16,56,54
1989,3,2,17,33,33
1989,3,2,18,11,11
1989,3,2,19,0,0
1989,3,2,20,0,0
1989,3,2,21,0,0
1989,3,2,22,0,0
1989,3,2,23,0,0
1989,3,2,24,0,0
1989,3,3,1,0,0
1989,3,3,2,0,0
1989,3,3,3,0,0
1989,3,3,4,0,0
1989,3,3,5,0,0
1989,3,3,6,0,0
1989,3,3,7,0,0
1989,3,3,8,8,8
1989,3,3,9,92,72
1989,3,3,10,242,111
1989,3,3,11,342,146
1989,3,3,12,367,196
1989,3,3,13,378,218
1989,3,3,14,206,191
1989,3,3,15,189,175
1989,3,3,16,169,156
1989,3,3,17,108,100
1989,3,3,18,50,46
1989,3,3,19,3,3
1989,3,3,20,0,0
1989,3,3,21,0,0
1989,3,3,22,0,0
1989,3,3,23,0,0
1989,3,3,24,0,0
1989,3,4,1,0,0
1989,3,4,2,0,0
1989,3,4,3,0,0
1989,3,4,4,0,0
1989,3,4,5,0,0
1989,3,4,6,0,0
1989,3,4,7,0,0
1989,3,4,8,11,11
1989,3,4,9,103,74
1989,3,4,10,222,126
1989,3,4,11,375,125
1989,3,4,12,403,180
1989,3,4,13,500,137
1989,3,4,14,411,201
1989,3,4,15,289,211
1989,3,4,16,189,169
1989,3,4,17,94,88
1989,3,4,18,44,41
1989,3,4,19,3,3
1989,3,4,20,0,0
1989,3,4,21,0,0
1989,3,4,22,0,0
1989,3,4,23,0,0
1989,3,4,24,0,0
1989,3,5,1,0,0
1989,3,5,2,0,0
1989,3,5,3,0,0
1989,3,5,4,0,0
1989,3,5,5,0,0
1989,3,5,6,0,0
1989,3,5,7,0,0
1989,3,5,8,0,0
1989,3,5,9,11,11
1989,3,5,10,75,72
1989,3,5,11,97,93
1989,3,5,12,78,76
1989,3,5,13,94,91
1989,3,5,14,94,91
1989,3,5,15,72,70
1989,3,5,16,203,174
1989,3,5,17,119,110
1989,3,5,18,28,27
1989,3,5,19,0,0
1989,3,5,20,0,0
1989,3,5,21,0,0
1989,3,5,22,0,0
1989,3,5,23,0,0
1989,3,5,24,0,0
1989,3,6,1,0,0
1989,3,6,2,0,0
1989,3,6,3,0,0
1989,3,6,4,0,0
1989,3,6,5,0,0
1989,3,6,6,0,0
1989,3,6,7,0,0
1989,3,6,8,8,8
1989,3,6,9,39,37
1989,3,6,10,89,84
1989,3,6,11,164,152
1989,3,6,12,258,223
1989,3,6,13,311,241
1989,3,6,14,386,222
1989,3,6,15,350,202
1989,3,6,16,250,176
1989,3,6,17,197,117
1989,3,6,18,44,42
1989,3,6,19,3,3
1989,3,6,20,0,0
1989,3,6,21,0,0
1989,3,6,22,0,0
1989,3,6,23,0,0
1989,3,6,24,0,0
1989,3,7,1,0,0
1989,3,7,2,0,0
1989,3,7,3,0,0
1989,3,7,4,0,0
1989,3,7,5,0,0
1989,3,7,6,0,0
1989,3,7,7,0,0
1989,3,7,8,3,3
1989,3,7,9,17,16
1989,3,7,10,58,56
1989,3,7,11,122,116
1989,3,7,12,147,139
1989,3,7,13,175,165
1989,3,7,14,353,236
1989,3,7,15,350,206
1989,3,7,16,192,175
1989,3,7,17,103,96
1989,3,7,18,83,61
1989,3,7,19,6,6
1989,3,7,20,0,0
1989,3,7,21,0,0
1989,3,7,22,0,0
1989,3,7,23,0,0
1989,3,7,24,0,0
1989,3,8,1,0,0
1989,3,8,2,0,0
1989,3,8,3,0,0
1989,3,8,4,0,0
1989,3,8,5,0,0
1989,3,8,6,0,0
1989,3,8,7,0,0
1989,3,8,8,0,0
1989,3,8,9,17,16
1989,3,8,10,58,56
1989,3,8,11,100,96
1989,3,8,12,147,140
1989,3,8,13,203,189
1989,3,8,14,269,239
1989,3,8,15,222,204
1989,3,8,16,167,154
1989,3,8,17,94,89
1989,3,8,18,33,32
1989,3,8,19,3,3
1989,3,8,20,0,0
1989,3,8,21,0,0
1989,3,8,22,0,0
1989,3,8,23,0,0
1989,3,8,24,0,0
1989,3,9,1,0,0
1989,3,9,2,0,0
1989,3,9,3,0,0
1989,3,9,4,0,0
1989,3,9,5,0,0
1989,3,9,6,0,0
1989,3,9,7,0,0
1989,3,9,8,3,3
1989,3,9,9,22,22
1989,3,9,10,75,72
1989,3,9,11,61,60
1989,3,9,12,150,142
1989,3,9,13,103,99
1989,3,9,14,153,145
1989,3,9,15,92,89
1989,3,9,16,97,93
1989,3,9,17,86,81
1989,3,9,18,53,49
1989,3,9,19,8,8
1989,3,9,20,0,0
1989,3,9,21,0,0
1989,3,9,22,0,0
1989,3,9,23,0,0
1989,3,9,24,0,0
1989,3,10,1,0,0
1989,3,10,2,0,0
1989,3,10,3,0,0
1989,3,10,4,0,0
1989,3,10,5,0,0
1989,3,10,6,0,0
1989,3,10,7,0,0
1989,3,10,8,3,3
1989,3,10,9,36,35
1989,3,10,10,194,152
1989,3,10,11,406,137
1989,3,10,12,497,138
1989,3,10,13,322,251
1989,3,10,14,417,225
1989,3,10,15,433,171
1989,3,10,16,275,183
1989,3,10,17,175,133
1989,3,10,18,42,40
1989,3,10,19,0,0
1989,3,10,20,0,0
1989,3,10,21,0,0
1989,3,10,22,0,0
1989,3,10,23,0,0
1989,3,10,24,0,0
1989,3,11,1,0,0
1989,3,11,2,0,0
1989,3,11,3,0,0
1989,3,11,4,0,0
1989,3,11,5,0,0
1989,3,11,6,0,0
1989,3,11,7,0,0
1989,3,11,8,8,8
1989,3,11,9,58,55
1989,3,11,10,203,155
1989,3,11,11,147,139
1989,3,11,12,136,130
1989,3,11,13,219,204
1989,3,11,14,347,249
1989,3,11,15,353,219
1989,3,11,16,119,113
1989,3,11,17,50,48
1989,3,11,18,31,29
1989,3,11,19,3,3
1989,3,11,20,0,0
1989,3,11,21,0,0
1989,3,11,22,0,0
1989,3,11,23,0,0
1989,3,11,24,0,0
1989,3,12,1,0,0
1989,3,12,2,0,0
1989,3,12,3,0,0
1989,3,12,4,0,0
1989,3,12,5,0,0
1989,3,12,6,0,0
1989,3,12,7,0,0
1989,3,12,8,8,8
1989,3,12,9,42,40
1989,3,12,10,61,59
1989,3,12,11,208,191
1989,3,12,12,511,138
1989,3,12,13,453,220
1989,3,12,14,444,219
1989,3,12,15,372,216
1989,3,12,16,353,155
1989,3,12,17,250,113
1989,3,12,18,81,71
1989,3,12,19,11,11
1989,3,12,20,0,0
1989,3,12,21,0,0
1989,3,12,22,0,0
1989,3,12,23,0,0
1989,3,12,24,0,0
1989,3,13,1,0,0
1989,3,13,2,0,0
1989,3,13,3,0,0
1989,3,13,4,0,0
1989,3,13,5,0,0
1989,3,13,6,0,0
1989,3,13,7,0,0
1989,3,13,8,14,13
1989,3,13,9,100,92
1989,3,13,10,267,147
1989,3,13,11,389,169
1989,3,13,12,503,153
1989,3,13,13,556,142
1989,3,13,14,547,141
1989,3,13,15,486,142
1989,3,13,16,378,141
1989,3,13,17,239,124
1989,3,13,18,97,75
1989,3,13,19,11,11
1989,3,13,20,0,0
1989,3,13,21,0,0
1989,3,13,22,0,0
1989,3,13,23,0,0
1989,3,13,24,0,0
1989,3,14,1,0,0
1989,3,14,2,0,0
1989,3,14,3,0,0
1989,3,14,4,0,0
1989,3,14,5,0,0
1989,3,14,6,0,0
1989,3,14,7,0,0
1989,3,14,8,25,23
1989,3,14,9,136,102
1989,3,14,10,272,149
1989,3,14,11,389,174
1989,3,14,12,478,181
1989,3,14,13,522,180
1989,3,14,14,442,229
1989,3,14,15,300,235
1989,3,14,16,286,192
1989,3,14,17,150,137
1989,3,14,18,78,71
1989,3,14,19,11,11
1989,3,14,20,0,0
1989,3,14,21,0,0
1989,3,14,22,0,0
1989,3,14,23,0,0
1989,3,14,24,0,0
1989,3,15,1,0,0
1989,3,15,2,0,0
1989,3,15,3,0,0
1989,3,15,4,0,0
1989,3,15,5,0,0
1989,3,15,6,0,0
1989,3,15,7,0,0
1989,3,15,8,3,3
1989,3,15,9,31,30
1989,3,15,10,67,64
1989,3,15,11,89,86
1989,3,15,12,114,110
1989,3,15,13,100,97
1989,3,15,14,108,105
1989,3,15,15,139,132
1989,3,15,16,47,46
1989,3,15,17,36,35
1989,3,15,18,14,14
1989,3,15,19,0,0
1989,3,15,20,0,0
1989,3,15,21,0,0
1989,3,15,22,0,0
1989,3,15,23,0,0
1989,3,15,24,0,0
1989,3,16,1,0,0
1989,3,16,2,0,0
1989,3,16,3,0,0
1989,3,16,4,0,0
1989,3,16,5,0,0
1989,3,16,6,0,0
1989,3,16,7,0,0
1989,3,16,8,22,21
1989,3,16,9,78,73
1989,3,16,10,142,132
1989,3,16,11,219,201
1989,3,16,12,364,247
1989,3,16,13,378,263
1989,3,16,14,422,246
1989,3,16,15,206,191
1989,3,16,16,156,146
1989,3,16,17,106,99
1989,3,16,18,0,0
1989,3,16,19,0,0
1989,3,16,20,0,0
1989,3,16,21,0,0
1989,3,16,22,0,0
1989,3,16,23,0,0
1989,3,16,24,0,0
1989,3,17,1,0,0
1989,3,17,2,0,0
1989,3,17,3,0,0
1989,3,17,4,0,0
1989,3,17,5,0,0
1989,3,17,6,0,0
1989,3,17,7,0,0
1989,3,17,8,14,14
1989,3,17,9,33,33
1989,3,17,10,119,113
1989,3,17,11,161,151
1989,3,17,12,189,177
1989,3,17,13,222,207
1989,3,17,14,203,190
1989,3,17,15,111,107
1989,3,17,16,117,111
1989,3,17,17,114,107
1989,3,17,18,61,57
1989,3,17,19,31,30
1989,3,17,20,0,0
1989,3,17,21,0,0
1989,3,17,22,0,0
1989,3,17,23,0,0
1989,3,17,24,0,0
1989,3,18,1,0,0
1989,3,18,2,0,0
1989,3,18,3,0,0
1989,3,18,4,0,0
1989,3,18,5,0,0
1989,3,18,6,0,0
1989,3,18,7,0,0
1989,3,18,8,47,43
1989,3,18,9,111,102
1989,3,18,10,172,158
1989,3,18,11,242,217
1989,3,18,12,278,250
1989,3,18,13,225,210
1989,3,18,14,119,115
1989,3,18,15,86,84
1989,3,18,16,61,60
1989,3,18,17,92,87
1989,3,18,18,53,50
1989,3,18,19,11,10
1989,3,18,20,0,0
1989,3,18,21,0,0
1989,3,18,22,0,0
1989,3,18,23,0,0
1989,3,18,24,0,0
1989,3,19,1,0,0
1989,3,19,2,0,0
1989,3,19,3,0,0
1989,3,19,4,0,0
1989,3,19,5,0,0
1989,3,19,6,0,0
1989,3,19,7,0,0
1989,3,19,8,0,0
1989,3,19,9,8,8
1989,3,19,10,17,17
1989,3,19,11,44,44
1989,3,19,12,56,55
1989,3,19,13,58,57
1989,3,19,14,67,65
1989,3,19,15,83,81
1989,3,19,16,103,99
1989,3,19,17,67,64
1989,3,19,18,36,35
1989,3,19,19,3,3
1989,3,19,20,0,0
1989,3,19,21,0,0
1989,3,19,22,0,0
1989,3,19,23,0,0
1989,3,19,24,0,0
1989,3,20,1,0,0
1989,3,20,2,0,0
1989,3,20,3,0,0
1989,3,20,4,0,0
1989,3,20,5,0,0
1989,3,20,6,0,0
1989,3,20,7,0,0
1989,3,20,8,22,21
1989,3,20,9,122,112
1989,3,20,10,208,178
1989,3,20,11,356,218
1989,3,20,12,189,178
1989,3,20,13,256,236
1989,3,20,14,342,271
1989,3,20,15,272,243
1989,3,20,16,122,116
1989,3,20,17,78,75
1989,3,20,18,33,32
1989,3,20,19,3,3
1989,3,20,20,0,0
1989,3,20,21,0,0
1989,3,20,22,0,0
1989,3,20,23,0,0
1989,3,20,24,0,0
1989,3,21,1,0,0
1989,3,21,2,0,0
1989,3,21,3,0,0
1989,3,21,4,0,0
1989,3,21,5,0,0
1989,3,21,6,0,0
1989,3,21,7,0,0
1989,3,21,8,61,52
1989,3,21,9,131,118
1989,3,21,10,256,181
1989,3,21,11,278,230
1989,3,21,12,211,197
1989,3,21,13,272,250
1989,3,21,14,258,238
1989,3,21,15,192,180
1989,3,21,16,144,136
1989,3,21,17,92,87
1989,3,21,18,36,35
1989,3,21,19,3,3
1989,3,21,20,0,0
1989,3,21,21,0,0
1989,3,21,22,0,0
1989,3,21,23,0,0
1989,3,21,24,0,0
1989,3,22,1,0,0
1989,3,22,2,0,0
1989,3,22,3,0,0
1989,3,22,4,0,0
1989,3,22,5,0,0
1989,3,22,6,0,0
1989,3,22,7,0,0
1989,3,22,8,33,32
1989,3,22,9,217,108
1989,3,22,10,356,139
1989,3,22,11,442,181
1989,3,22,12,589,126
1989,3,22,13,522,224
1989,3,22,14,381,275
1989,3,22,15,147,140
1989,3,22,16,464,110
1989,3,22,17,289,131
1989,3,22,18,183,68
1989,3,22,19,25,22
1989,3,22,20,0,0
1989,3,22,21,0,0
1989,3,22,22,0,0
1989,3,22,23,0,0
1989,3,22,24,0,0
1989,3,23,1,0,0
1989,3,23,2,0,0
1989,3,23,3,0,0
1989,3,23,4,0,0
1989,3,23,5,0,0
1989,3,23,6,0,0
1989,3,23,7,3,3
1989,3,23,8,72,58
1989,3,23,9,214,114
1989,3,23,10,339,156
1989,3,23,11,514,121
1989,3,23,12,650,115
1989,3,23,13,617,145
1989,3,23,14,572,178
1989,3,23,15,314,255
1989,3,23,16,308,212
1989,3,23,17,242,156
1989,3,23,18,125,96
1989,3,23,19,14,13
1989,3,23,20,0,0
1989,3,23,21,0,0
1989,3,23,22,0,0
1989,3,23,23,0,0
1989,3,23,24,0,0
1989,3,24,1,0,0
1989,3,24,2,0,0
1989,3,24,3,0,0
1989,3,24,4,0,0
1989,3,24,5,0,0
1989,3,24,6,0,0
1989,3,24,7,0,0
1989,3,24,8,0,0
1989,3,24,9,56,54
1989,3,24,10,383,129
1989,3,24,11,514,128
1989,3,24,12,606,122
1989,3,24,13,603,166
1989,3,24,14,647,115
1989,3,24,15,511,181
1989,3,24,16,419,162
1989,3,24,17,306,128
1989,3,24,18,161,90
1989,3,24,19,39,26
1989,3,24,20,0,0
1989,3,24,21,0,0
1989,3,24,22,0,0
1989,3,24,23,0,0
1989,3,24,24,0,0
1989,3,25,1,0,0
1989,3,25,2,0,0
1989,3,25,3,0,0
1989,3,25,4,0,0
1989,3,25,5,0,0
1989,3,25,6,0,0
1989,3,25,7,3,3
1989,3,25,8,83,63
1989,3,25,9,247,105
1989,3,25,10,406,114
1989,3,25,11,536,111
1989,3,25,12,625,111
1989,3,25,13,664,118
1989,3,25,14,653,116
1989,3,25,15,583,114
1989,3,25,16,472,119
1989,3,25,17,272,151
1989,3,25,18,89,82
1989,3,25,19,8,8
1989,3,25,20,0,0
1989,3,25,21,0,0
1989,3,25,22,0,0
1989,3,25,23,0,0
1989,3,25,24,0,0
1989,3,26,1,0,0
1989,3,26,2,0,0
1989,3,26,3,0,0
1989,3,26,4,0,0
1989,3,26,5,0,0
1989,3,26,6,0,0
1989,3,26,7,0,0
1989,3,26,8,36,34
1989,3,26,9,114,106
1989,3,26,10,150,141
1989,3,26,11,183,172
1989,3,26,12,206,193
1989,3,26,13,292,268
1989,3,26,14,361,285
1989,3,26,15,317,261
1989,3,26,16,267,220
1989,3,26,17,286,148
1989,3,26,18,203,71
1989,3,26,19,42,30
1989,3,26,20,0,0
1989,3,26,21,0,0
1989,3,26,22,0,0
1989,3,26,23,0,0
1989,3,26,24,0,0
1989,3,27,1,0,0
1989,3,27,2,0,0
1989,3,27,3,0,0
1989,3,27,4,0,0
1989,3,27,5,0,0
1989,3,27,6,0,0
1989,3,27,7,3,3
1989,3,27,8,50,47
1989,3,27,9,247,116
1989,3,27,10,400,133
1989,3,27,11,528,135
1989,3,27,12,611,137
1989,3,27,13,650,135
1989,3,27,14,681,120
1989,3,27,15,583,126
1989,3,27,16,481,122
1989,3,27,17,344,110
1989,3,27,18,192,84
1989,3,27,19,50,31
1989,3,27,20,0,0
1989,3,27,21,0,0
1989,3,27,22,0,0
1989,3,27,23,0,0
1989,3,27,24,0,0
1989,3,28,1,0,0
1989,3,28,2,0,0
1989,3,28,3,0,0
1989,3,28,4,0,0
1989,3,28,5,0,0
1989,3,28,6,0,0
1989,3,28,7,3,3
1989,3,28,8,31,29
1989,3,28,9,97,92
1989,3,28,10,239,199
1989,3,28,11,517,153
1989,3,28,12,297,271
1989,3,28,13,214,201
1989,3,28,14,247,230
1989,3,28,15,333,266
1989,3,28,16,272,225
1989,3,28,17,242,169
1989,3,28,18,103,95
1989,3,28,19,44,35
1989,3,28,20,0,0
1989,3,28,21,0,0
1989,3,28,22,0,0
1989,3,28,23,0,0
1989,3,28,24,0,0
1989,3,29,1,0,0
1989,3,29,2,0,0
1989,3,29,3,0,0
1989,3,29,4,0,0
1989,3,29,5,0,0
1989,3,29,6,0,0
1989,3,29,7,6,5
1989,3,29,8,86,74
1989,3,29,9,239,130
1989,3,29,10,403,143
1989,3,29,11,528,148
1989,3,29,12,631,128
1989,3,29,13,675,119
1989,3,29,14,656,126
1989,3,29,15,600,119
1989,3,29,16,497,115
1989,3,29,17,353,113
1989,3,29,18,192,92
1989,3,29,19,56,35
1989,3,29,20,0,0
1989,3,29,21,0,0
1989,3,29,22,0,0
1989,3,29,23,0,0
1989,3,29,24,0,0
1989,3,30,1,0,0
1989,3,30,2,0,0
1989,3,30,3,0,0
1989,3,30,4,0,0
1989,3,30,5,0,0
1989,3,30,6,0,0
1989,3,30,7,8,8
1989,3,30,8,100,77
1989,3,30,9,258,125
1989,3,30,10,408,144
1989,3,30,11,436,223
1989,3,30,12,617,151
1989,3,30,13,650,154
1989,3,30,14,647,142
1989,3,30,15,583,144
1989,3,30,16,453,163
1989,3,30,17,339,129
1989,3,30,18,183,100
1989,3,30,19,19,19
1989,3,30,20,0,0
1989,3,30,21,0,0
1989,3,30,22,0,0
1989,3,30,23,0,0
1989,3,30,24,0,0
1989,3,31,1,0,0
1989,3,31,2,0,0
1989,3,31,3,0,0
1989,3,31,4,0,0
1989,3,31,5,0,0
1989,3,31,6,0,0
1989,3,31,7,6,5
1989,3,31,8,78,72
1989,3,31,9,264,126
1989,3,31,10,322,199
1989,3,31,11,458,215
