Hour,Grid_kVA
7042,57.573033333333335
7043,55.765033333333335
7044,55.765033333333335
7045,49.73703333333333
7046,49.73703333333333
7047,49.73703333333333
7048,44.82303333333333
7049,44.82303333333333
7050,42.11103333333333
7051,42.11103333333333
7052,25.698033333333335
7053,25.698033333333335
7054,27.506033333333335
7055,27.506033333333335
7056,49.94703333333333
7057,59.381553333333336
7058,59.381553333333336
7059,59.381553333333336
7060,59.381553333333336
7061,59.381553333333336
7062,59.381553333333336
7063,59.381553333333336
7064,59.381553333333336
7065,40.63003333333333
7066,40.63003333333333
7067,40.63003333333333
7068,40.63003333333333
7069,42.169533333333334
7070,34.60203333333333
7071,34.60203333333333
7072,34.60203333333333
7073,34.60203333333333
7074,49.73703333333333
7075,48.83303333333333
7076,39.79103333333333
7077,39.79103333333333
7078,39.79103333333333
7079,39.79103333333333
7080,54.86103333333333
7081,59.381553333333336
7082,59.381553333333336
7083,59.381553333333336
7084,59.381553333333336
7085,59.381553333333336
7086,59.381553333333336
7087,59.381553333333336
7088,59.381553333333336
7089,40.63003333333333
7090,40.63003333333333
7091,40.63003333333333
7092,40.63003333333333
7093,42.169533333333334
7094,34.60203333333333
7095,34.60203333333333
7096,34.60203333333333
7097,34.60203333333333
7098,49.73703333333333
7099,48.83303333333333
7100,39.79103333333333
7101,39.79103333333333
7102,39.79103333333333
7103,39.79103333333333
7104,54.86103333333333
7105,59.381553333333336
7106,59.381553333333336
7107,59.381553333333336
7108,59.381553333333336
7109,59.381553333333336
7110,59.381553333333336
7111,59.381553333333336
7112,59.381553333333336
7113,40.63003333333333
7114,40.63003333333333
7115,40.63003333333333
7116,40.63003333333333
7117,42.169533333333334
7118,34.60203333333333
7119,34.60203333333333
7120,26.976033333333334
7121,26.976033333333334
7122,42.11103333333333
7123,42.11103333333333
7124,27.506033333333335
7125,27.506033333333335
7126,27.506033333333335
7127,27.506033333333335
7128,48.13903333333333
7129,59.381553333333336
7130,59.381553333333336
7131,59.381553333333336
7132,59.381553333333336
7133,59.381553333333336
7134,59.381553333333336
7135,59.381553333333336
7136,59.381553333333336
7137,40.63003333333333
7138,40.63003333333333
7139,40.63003333333333
7140,40.63003333333333
7141,42.169533333333334
7142,34.60203333333333
7143,34.60203333333333
7144,33.69803333333333
7145,33.69803333333333
7146,48.83303333333333
7147,48.83303333333333
7148,39.79103333333333
7149,39.79103333333333
7150,39.79103333333333
7151,39.79103333333333
7152,54.86103333333333
7153,56.66955333333333
7154,56.66955333333333
7155,59.381553333333336
7156,59.381553333333336
7157,59.381553333333336
7158,59.381553333333336
7159,59.381553333333336
7160,59.381553333333336
7161,42.43803333333334
7162,42.43803333333334
7163,40.63003333333333
7164,40.63003333333333
7165,42.169533333333334
7166,34.60203333333333
7167,34.60203333333333
7168,29.688033333333333
7169,29.688033333333333
7170,42.11103333333333
7171,42.11103333333333
7172,25.698033333333335
7173,25.698033333333335
7174,27.506033333333335
7175,27.506033333333335
7176,49.94703333333333
7177,56.66955333333333
7178,56.66955333333333
7179,59.381553333333336
7180,59.381553333333336
7181,59.381553333333336
7182,59.381553333333336
7183,59.381553333333336
7184,59.381553333333336
7185,57.573033333333335
7186,57.573033333333335
7187,55.765033333333335
7188,55.765033333333335
7189,49.73703333333333
7190,49.73703333333333
7191,49.73703333333333
7192,44.82303333333333
7193,44.82303333333333
7194,42.11103333333333
7195,42.11103333333333
7196,25.698033333333335
7197,25.698033333333335
7198,27.506033333333335
7199,27.506033333333335
7200,49.94703333333333
7201,56.66955333333333
7202,54.86155333333333
7203,59.381553333333336
7204,59.381553333333336
7205,59.381553333333336
7206,59.381553333333336
7207,59.381553333333336
7208,59.381553333333336
7209,57.573033333333335
7210,57.573033333333335
7211,55.765033333333335
7212,55.765033333333335
7213,49.73703333333333
7214,49.73703333333333
7215,49.73703333333333
7216,44.82303333333333
7217,44.82303333333333
7218,42.11103333333333
7219,42.11103333333333
7220,25.698033333333335
7221,25.698033333333335
7222,27.506033333333335
7223,27.506033333333335
7224,49.94703333333333
7225,59.381553333333336
7226,59.381553333333336
7227,59.381553333333336
7228,59.381553333333336
7229,59.381553333333336
7230,59.381553333333336
7231,59.381553333333336
7232,59.381553333333336
7233,40.63003333333333
7234,40.63003333333333
7235,40.63003333333333
7236,40.63003333333333
7237,42.169533333333334
7238,34.60203333333333
7239,34.60203333333333
7240,34.60203333333333
7241,34.60203333333333
7242,49.73703333333333
7243,48.83303333333333
7244,39.79103333333333
7245,39.79103333333333
7246,39.79103333333333
7247,39.79103333333333
7248,54.86103333333333
7249,59.381553333333336
7250,59.381553333333336
7251,59.381553333333336
7252,59.381553333333336
7253,59.381553333333336
7254,59.381553333333336
7255,59.381553333333336
7256,59.381553333333336
7257,40.63003333333333
7258,40.63003333333333
7259,40.63003333333333
7260,40.63003333333333
7261,42.169533333333334
7262,34.60203333333333
7263,34.60203333333333
7264,34.60203333333333
7265,34.60203333333333
7266,49.73703333333333
7267,48.83303333333333
7268,39.79103333333333
7269,39.79103333333333
7270,39.79103333333333
7271,39.79103333333333
7272,54.86103333333333
7273,59.381553333333336
7274,59.381553333333336
7275,59.381553333333336
7276,59.381553333333336
7277,59.381553333333336
7278,59.381553333333336
7279,59.381553333333336
7280,59.381553333333336
7281,40.63003333333333
7282,40.63003333333333
7283,40.63003333333333
7284,40.63003333333333
7285,42.169533333333334
7286,34.60203333333333
7287,34.60203333333333
7288,26.976033333333334
7289,26.976033333333334
7290,42.11103333333333
7291,42.11103333333333
7292,27.506033333333335
7293,27.506033333333335
7294,27.506033333333335
7295,27.506033333333335
7296,48.13903333333333
7297,59.381553333333336
7298,59.381553333333336
7299,59.381553333333336
7300,59.381553333333336
7301,59.381553333333336
7302,59.381553333333336
7303,59.381553333333336
7304,59.381553333333336
7305,40.63003333333333
7306,40.63003333333333
7307,40.63003333333333
7308,40.63003333333333
7309,42.169533333333334
7310,34.60203333333333
7311,34.60203333333333
7312,33.69803333333333
7313,33.69803333333333
7314,48.83303333333333
7315,48.83303333333333
7316,39.79103333333333
7317,39.79103333333333
7318,39.79103333333333
7319,39.79103333333333
7320,54.86103333333333
7321,56.66955333333333
7322,56.66955333333333
7323,59.381553333333336
7324,59.381553333333336
7325,59.381553333333336
7326,59.381553333333336
7327,59.381553333333336
