Hour,T
2092,1.4
2093,-0.3
2094,-1.4
2095,-1.3
2096,1.4
2097,4.8
2098,5.7
2099,5.4
2100,5.5
2101,5.5
2102,5.6
2103,5.8
2104,5.9
2105,6.3
2106,6.1
2107,5.8
2108,5.2
2109,4.9
2110,5.3
2111,4.7
2112,4.8
2113,4.8
2114,4.7
2115,4.8
2116,4.9
2117,5.1
2118,5.3
2119,5.2
2120,5.9
2121,6.9
2122,7.9
2123,8.6
2124,9.4
2125,10.1
2126,10.2
2127,10.1
2128,10.8
2129,11.0
2130,10.8
2131,10.6
2132,10.2
2133,9.6
2134,9.3
2135,9.3
2136,9.3
2137,9.4
2138,8.9
2139,9.3
2140,9.3
2141,9.3
2142,9.7
2143,9.1
2144,9.2
2145,9.2
2146,10.0
2147,10.5
2148,10.8
2149,11.3
2150,10.1
2151,9.9
2152,9.6
2153,9.6
2154,8.9
2155,7.9
2156,6.8
2157,6.4
2158,6.4
2159,6.5
2160,6.7
2161,7.0
2162,5.8
2163,6.5
2164,5.8
2165,3.6
2166,4.0
2167,3.9
2168,7.9
2169,9.4
2170,10.7
2171,13.0
2172,14.9
2173,15.9
2174,17.0
2175,17.0
2176,16.8
2177,16.9
2178,16.4
2179,14.5
2180,11.1
2181,9.4
2182,9.7
2183,9.1
2184,8.4
2185,8.4
2186,8.0
2187,9.1
2188,9.3
2189,8.8
2190,8.0
2191,8.6
2192,10.7
2193,12.4
2194,14.7
2195,17.1
2196,18.6
2197,19.3
2198,20.2
2199,20.3
2200,20.4
2201,20.0
2202,19.0
2203,17.2
2204,14.4
2205,13.2
2206,13.3
2207,12.5
2208,12.7
2209,12.5
2210,11.9
2211,12.1
2212,11.7
2213,11.7
2214,11.2
2215,10.2
2216,11.5
2217,13.5
2218,14.9
2219,16.6
2220,17.8
2221,18.2
2222,18.7
2223,19.2
2224,19.3
2225,19.2
2226,18.8
2227,17.0
2228,15.4
2229,14.5
2230,13.9
2231,12.8
2232,11.6
2233,11.1
2234,10.1
2235,9.5
2236,9.3
2237,8.4
2238,7.8
2239,7.6
2240,8.4
2241,10.3
2242,12.1
2243,13.7
2244,15.1
2245,16.2
2246,17.3
2247,18.3
2248,18.1
2249,17.2
2250,15.3
2251,14.3
2252,12.6
2253,11.8
2254,10.5
2255,9.7
2256,8.6
2257,7.8
2258,7.3
2259,6.7
2260,6.1
2261,5.2
2262,4.7
2263,4.7
2264,5.8
2265,7.7
2266,10.2
2267,11.9
2268,12.7
2269,13.2
2270,14.0
2271,14.8
2272,14.5
2273,13.6
2274,12.8
2275,11.6
2276,9.9
2277,8.9
2278,7.9
2279,7.0
2280,6.0
2281,5.3
2282,4.4
2283,3.5
2284,2.3
2285,1.3
2286,0.3
2287,0.1
2288,0.9
2289,2.5
2290,4.8
2291,6.6
2292,8.2
2293,8.8
2294,10.2
2295,10.8
2296,10.7
2297,10.5
2298,10.3
2299,9.4
2300,8.0
2301,6.9
2302,5.8
2303,4.6
2304,3.0
2305,2.9
2306,2.2
2307,1.8
2308,-0.1
2309,0.0
2310,-0.8
2311,1.5
2312,4.2
2313,6.2
2314,7.7
2315,9.0
2316,10.4
2317,11.3
2318,12.7
2319,12.4
2320,12.9
2321,12.6
2322,11.4
2323,10.0
2324,8.5
2325,7.2
2326,7.2
2327,6.4
2328,5.3
2329,4.8
2330,4.0
2331,3.5
2332,3.0
2333,1.9
2334,1.0
2335,1.7
2336,4.3
2337,8.3
2338,10.3
2339,11.7
2340,12.6
2341,13.1
2342,13.6
2343,13.4
2344,13.9
2345,13.3
2346,12.6
2347,11.4
2348,9.6
2349,9.1
2350,8.4
2351,7.7
2352,6.2
2353,3.4
2354,2.9
2355,2.0
2356,1.1
2357,0.4
2358,-0.8
2359,1.2
2360,5.3
2361,5.9
2362,7.5
2363,8.3
2364,9.3
2365,9.4
2366,8.9
2367,9.7
2368,10.1
2369,9.5
2370,7.8
2371,7.5
2372,6.5
2373,6.1
2374,5.9
2375,5.1
2376,5.1
2377,4.5
2378,4.1
2379,3.5
2380,2.9
2381,2.4
2382,1.9
2383,2.0
2384,3.3
2385,5.7
2386,7.6
2387,9.1
2388,11.0
2389,11.3
2390,11.8
2391,10.8
2392,10.6
2393,10.6
2394,10.1
2395,9.6
2396,8.3
2397,7.8
2398,7.0
2399,6.2
2400,5.3
2401,4.8
2402,4.1
2403,4.1
2404,3.4
2405,3.0
2406,3.4
2407,4.6
2408,5.9
2409,7.9
2410,9.8
2411,10.3
2412,11.1
2413,12.0
2414,12.6
2415,12.1
2416,11.8
2417,11.1
2418,10.1
2419,9.0
2420,9.0
2421,6.7
2422,7.7
2423,6.2
2424,4.8
2425,2.3
2426,2.2
2427,0.8
2428,0.8
2429,1.0
2430,1.3
2431,3.4
2432,5.6
2433,8.6
2434,9.8
2435,10.7
2436,10.8
2437,11.4
2438,12.6
2439,12.1
2440,11.8
2441,11.1
2442,10.1
2443,9.0
2444,8.6
2445,8.5
2446,8.0
2447,7.7
2448,7.6
2449,7.5
2450,7.5
2451,7.5
2452,7.4
2453,7.3
2454,7.3
2455,7.7
2456,8.1
2457,8.5
2458,8.3
2459,9.0
2460,10.0
2461,9.2
2462,9.9
2463,10.1
2464,9.4
2465,9.4
2466,8.0
2467,6.8
2468,6.3
2469,5.7
2470,4.1
2471,3.2
2472,2.2
2473,1.3
2474,1.7
2475,2.7
2476,0.8
2477,2.1
2478,2.9
2479,4.3
2480,5.2
2481,5.4
2482,6.6
2483,8.6
2484,9.6
2485,10.5
2486,10.0
2487,10.4
2488,10.5
2489,10.3
2490,9.4
2491,7.9
2492,7.4
2493,7.9
2494,7.8
2495,7.7
2496,7.6
2497,7.5
2498,7.5
2499,7.5
2500,7.4
2501,7.3
2502,7.3
2503,7.7
2504,8.1
2505,8.5
2506,8.3
2507,9.0
2508,10.0
2509,9.2
2510,9.9
2511,10.1
2512,9.4
2513,9.4
2514,9.1
2515,8.8
2516,8.6
2517,8.3
2518,8.1
2519,7.9
2520,7.8
2521,7.5
2522,7.5
2523,7.4
2524,7.3
2525,6.9
2526,6.6
2527,7.6
2528,7.7
2529,7.7
2530,8.5
2531,8.8
2532,9.3
2533,9.4
2534,9.5
2535,9.4
2536,9.8
2537,9.8
2538,9.1
2539,8.7
2540,8.4
2541,8.2
2542,8.0
2543,7.9
2544,7.7
2545,7.7
2546,7.8
2547,7.7
2548,7.6
2549,7.5
2550,7.4
2551,7.7
2552,8.1
2553,8.5
2554,9.2
2555,9.0
2556,9.2
2557,9.8
2558,10.6
2559,9.6
2560,10.0
2561,11.3
2562,10.5
2563,9.8
2564,7.7
2565,6.8
2566,6.0
2567,4.2
2568,5.2
2569,3.2
2570,2.9
2571,3.0
2572,3.5
2573,3.4
2574,4.1
2575,5.1
2576,7.0
2577,9.3
2578,11.0
2579,11.1
2580,12.1
2581,11.7
2582,11.9
2583,12.8
2584,12.6
2585,12.4
2586,11.9
2587,10.4
2588,8.1
2589,5.6
2590,4.1
2591,3.5
2592,2.5
2593,2.8
2594,1.5
2595,1.9
2596,0.9
2597,0.6
2598,0.7
2599,3.4
2600,7.9
2601,10.5
2602,11.2
2603,12.6
2604,11.7
2605,12.3
2606,12.0
2607,10.8
2608,12.0
2609,12.9
2610,12.2
2611,11.7
2612,8.5
2613,8.4
2614,6.3
2615,3.9
2616,2.9
2617,2.6
2618,1.0
2619,1.2
2620,2.3
2621,3.5
2622,4.4
2623,6.2
2624,8.9
2625,10.7
2626,11.8
2627,10.7
2628,11.1
2629,11.0
2630,11.2
2631,11.8
2632,12.2
2633,12.8
2634,11.9
2635,11.1
2636,9.4
2637,6.4
2638,4.7
2639,3.8
2640,2.9
2641,2.3
2642,1.8
2643,1.3
2644,0.7
2645,0.9
2646,1.0
2647,3.2
2648,6.2
2649,8.9
2650,12.2
2651,13.4
2652,14.3
2653,14.9
2654,16.0
2655,16.5
2656,16.7
2657,16.5
2658,16.4
2659,15.2
2660,10.9
2661,9.9
2662,7.8
2663,7.4
2664,5.4
2665,4.6
2666,4.8
2667,5.5
2668,6.8
2669,7.2
2670,7.6
2671,9.7
2672,12.3
2673,14.1
2674,15.4
2675,16.8
2676,18.1
2677,18.6
2678,20.4
2679,19.8
2680,19.7
2681,18.4
2682,17.6
2683,17.0
2684,15.9
2685,14.8
2686,14.1
2687,14.0
2688,13.7
2689,12.6
2690,12.1
2691,12.1
2692,11.3
2693,10.9
2694,10.5
2695,10.9
2696,12.6
2697,14.2
2698,15.4
2699,16.2
2700,16.5
2701,17.4
2702,17.5
2703,17.5
2704,17.2
2705,16.1
2706,15.9
2707,14.8
2708,12.9
2709,11.2
2710,10.7
2711,10.2
2712,9.1
2713,11.3
2714,10.7
2715,9.8
2716,11.7
2717,11.5
2718,11.5
2719,12.1
2720,12.8
2721,14.7
2722,16.6
2723,18.4
2724,19.3
2725,19.6
2726,19.7
2727,20.1
2728,19.9
2729,19.5
2730,18.0
2731,16.7
2732,14.6
2733,13.7
2734,12.9
2735,10.7
2736,9.6
2737,9.4
2738,8.3
2739,8.2
2740,8.6
2741,6.9
2742,7.1
2743,8.8
2744,9.8
2745,9.9
2746,10.2
2747,11.4
2748,13.4
2749,15.5
2750,16.9
2751,15.5
2752,14.3
2753,13.6
2754,12.5
2755,11.7
2756,10.2
2757,8.3
2758,7.9
2759,7.2
2760,6.5
2761,5.2
2762,4.6
2763,6.1
2764,6.1
2765,5.6
2766,6.3
2767,6.5
2768,8.2
2769,10.0
2770,11.7
2771,12.4
2772,11.2
2773,8.3
2774,8.6
2775,9.6
2776,9.3
2777,8.1
2778,7.8
2779,8.1
2780,9.4
2781,7.9
2782,7.1
2783,7.4
2784,7.8
2785,8.3
2786,8.4
2787,8.3
2788,7.7
2789,7.6
2790,7.2
2791,8.3
2792,8.9
2793,9.0
2794,9.8
2795,10.4
2796,11.1
2797,11.0
2798,9.6
2799,10.8
2800,10.9
2801,10.1
2802,10.6
2803,9.1
2804,8.3
2805,8.3
2806,8.7
2807,9.1
2808,9.1
2809,8.9
2810,9.0
2811,8.3
2812,7.7
2813,7.7
2814,7.8
2815,7.9
2816,7.8
2817,8.0
2818,8.2
2819,9.2
2820,12.1
2821,12.3
2822,12.3
2823,12.1
2824,13.4
2825,13.3
2826,13.7
2827,13.1
2828,11.8
2829,11.3
2830,11.4
2831,10.7
2832,7.4
2833,7.3
2834,7.7
2835,7.5
2836,5.8
2837,6.7
2838,6.5
2839,7.8
2840,8.7
2841,10.2
2842,8.1
2843,7.6
2844,8.0
2845,11.4
2846,12.3
2847,11.8
2848,12.0
2849,12.1
2850,12.0
2851,11.3
2852,10.5
2853,10.9
2854,9.5
2855,9.7
2856,9.9
2857,8.3
2858,8.6
2859,8.8
2860,8.0
2861,8.1
2862,7.9
2863,8.2
2864,9.1
2865,9.4
2866,10.3
2867,9.9
2868,10.8
2869,11.4
2870,11.7
2871,12.1
2872,12.5
2873,11.6
2874,11.6
2875,11.4
2876,11.9
2877,11.3
2878,11.1
2879,10.8
2880,8.8
2881,8.3
2882,6.0
2883,6.3
2884,5.4
2885,5.1
2886,5.2
2887,9.6
2888,12.1
2889,13.9
2890,15.2
2891,16.3
2892,16.9
2893,18.1
2894,18.4
2895,19.2
2896,19.6
2897,19.5
2898,19.1
2899,17.6
2900,16.6
2901,14.9
2902,14.5
2903,14.3
2904,13.4
2905,12.7
2906,12.3
2907,11.8
2908,11.7
2909,11.8
2910,12.0
2911,13.2
2912,16.1
2913,17.4
2914,18.9
2915,20.4
2916,22.2
2917,23.3
2918,23.9
2919,24.3
2920,24.2
2921,24.0
2922,23.8
2923,23.1
2924,21.0
2925,19.5
2926,18.8
2927,17.4
2928,18.8
2929,18.3
2930,17.0
2931,15.2
2932,15.5
2933,15.1
2934,15.0
2935,15.8
2936,17.5
2937,19.5
2938,21.1
2939,22.7
2940,24.6
2941,24.1
2942,24.8
2943,24.2
2944,20.1
2945,15.3
2946,14.5
2947,14.2
2948,12.5
2949,10.7
2950,9.6
2951,9.6
2952,9.6
2953,9.6
2954,9.0
2955,8.6
2956,8.9
2957,9.1
2958,9.2
2959,9.3
2960,10.4
2961,11.5
2962,12.3
2963,13.6
2964,15.5
2965,15.5
2966,16.6
2967,16.5
2968,16.8
2969,16.5
2970,16.7
2971,15.5
2972,13.9
2973,12.9
2974,12.3
2975,11.6
2976,12.1
2977,12.2
2978,12.4
2979,12.3
2980,12.1
2981,12.5
2982,12.5
2983,12.9
2984,13.6
2985,14.3
2986,14.8
2987,15.9
2988,18.0
2989,18.6
2990,19.1
2991,20.2
2992,20.4
2993,17.6
2994,16.3
2995,14.5
2996,12.0
2997,10.7
2998,10.2
2999,9.5
3000,9.1
3001,8.0
3002,7.3
3003,7.6
3004,7.9
3005,8.9
3006,9.2
3007,10.1
3008,11.2
3009,13.3
3010,13.4
3011,14.4
3012,13.4
3013,13.2
3014,15.6
3015,16.5
3016,16.9
3017,17.0
3018,17.8
3019,16.4
3020,15.1
3021,13.9
3022,13.8
3023,13.0
3024,13.5
3025,13.6
3026,13.3
3027,12.7
3028,11.9
3029,12.1
3030,11.4
3031,11.6
3032,12.5
3033,12.3
3034,13.9
3035,14.9
3036,15.2
3037,15.7
3038,15.5
3039,15.9
3040,15.7
3041,16.6
3042,15.6
3043,10.3
3044,10.0
3045,9.2
3046,9.8
3047,9.4
3048,9.6
3049,8.9
3050,8.3
3051,7.7
3052,7.3
3053,6.9
3054,7.1
3055,8.8
3056,10.2
3057,11.4
3058,11.7
3059,11.3
3060,12.6
3061,13.0
3062,11.7
3063,12.9
3064,13.1
3065,10.1
3066,12.5
3067,12.5
3068,11.3
3069,10.1
3070,10.2
3071,11.2
3072,10.4
3073,10.2
3074,10.0
3075,9.2
3076,9.3
3077,8.9
3078,9.1
3079,9.5
3080,10.2
3081,10.7
3082,11.8
3083,12.6
3084,13.9
3085,14.2
3086,13.9
3087,13.1
3088,12.5
3089,12.5
3090,11.9
3091,12.1
3092,12.1
3093,11.9
3094,11.9
3095,11.9
3096,11.9
3097,11.7
3098,11.8
3099,11.9
3100,12.0
3101,12.3
3102,12.7
3103,13.0
3104,13.2
3105,13.3
3106,13.5
3107,14.3
3108,15.1
3109,15.3
3110,15.4
3111,15.7
3112,15.0
3113,14.9
3114,15.1
3115,15.2
3116,14.7
3117,13.9
3118,12.8
3119,11.9
3120,11.7
3121,10.6
3122,10.4
3123,10.1
3124,9.7
3125,10.1
3126,10.3
3127,11.0
3128,11.0
3129,11.5
3130,11.5
3131,12.9
3132,13.3
3133,13.9
3134,13.7
3135,14.7
3136,14.5
3137,13.8
3138,13.4
3139,13.1
3140,12.3
3141,11.8
3142,10.9
3143,10.4
3144,9.0
3145,9.0
3146,9.0
3147,9.0
3148,9.4
3149,10.1
3150,10.6
3151,11.4
3152,11.9
3153,13.0
3154,14.4
3155,17.1
3156,18.1
3157,19.8
3158,19.8
3159,21.4
3160,21.5
3161,21.5
3162,19.1
3163,15.3
3164,14.0
3165,13.0
3166,12.0
3167,11.1
3168,12.4
3169,12.5
3170,12.4
3171,11.7
3172,11.8
3173,12.0
3174,11.9
3175,12.0
3176,11.3
3177,11.2
3178,11.3
3179,12.3
3180,14.0
3181,15.5
3182,15.5
3183,15.4
3184,15.6
3185,15.8
3186,15.0
3187,14.0
3188,13.4
3189,12.5
3190,12.0
3191,9.7
3192,10.1
3193,10.7
3194,10.6
3195,10.5
3196,10.7
3197,10.4
3198,10.2
3199,10.3
3200,10.1
3201,10.9
3202,12.4
3203,12.8
3204,14.0
3205,14.6
3206,14.3
3207,14.3
3208,15.7
3209,13.3
3210,14.5
3211,14.9
3212,13.4
3213,12.4
3214,11.9
3215,11.9
3216,11.6
3217,11.6
3218,11.0
3219,10.5
3220,10.4
3221,10.9
3222,11.0
3223,10.1
3224,10.6
3225,10.7
3226,11.1
3227,8.7
3228,8.6
3229,8.9
3230,11.5
3231,11.3
3232,12.2
3233,12.3
3234,11.5
3235,11.5
3236,10.7
3237,9.5
3238,9.1
3239,8.8
3240,8.5
3241,7.8
3242,7.9
3243,7.0
3244,6.2
3245,5.9
3246,6.6
3247,8.4
3248,10.3
3249,11.3
3250,12.1
3251,13.5
3252,14.5
3253,14.5
3254,15.2
3255,14.8
3256,14.0
3257,15.2
3258,14.6
3259,13.3
3260,12.0
3261,10.3
3262,9.4
3263,8.6
3264,6.8
3265,6.2
3266,5.1
3267,5.4
3268,5.1
3269,4.2
3270,6.6
3271,9.0
3272,11.3
3273,14.4
3274,16.7
3275,17.6
3276,18.1
3277,19.0
3278,19.4
3279,19.8
3280,20.0
3281,19.8
3282,19.4
3283,18.3
3284,17.5
3285,16.9
3286,16.2
3287,16.3
3288,15.0
3289,15.3
3290,15.1
3291,15.0
3292,14.8
3293,14.3
3294,15.0
3295,15.9
3296,16.2
3297,15.1
3298,14.9
3299,15.8
3300,16.8
3301,17.0
3302,17.2
3303,17.8
3304,18.2
3305,17.2
3306,16.1
3307,14.9
3308,13.8
3309,12.5
3310,11.2
3311,10.1
3312,9.2
3313,8.9
3314,8.2
3315,6.8
3316,7.3
3317,6.5
3318,7.8
3319,10.2
3320,12.2
3321,14.0
3322,16.0
3323,16.5
3324,17.8
3325,18.5
3326,18.9
3327,19.3
3328,19.8
3329,19.9
3330,20.1
3331,19.7
3332,17.7
3333,16.1
3334,14.6
3335,13.2
3336,12.2
3337,11.4
3338,11.4
3339,10.8
3340,10.5
3341,10.2
3342,12.1
3343,14.8
3344,16.5
3345,19.5
3346,20.7
3347,22.2
3348,22.2
3349,23.4
3350,23.6
3351,24.4
3352,24.1
3353,23.9
3354,23.5
3355,22.9
3356,22.2
3357,21.0
3358,21.0
3359,18.6
3360,17.5
3361,17.0
3362,16.9
3363,15.5
3364,13.7
3365,13.0
3366,12.8
3367,12.5
3368,12.6
3369,14.3
3370,14.8
3371,16.7
3372,18.1
3373,18.8
3374,19.5
3375,20.2
3376,20.1
3377,18.8
3378,16.7
3379,15.7
3380,15.3
3381,14.6
3382,13.3
3383,12.9
3384,12.7
3385,11.1
3386,10.0
3387,9.7
3388,8.9
3389,8.9
3390,9.8
3391,10.4
3392,11.8
3393,12.7
3394,13.4
3395,14.4
3396,14.1
3397,15.0
3398,15.2
3399,16.9
3400,16.4
3401,16.8
3402,16.5
3403,15.3
3404,14.1
3405,13.0
3406,12.5
3407,12.2
3408,11.6
3409,10.9
3410,10.9
3411,11.0
3412,11.2
3413,11.2
3414,11.4
3415,12.5
3416,14.3
3417,15.5
3418,15.8
3419,16.1
3420,14.3
3421,12.7
3422,13.3
3423,13.4
3424,13.7
3425,13.9
3426,14.8
3427,13.9
3428,13.6
3429,12.4
3430,11.5
3431,10.2
3432,11.0
3433,11.1
3434,11.7
3435,10.9
3436,10.9
3437,10.9
3438,10.9
3439,11.1
3440,11.3
3441,11.7
3442,13.5
3443,14.9
3444,14.6
3445,15.0
3446,15.4
3447,14.7
3448,15.0
3449,14.8
3450,15.2
3451,14.1
3452,13.3
3453,12.0
3454,10.7
3455,10.9
3456,10.1
3457,9.9
3458,9.2
3459,9.6
3460,9.5
3461,8.3
3462,9.5
3463,11.4
3464,13.0
3465,14.6
3466,15.6
3467,17.4
3468,17.8
3469,19.1
3470,20.0
3471,21.1
3472,21.0
3473,21.5
3474,20.1
3475,18.2
3476,16.9
3477,15.4
3478,13.0
3479,11.2
3480,10.2
3481,10.3
3482,11.0
3483,11.0
3484,10.1
3485,8.7
3486,11.5
3487,14.0
3488,16.8
3489,18.2
3490,19.6
3491,21.4
3492,21.2
3493,21.8
3494,22.2
3495,22.0
3496,22.0
3497,20.5
3498,19.8
3499,18.2
3500,16.3
3501,14.1
3502,12.0
3503,11.6
3504,12.0
3505,11.4
3506,11.9
3507,12.7
3508,12.3
3509,12.1
3510,12.2
3511,12.5
3512,12.2
3513,13.0
3514,14.0
3515,15.9
3516,16.7
3517,17.1
3518,18.0
3519,17.0
3520,18.0
3521,17.7
3522,16.2
3523,15.6
3524,13.9
3525,13.3
3526,12.7
3527,11.6
3528,10.5
3529,9.5
3530,8.8
3531,8.3
3532,7.0
3533,5.3
3534,8.3
3535,10.7
3536,12.3
3537,13.3
3538,13.9
3539,14.6
3540,14.7
3541,15.1
3542,14.4
3543,13.0
3544,10.8
3545,13.5
3546,13.6
3547,12.8
3548,11.3
3549,9.3
3550,7.9
3551,7.1
3552,7.2
3553,7.0
3554,7.1
3555,7.5
3556,7.5
3557,7.7
3558,9.3
3559,10.4
3560,11.0
3561,12.6
3562,13.6
3563,10.3
3564,12.1
3565,12.1
3566,14.1
3567,13.1
3568,13.7
3569,13.6
3570,13.3
3571,12.1
3572,10.8
3573,9.8
3574,8.6
3575,7.7
3576,5.8
3577,6.2
3578,6.0
3579,6.0
3580,6.1
3581,5.2
3582,8.4
3583,9.3
3584,9.2
3585,11.4
3586,10.2
3587,11.1
3588,11.7
3589,12.9
3590,13.4
3591,13.1
3592,13.1
3593,13.7
3594,13.6
3595,13.3
3596,11.8
3597,9.7
3598,7.9
3599,7.5
3600,5.0
3601,4.5
3602,3.7
3603,2.8
3604,2.0
3605,1.6
3606,4.2
3607,8.9
3608,10.1
3609,12.0
3610,13.2
3611,14.1
3612,14.7
3613,15.1
3614,15.7
3615,15.9
3616,15.4
3617,14.9
3618,14.7
3619,14.6
3620,13.3
3621,12.4
3622,12.1
3623,11.0
3624,10.2
3625,10.2
3626,11.1
3627,11.4
3628,11.6
3629,11.6
3630,12.4
3631,13.5
3632,13.9
3633,14.4
3634,14.4
3635,17.1
3636,17.8
3637,18.6
3638,19.0
3639,18.5
3640,17.8
3641,17.3
3642,17.4
3643,16.9
3644,16.7
3645,15.8
3646,14.9
3647,14.4
3648,13.5
3649,12.5
3650,12.1
3651,11.5
3652,13.0
3653,12.6
3654,13.5
3655,15.1
3656,16.8
3657,17.7
3658,19.3
3659,19.2
3660,19.8
3661,20.9
3662,20.4
3663,21.5
3664,20.9
3665,20.8
3666,18.8
3667,17.5
3668,16.3
3669,14.7
3670,14.0
3671,13.4
3672,12.7
3673,11.6
3674,11.5
3675,11.0
3676,10.8
3677,10.3
3678,12.0
3679,14.3
3680,16.3
3681,18.1
3682,19.6
3683,20.8
3684,22.8
3685,23.8
3686,24.7
3687,24.3
3688,23.6
3689,23.4
3690,20.0
3691,19.9
3692,19.0
3693,18.4
3694,17.8
3695,17.8
3696,17.6
3697,17.5
3698,17.4
3699,17.3
3700,17.1
3701,17.3
3702,17.5
3703,17.2
3704,16.4
3705,16.7
3706,17.9
3707,19.1
3708,18.9
3709,20.2
3710,20.0
3711,21.2
3712,20.1
3713,20.1
3714,18.2
3715,16.8
3716,15.8
3717,13.9
3718,12.0
3719,10.2
3720,9.6
3721,8.8
3722,8.6
3723,8.1
3724,7.3
3725,8.3
3726,10.1
3727,11.7
3728,14.8
3729,15.7
3730,15.7
3731,15.1
3732,14.6
3733,14.2
3734,13.4
3735,13.6
3736,13.6
3737,13.0
3738,13.1
3739,13.1
3740,12.9
3741,12.0
3742,12.0
3743,11.8
3744,11.8
3745,11.7
3746,11.7
3747,11.7
3748,11.5
3749,11.5
3750,11.2
3751,11.1
3752,11.5
3753,11.7
3754,11.8
3755,12.9
3756,13.5
3757,13.9
3758,15.2
3759,16.3
3760,16.2
3761,15.4
3762,14.5
3763,14.2
3764,13.9
3765,13.0
3766,12.7
3767,10.2
3768,10.5
3769,11.6
3770,11.5
3771,10.8
3772,11.0
3773,11.7
3774,12.2
3775,12.3
3776,12.5
3777,12.9
3778,13.1
3779,14.1
3780,13.8
3781,15.0
3782,15.2
3783,15.7
3784,14.8
3785,15.5
3786,15.6
3787,14.8
3788,13.2
3789,11.1
3790,8.9
3791,7.4
3792,6.7
3793,6.3
3794,6.4
3795,6.3
3796,5.7
3797,5.6
3798,8.2
3799,11.7
3800,13.5
3801,15.2
3802,16.8
3803,17.5
3804,18.5
3805,19.2
3806,20.4
3807,20.8
3808,21.7
3809,21.9
3810,21.6
3811,21.1
3812,19.9
3813,18.4
3814,16.9
3815,16.1
3816,15.0
3817,14.6
3818,14.1
3819,14.2
3820,14.0
3821,13.8
3822,15.6
3823,17.0
3824,18.6
3825,20.7
3826,22.4
3827,23.8
3828,25.1
3829,26.3
3830,27.5
3831,28.0
3832,29.1
3833,28.9
3834,28.8
3835,28.1
3836,23.0
3837,20.7
3838,18.3
3839,17.6
3840,17.6
3841,16.5
3842,15.8
3843,16.2
3844,16.1
3845,15.3
3846,15.5
3847,15.9
3848,16.5
3849,17.0
3850,18.3
3851,19.4
3852,19.3
3853,19.4
3854,19.4
3855,19.9
3856,19.8
3857,19.8
3858,18.5
3859,17.5
3860,16.5
3861,15.0
3862,13.2
3863,12.2
3864,12.0
3865,10.9
3866,11.6
3867,10.4
3868,9.1
3869,8.3
3870,11.0
3871,13.5
3872,14.4
3873,15.8
3874,16.8
3875,17.0
3876,17.5
3877,19.0
3878,18.7
3879,18.0
3880,18.7
3881,17.9
3882,17.9
3883,17.1
3884,16.2
3885,15.0
3886,12.8
3887,11.4
3888,13.0
3889,13.1
3890,12.7
3891,12.0
3892,11.4
3893,11.1
3894,12.4
3895,13.6
3896,14.5
3897,16.8
3898,15.6
3899,16.8
3900,16.7
3901,16.9
3902,18.5
3903,19.7
3904,20.5
3905,19.8
3906,20.9
3907,20.4
3908,19.2
3909,17.6
3910,16.5
3911,15.6
3912,15.2
3913,15.2
3914,14.8
3915,14.2
3916,14.7
3917,14.8
3918,15.1
3919,15.6
3920,16.0
3921,15.8
3922,15.6
3923,17.1
3924,18.1
3925,18.2
3926,17.6
3927,17.5
3928,18.4
3929,19.0
3930,19.2
3931,19.6
3932,18.7
3933,17.8
3934,17.1
3935,17.1
3936,16.9
3937,16.4
3938,15.9
3939,15.6
3940,15.3
3941,15.3
3942,15.3
3943,15.6
3944,16.4
3945,18.4
3946,19.3
3947,19.0
3948,19.8
3949,18.7
3950,19.0
3951,18.0
3952,18.8
3953,19.1
3954,19.5
3955,19.1
3956,17.8
3957,16.3
3958,15.7
3959,15.3
3960,15.2
3961,15.2
3962,15.1
3963,15.2
3964,15.1
3965,14.1
3966,13.9
3967,14.5
3968,15.0
3969,15.7
3970,16.7
3971,17.5
3972,16.8
3973,17.8
3974,18.3
3975,17.9
3976,18.7
3977,19.0
3978,16.5
3979,16.1
3980,14.9
3981,13.3
3982,12.4
3983,10.0
3984,9.5
3985,8.9
3986,8.5
3987,8.2
3988,7.1
3989,7.6
3990,9.6
3991,11.7
3992,13.3
3993,14.6
3994,15.2
3995,15.1
3996,16.4
3997,17.9
3998,17.8
3999,18.0
4000,17.6
4001,17.6
4002,16.6
4003,15.8
4004,14.7
4005,13.3
4006,10.9
4007,11.0
4008,10.6
4009,8.4
4010,7.6
4011,6.4
4012,7.0
4013,6.1
4014,9.2
4015,11.5
4016,13.1
4017,14.7
4018,15.7
4019,16.6
4020,17.7
4021,18.3
4022,19.6
4023,20.3
4024,20.4
4025,20.7
4026,20.8
4027,20.4
4028,19.4
4029,16.6
4030,14.5
4031,13.7
4032,13.8
4033,13.7
4034,12.7
4035,11.6
4036,9.6
4037,9.3
4038,13.1
4039,16.3
4040,20.0
4041,23.0
4042,24.1
4043,24.3
4044,25.5
4045,26.2
4046,27.0
4047,27.8
4048,27.7
4049,28.2
4050,28.0
4051,27.6
4052,25.1
4053,21.6
4054,20.3
4055,19.7
4056,18.0
4057,20.3
4058,20.4
4059,19.4
4060,18.4
4061,17.5
4062,18.9
4063,20.7
4064,23.1
4065,25.1
4066,27.3
4067,29.2
4068,30.1
4069,31.2
4070,32.4
4071,33.0
4072,33.1
4073,33.0
4074,31.9
4075,31.0
4076,28.7
4077,25.7
4078,22.7
4079,21.7
4080,21.6
4081,20.2
4082,19.3
4083,19.3
4084,18.3
4085,17.8
4086,21.1
4087,23.4
4088,24.8
4089,26.5
