Hour,T
3206,28.1
3207,28.8
3208,29.2
3209,29.3
3210,28.8
3211,27.9
3212,26
3213,23.7
3214,21.3
3215,20.5
3216,18.1
3217,17.3
3218,16.9
3219,14.5
3220,14.9
3221,12.9
3222,14.7
3223,17.1
3224,21.4
3225,23.4
3226,25.1
3227,26.4
3228,27.8
3229,26.8
3230,26
3231,25.1
3232,23.2
3233,20.1
3234,19.8
3235,18.9
3236,17.8
3237,16.6
3238,15.6
3239,14.8
3240,14
3241,13.3
3242,12.9
3243,12.6
3244,11.9
3245,12.1
3246,12.7
3247,14
3248,14.8
3249,16.4
3250,17.1
3251,17.1
3252,18
3253,18.2
3254,17.4
3255,17.5
3256,16.2
3257,16.1
3258,14.9
3259,13.6
3260,12.4
3261,10.9
3262,10
3263,9.1
3264,9.2
3265,9.5
3266,9.6
3267,9.4
3268,9
3269,8.8
3270,8.7
3271,9.2
3272,10.7
3273,11.7
3274,12.8
3275,13.9
3276,14.1
3277,15.1
3278,15.7
3279,16.5
3280,16.1
3281,16.2
3282,15.2
3283,14.3
3284,13.4
3285,12.5
3286,11.6
3287,10.7
3288,10
3289,9.2
3290,8.3
3291,8.4
3292,8.3
3293,7.7
3294,8.5
3295,9.8
3296,12.9
3297,15.6
3298,17.7
3299,19.1
3300,20.3
3301,21.2
3302,21.5
3303,22.2
3304,22.7
3305,22.9
3306,22.3
3307,21.5
3308,20.4
3309,18.9
3310,17.5
3311,16.2
3312,15.5
3313,14.3
3314,13
3315,12.4
3316,11.5
3317,11.6
3318,12.3
3319,14.6
3320,16.6
3321,18.1
3322,19.2
3323,20.8
3324,21.8
3325,22.6
3326,23.3
3327,24
3328,24
3329,24.2
3330,23.4
3331,22.7
3332,21.2
3333,19.3
3334,18.4
3335,17
3336,15.5
3337,14.5
3338,13.5
3339,12.2
3340,11.4
3341,10.7
3342,13
3343,15.8
3344,18
3345,19.6
3346,21.3
3347,21.8
3348,22
3349,22.6
3350,23.6
3351,24.3
3352,25
3353,24.7
3354,24.2
3355,23.5
3356,21.9
3357,19.9
3358,19.3
3359,17.7
3360,16.6
3361,15.4
3362,14.5
3363,13.7
3364,13.7
3365,12.7
3366,13.9
3367,17.5
3368,18.8
3369,20.6
3370,21.4
3371,22.2
3372,22.8
3373,23.4
3374,24.1
3375,24.3
3376,24.6
3377,24.5
3378,24.2
3379,23.3
3380,20.6
3381,16.9
3382,14.7
3383,14.9
3384,13
3385,11.6
3386,11.5
3387,10.5
3388,10.1
3389,10.6
3390,11.6
3391,16.8
3392,19
3393,22.6
3394,24.1
3395,25.6
3396,26.5
3397,26.8
3398,26.7
3399,26.2
3400,25.9
3401,25.8
3402,25.7
3403,25
3404,23.2
3405,21.6
3406,20.2
3407,18.6
3408,15.2
3409,13.9
3410,11.9
3411,13
3412,14.1
3413,13.7
3414,15.2
3415,16.9
3416,20.7
3417,22.7
3418,24.9
3419,26.3
3420,27.3
3421,27.1
3422,26.9
3423,27.2
3424,27.4
3425,26.4
3426,26.2
3427,25.1
3428,23.5
3429,20.8
3430,20.8
3431,20.8
3432,20.3
3433,19
3434,17.7
3435,16.3
3436,15.6
3437,14.4
3438,16.2
3439,18.2
3440,20.4
3441,21.7
3442,23.8
3443,24.6
3444,25.9
3445,26.6
3446,27
3447,27.2
3448,26.7
3449,26.3
3450,25.8
3451,24.7
3452,22.1
3453,19.4
3454,18
3455,20.5
3456,18.7
3457,18.5
3458,18
3459,17.4
3460,16.1
3461,15.9
3462,16.2
3463,18.1
3464,20.5
3465,22.4
3466,24.1
3467,25.3
3468,26.3
3469,27
3470,26.8
3471,27.7
3472,27.2
3473,27.7
3474,26.3
3475,23.4
3476,22.9
3477,22.2
3478,20.8
3479,19.1
3480,16.6
3481,15
3482,15
3483,14.7
3484,14.7
3485,13.7
3486,13.9
3487,14.5
3488,15.9
3489,18.7
3490,21
3491,22.6
3492,23.6
3493,24.1
3494,24.1
3495,23.7
3496,24.3
3497,23.4
3498,23
3499,22.1
3500,21
3501,19.9
3502,18.8
3503,18.2
3504,17.3
3505,16.8
3506,16.6
3507,16.2
3508,15.2
3509,14.7
3510,14.7
3511,15.9
3512,16.4
3513,17.2
3514,18.4
3515,20.4
3516,21.8
3517,21.2
3518,23.6
3519,23.9
3520,24.2
3521,23.4
3522,23.1
3523,22.4
3524,21.4
3525,20.4
3526,19.4
3527,18.2
3528,17.6
3529,17.4
3530,16
3531,15.3
3532,14.9
3533,14.6
3534,15.6
3535,16.6
3536,19.5
3537,20.6
3538,22.8
3539,23.7
3540,25.3
3541,25.2
3542,26.5
3543,26.6
3544,26.4
3545,26.3
3546,26
3547,25
3548,23.8
3549,22.1
3550,21.1
3551,19.9
3552,18.6
3553,18
3554,16.7
3555,15.6
3556,14.9
3557,14.1
3558,14.5
3559,16.1
3560,19
3561,20.2
3562,21.1
3563,22.6
3564,23.3
3565,23.7
3566,24.2
3567,24.3
3568,24.3
3569,23.5
3570,21.7
3571,20.7
3572,19.2
3573,18.9
3574,16.6
3575,16.1
3576,16.4
3577,15.8
3578,15.3
3579,15.3
3580,14.9
3581,13.7
3582,14.5
3583,16.6
3584,18.1
3585,19.2
3586,20.9
3587,21.9
3588,23.5
3589,24.2
3590,21.9
3591,22.2
3592,21.7
3593,20.6
3594,19.3
3595,19.1
3596,17.7
3597,16.7
3598,16.1
3599,15.7
3600,15.8
3601,16.1
3602,15.7
3603,14.4
3604,14
3605,14.1
3606,14.5
3607,16.5
3608,18
3609,19.5
3610,21.2
3611,23.3
3612,24
3613,24.4
3614,22.9
3615,21.8
3616,21.9
3617,22.3
3618,21.7
3619,20.9
3620,19.2
3621,17.3
3622,15.1
3623,13.9
3624,12.2
3625,11.4
3626,10.5
3627,8.8
3628,7.6
3629,7.3
3630,10
3631,12.6
3632,13.4
3633,13.7
3634,14.8
3635,15.3
3636,15.7
3637,16.3
3638,16.4
3639,17.8
3640,18.9
3641,18.3
3642,18.3
3643,17.7
3644,17.1
3645,16.3
3646,16
3647,16
3648,15.5
3649,14.6
3650,13.4
3651,13.5
3652,14.1
3653,14.3
3654,14.4
3655,14.5
3656,14.8
3657,15.2
3658,15.1
3659,15.1
3660,15.7
3661,16.4
3662,16.7
3663,16.7
3664,17.4
3665,18.6
3666,19.3
3667,18.3
3668,17.6
3669,15.9
3670,15
3671,14.9
3672,13.7
3673,13.5
3674,14.1
3675,13.6
3676,14
3677,14.3
3678,15.6
3679,17.4
3680,18.2
3681,20.5
3682,21.1
3683,22.3
3684,23.9
3685,25.3
3686,24.8
3687,22.5
3688,17.7
3689,15.9
3690,14.4
3691,14.2
3692,14.3
3693,14.1
3694,14.5
3695,14.3
3696,14
3697,13.7
3698,12.9
3699,12.1
3700,12.3
3701,12.5
3702,12.3
3703,12.2
3704,12.1
3705,12.4
3706,15.7
3707,14.6
3708,15
3709,14.5
3710,15.9
3711,17.1
3712,18.4
3713,17.1
3714,16.5
3715,15.7
3716,14.9
3717,14.6
3718,14
3719,13.2
3720,13.1
3721,13.3
3722,13.4
3723,13.6
3724,12.8
3725,12.9
3726,13.1
3727,13.3
3728,13.6
3729,14
3730,14.6
3731,14.5
3732,15.4
3733,15.8
3734,15.6
3735,16.5
3736,16.4
3737,16
3738,15.6
3739,14.9
3740,14.3
3741,13.7
3742,13.3
3743,13.1
3744,12.9
3745,12.7
3746,12.2
3747,11.9
3748,11.7
3749,11.6
3750,11.5
3751,11.6
3752,12
3753,11.8
3754,12.5
3755,13.6
3756,13.8
3757,12.6
3758,13
3759,13.9
3760,13.2
3761,12.6
3762,12.2
3763,11.7
3764,10.9
3765,10.5
3766,9.4
3767,9.3
3768,8.7
3769,9.1
3770,8.9
3771,9
3772,9.1
3773,8.9
3774,9.8
3775,9.7
3776,11.7
3777,12.2
3778,11.6
3779,12
3780,12.2
3781,12.8
3782,12.5
3783,13.3
3784,13.5
3785,12.4
3786,12
3787,11.8
3788,11
3789,9.7
3790,9.2
3791,9.2
3792,9
3793,7.3
3794,7.3
3795,6.5
3796,5.5
3797,5.1
3798,7.8
3799,10.6
3800,11.6
3801,12.4
3802,13.8
3803,14.2
3804,14.3
3805,15
3806,15.8
3807,16.3
3808,16.3
3809,16.2
3810,15.9
3811,14.9
3812,13.8
3813,12.3
3814,10.6
3815,9.4
3816,8.9
3817,6.6
3818,7.1
3819,6.3
3820,4.8
3821,4.7
3822,8.2
3823,11.2
3824,12.8
3825,14.4
3826,15.6
3827,16
3828,16.9
3829,18.1
3830,17.6
3831,18.1
3832,18.3
3833,18.4
3834,17.9
3835,17.2
3836,16
3837,13.3
3838,12.2
3839,10.9
3840,10.3
3841,9.9
3842,7.8
3843,7.4
3844,6.6
3845,6.3
3846,9.4
3847,13.6
3848,15.5
3849,16
3850,17.3
3851,17.3
3852,18.7
3853,19.3
3854,16
3855,14.8
3856,14
3857,14.5
3858,12.8
3859,12.8
3860,11.8
3861,11.6
3862,11.4
3863,11.1
3864,10.5
3865,10
3866,9.8
3867,10
3868,9.2
3869,8.2
3870,9.6
3871,10.2
3872,11.4
3873,12.4
3874,13.6
3875,13.8
3876,14.2
3877,13.8
3878,13.8
3879,13.3
3880,12.2
3881,13.9
3882,12.3
3883,12
3884,10.6
3885,10.3
3886,9.9
3887,9.4
3888,9.2
3889,7.8
3890,6.9
3891,7.4
3892,8.3
3893,8.8
3894,8.5
3895,10.7
3896,11.5
3897,12.1
3898,12
3899,13.8
3900,15
3901,15.1
3902,15.8
3903,15.4
3904,15
3905,12.5
3906,12.3
3907,13.8
3908,13.2
3909,11.9
3910,11.5
3911,11.1
3912,10.8
3913,10.3
3914,9.9
3915,9.8
3916,10
3917,10.1
3918,10.9
3919,9.2
3920,9.8
3921,10.8
3922,11.4
3923,14
3924,14.4
3925,14.8
3926,14.3
3927,14.3
3928,16.3
3929,16.5
3930,15.6
3931,15.7
3932,13.9
3933,11
3934,9.2
3935,8.6
3936,7.6
3937,7.5
3938,6.5
3939,5.7
3940,5.3
3941,6.4
3942,9.6
3943,12.7
3944,14.7
3945,15.9
3946,17.4
3947,18.3
3948,19.1
3949,19.7
3950,20.2
3951,20.5
3952,20.8
3953,20.4
3954,18.9
3955,18.5
3956,16.5
3957,14.3
3958,11.2
3959,9.7
3960,9.4
3961,8.3
3962,7.5
3963,7
3964,7.5
3965,7.7
3966,11.5
3967,14.4
3968,16.5
3969,18.2
3970,19.7
3971,21.2
3972,22.2
3973,23
3974,22.8
3975,24.1
3976,23.1
3977,18.3
3978,16.7
3979,16.3
3980,16.2
3981,15.6
3982,15.1
3983,15.6
3984,15.1
3985,15.3
3986,14.7
3987,14.5
3988,14.1
3989,13
3990,14.7
3991,15.6
3992,15.6
3993,17.3
3994,18.7
3995,18.5
3996,19.9
3997,21.3
3998,22
3999,22.4
4000,20.7
4001,20.2
4002,19.5
4003,19.4
4004,19
4005,17.9
4006,17.8
4007,17.9
4008,18.4
4009,17.7
4010,17.6
4011,17.7
4012,17.6
4013,17.5
4014,17.4
4015,17.7
4016,18.1
4017,18.4
4018,19.7
4019,20.6
4020,20.6
4021,21.5
4022,20.8
4023,20.4
4024,19.3
4025,19.9
4026,19.5
4027,20.1
4028,19.4
4029,18.6
4030,18.4
4031,17.7
4032,17.5
4033,17.3
4034,16.9
4035,16.2
4036,14.8
4037,14.6
4038,14.5
4039,15.4
4040,17.9
4041,19.1
4042,21.5
4043,22.3
4044,22.9
4045,24.2
4046,24.6
4047,25.3
4048,25.7
4049,25.3
4050,24.8
4051,23.9
4052,22.9
4053,20.8
4054,18.2
4055,17.1
4056,16.1
4057,15.3
4058,15
4059,13.6
4060,13.5
4061,13.5
4062,16
4063,18.3
4064,20.2
4065,21.8
4066,24
4067,26
4068,26.3
4069,28.2
4070,28.5
4071,29
4072,29.2
4073,29.5
4074,29
4075,28.4
4076,26.4
4077,23.4
4078,21
4079,20.4
4080,19.1
4081,18.5
4082,16.4
4083,16.4
4084,17.4
4085,18.3
4086,19.9
4087,21.7
4088,24.2
4089,26.8
4090,27.8
4091,29.4
4092,30.8
4093,31
4094,31.9
4095,32.2
4096,32.7
4097,32.6
4098,31.9
4099,31.4
4100,26.1
4101,23.5
4102,21.6
4103,21.1
4104,20.1
4105,20.6
4106,19.2
4107,18.5
4108,18.5
4109,17.9
4110,17.5
4111,18
4112,19.6
4113,21.1
4114,21
4115,22.7
4116,23.8
4117,24.1
4118,24.9
4119,24.8
4120,25.1
4121,24.6
4122,23.8
4123,22.4
4124,20.5
4125,19
4126,16.8
4127,15.8
4128,14.7
4129,14
4130,13.3
4131,12.7
4132,11.9
4133,12.1
4134,13.3
4135,17.5
4136,19.5
4137,20.8
4138,21.5
4139,22.7
4140,22.7
4141,23.4
4142,23.6
4143,24.5
4144,25.1
4145,24.8
4146,24.4
4147,24.3
4148,22.9
4149,21.2
4150,19.5
4151,17.3
4152,15.8
4153,15.5
4154,16.3
4155,15.5
4156,15
4157,14.9
4158,18.2
4159,20.7
4160,22.9
4161,24.5
4162,25.6
4163,26.8
4164,27.1
4165,28
4166,28.7
4167,29
4168,29.8
4169,29.4
4170,29.2
4171,28.6
4172,26.8
4173,23.6
4174,23.4
4175,20.3
4176,19.9
4177,19.6
4178,18.8
4179,18
4180,17.9
4181,17.3
4182,19.4
4183,23.3
4184,25.7
4185,28.3
4186,29.5
4187,29.7
4188,30.7
4189,30.5
4190,31.2
4191,31.5
4192,32.2
4193,31.7
4194,30.7
4195,28.7
4196,27.6
4197,23.9
4198,22.5
4199,22.7
4200,21.1
4201,20.5
4202,21
4203,20
4204,19.6
4205,19.9
4206,19.9
4207,20.1
4208,20.7
4209,20.3
4210,20.6
4211,20.3
4212,19.3
4213,19.5
4214,19.6
4215,20.3
4216,19.7
4217,19.4
4218,19
4219,18
4220,17.1
4221,16.2
4222,15.2
4223,14.3
4224,13.3
4225,12.6
4226,12.1
4227,12.3
4228,12.1
4229,12.6
4230,12.8
4231,14
4232,14.6
4233,16.5
4234,17.5
4235,18.9
4236,20.1
4237,21.2
4238,21.6
4239,22.4
4240,22.7
4241,22.5
4242,21.2
4243,20.6
4244,19.2
4245,17.9
4246,16.6
4247,15.3
4248,14.1
4249,13.3
4250,12.6
4251,12.1
4252,11.6
4253,11.3
4254,12.5
4255,14.4
4256,16.1
4257,18.3
4258,19.5
4259,20.9
4260,21.8
4261,22.8
4262,22.7
4263,22
4264,21.8
4265,21.8
4266,21.5
4267,20.7
4268,18.9
4269,17.4
4270,16.3
4271,15.4
4272,14.3
4273,13.3
4274,12.4
4275,11.7
4276,9.9
4277,9.7
4278,12.6
4279,15.3
4280,17.1
4281,19.1
4282,18.9
4283,20.9
4284,22.2
4285,22.5
4286,23.6
4287,24.8
4288,24.8
4289,24.9
4290,24
4291,23.2
4292,22.1
4293,20.5
4294,19.3
4295,17.8
4296,16.7
4297,15.8
4298,15.3
4299,15.4
4300,15.2
4301,14.3
4302,14.2
4303,14.5
4304,15.9
4305,17
4306,17
4307,17.9
4308,21.7
4309,23.6
4310,25.1
4311,24.6
4312,23.5
4313,24.1
4314,22.9
4315,22.2
4316,21.5
4317,20.6
4318,20
4319,20
4320,16.2
4321,15.9
4322,15.9
4323,16
4324,15.9
4325,15.9
4326,16.3
4327,16.7
4328,17.9
4329,20.2
4330,20.8
4331,21.2
4332,22.1
4333,20.9
4334,22.6
4335,22.4
4336,21
4337,15.9
4338,16.2
4339,17.5
4340,17
4341,15.9
4342,15.8
4343,15.7
4344,15.4
4345,15.8
4346,14.8
4347,13.8
4348,12.8
4349,12.3
4350,13.3
4351,14.2
4352,14.6
4353,15.1
4354,17.3
4355,18.3
4356,19.3
4357,20.7
4358,21.1
4359,22.2
4360,22
4361,21.2
4362,20.6
4363,19.7
4364,18.2
4365,17.1
4366,15.6
4367,14.6
4368,13.6
4369,12.8
4370,12.3
4371,11.6
4372,11
4373,10.8
4374,11.1
4375,12.8
4376,15
4377,17.7
4378,19.5
4379,20.7
4380,22.1
4381,24
4382,24.3
4383,25.1
4384,25.5
4385,25.3
4386,24.2
4387,23
4388,22.2
4389,21
4390,20.2
4391,19.7
4392,17.7
4393,16.6
4394,15.8
4395,14.8
4396,14.6
4397,14.5
4398,14.8
4399,14.3
4400,14.3
4401,15.1
4402,14.1
4403,14
4404,13.6
4405,13.8
4406,13.8
4407,13.6
4408,13.5
4409,13.3
4410,14.3
4411,14.1
4412,14.1
4413,13.3
4414,12.3
4415,11.6
4416,11.5
4417,11.3
4418,10.6
4419,11.1
4420,10.1
4421,9.5
4422,11.3
4423,12.8
4424,12.6
4425,14.3
4426,15.8
4427,17.1
4428,18
4429,17.6
4430,17.7
4431,16.7
4432,17.3
4433,17.2
4434,17.2
4435,16.6
4436,16.1
4437,15.8
4438,15.8
4439,15.6
4440,15.3
4441,15
4442,13
4443,11.8
4444,11.6
4445,12.1
4446,13
4447,14
4448,14.8
4449,16.2
4450,16.8
4451,17.7
4452,18.7
4453,19.8
4454,20
4455,20.3
4456,20.5
4457,21.1
4458,20.8
4459,20.5
4460,19.2
4461,18.2
4462,15.3
4463,13.1
4464,12
4465,11.6
4466,12.3
4467,13.3
4468,12.1
4469,11.1
4470,13.5
4471,16.5
4472,17.5
4473,19.1
4474,20.6
4475,20.7
4476,21.6
4477,22.2
4478,22.2
4479,22.2
4480,23
4481,22.7
4482,22.1
4483,21.5
4484,19.8
4485,18.6
4486,17.2
4487,15.1
4488,13.6
4489,12.6
4490,12
4491,11.6
4492,11.1
4493,10.8
4494,13.5
4495,15.5
4496,17.2
4497,19.1
4498,20.5
4499,21.2
4500,22.6
4501,22
4502,22.2
4503,23
4504,24
4505,22.8
4506,22.2
4507,22.2
4508,20.7
4509,19.3
4510,17.8
4511,16.2
4512,14.3
4513,14.1
4514,13.8
4515,13.6
4516,14
4517,14.1
4518,15.3
4519,17.3
4520,19.7
4521,21.2
4522,22.6
4523,24.3
4524,25.5
4525,26.3
4526,27.3
4527,26.6
4528,26.1
4529,26.1
4530,25.2
4531,24.7
4532,23.7
4533,22.3
4534,21.3
4535,20.2
4536,19.5
4537,19.1
4538,17.6
4539,17.2
4540,17
4541,18.2
4542,18.5
4543,19.1
4544,22
4545,22
4546,23.2
4547,28
4548,24.3
4549,26.1
4550,26.5
4551,27.3
4552,27.5
4553,27.5
4554,26.8
4555,26.2
4556,25.5
4557,24.2
4558,23.2
4559,22.1
4560,21.3
4561,20.5
4562,20.1
4563,19
4564,18.7
4565,18.2
4566,18.5
4567,19.7
4568,21.3
4569,24.1
4570,26.1
4571,27.6
4572,30.1
4573,31.2
4574,31.7
4575,32.2
4576,31.7
4577,31.2
4578,30.7
4579,29.8
4580,28.5
4581,27.1
4582,25.8
4583,24.6
4584,23.3
4585,22.2
4586,21.7
4587,21.1
4588,20.6
4589,20.2
4590,20.6
4591,21.3
4592,22.5
4593,24.2
4594,25.8
4595,27.7
4596,29.7
4597,30.5
4598,31.3
4599,31.7
4600,31.2
4601,29.3
4602,28.5
4603,24.7
4604,23.3
4605,22.6
4606,21.6
4607,20.5
4608,19.7
4609,18.6
4610,17.6
4611,17.7
4612,16.2
4613,16.8
4614,17.7
4615,20.7
4616,21.5
4617,23.3
4618,23.7
4619,24.2
4620,25.2
4621,25.2
4622,25.2
4623,26.7
4624,26.2
4625,24.8
4626,24.2
4627,23
4628,21.6
4629,20.8
4630,19.6
4631,18
4632,16.7
4633,17.1
4634,17.5
4635,16.2
4636,16.2
4637,15.5
4638,16.5
4639,19.7
4640,21.2
4641,23.1
4642,23.8
4643,25
4644,25.6
4645,26.7
4646,27.8
4647,27.7
4648,28.3
4649,28.8
4650,28.2
4651,27.2
4652,25.7
4653,23.7
4654,21.8
4655,21.2
4656,19.7
4657,20
4658,20.7
4659,20.7
4660,20.6
4661,20
4662,19.2
4663,18.5
4664,19.3
4665,21.6
4666,22.5
4667,23.5
4668,23
4669,23.1
4670,23.8
4671,23.6
4672,24.2
4673,24.5
4674,23.5
4675,23.2
4676,22
4677,20.2
4678,20.1
4679,17
4680,16.8
4681,16.2
4682,15.8
4683,15.8
4684,16.2
4685,16.6
4686,17.1
4687,18
4688,17.8
4689,19.2
4690,20.6
4691,21.2
4692,21.3
4693,22
4694,21.2
4695,21.5
4696,22.5
4697,22.3
4698,23.7
4699,20.2
4700,20.2
4701,19.1
4702,18.6
4703,17.8
4704,18.3
4705,18.3
4706,17.2
4707,15.6
4708,14.6
4709,14.1
4710,15.1
4711,16.8
4712,17.7
4713,18
4714,17.3
4715,19.7
4716,20.3
4717,20.3
4718,21.2
4719,22.2
4720,20.7
4721,21.8
4722,21.2
4723,20.2
4724,19.3
4725,18.5
4726,17.1
4727,17.2
4728,16.6
4729,16.2
4730,15.1
4731,14.5
4732,14.1
4733,14.5
4734,15.8
4735,16.6
4736,17.1
4737,17.6
4738,19.1
4739,18.3
4740,19.3
4741,21.2
4742,21.1
4743,20.7
4744,20.5
4745,19.8
4746,19.7
4747,19.3
4748,19
4749,18.7
4750,18.2
4751,17.6
4752,16.2
4753,17
4754,16.7
4755,16.8
4756,16.7
4757,16.6
4758,17.1
4759,17.5
4760,17.2
4761,17.2
4762,17.5
4763,18
4764,17.6
4765,17.2
4766,17.3
4767,17.6
4768,18.1
4769,18.7
4770,18.7
4771,18.8
4772,19
4773,19
4774,18.7
4775,18.3
4776,18.5
4777,18.7
4778,18.7
4779,18.8
4780,18.8
4781,18.8
4782,19
4783,19.2
4784,19.6
4785,20.2
4786,20.7
4787,21
4788,22.6
4789,21.8
4790,22.7
4791,22.6
4792,23.1
4793,22.5
4794,22.8
4795,22.2
4796,22.1
4797,20.6
4798,18.7
4799,17.7
4800,16.8
4801,16
4802,15.8
4803,16.5
4804,16
4805,15.6
4806,16.7
4807,18.3
4808,19.8
4809,22.2
4810,24.2
4811,25.2
4812,26
4813,27.1
4814,27.2
4815,27
4816,28.2
4817,28.2
4818,27.7
4819,26.7
4820,24.7
4821,23.7
4822,20.8
4823,20.1
4824,19
4825,18.7
4826,17.8
4827,16.7
4828,16.2
4829,16.3
4830,17.2
4831,20
4832,23.6
4833,26
4834,27.2
4835,29.2
4836,30.3
4837,31.3
4838,30.3
4839,30.6
4840,29.3
4841,29.1
4842,27.7
4843,24.8
4844,21.2
4845,20.6
4846,19.7
4847,19.3
4848,19.2
4849,19.1
4850,18.7
4851,18.2
4852,17.7
4853,17.1
4854,16.7
4855,17.2
4856,17.6
4857,17.8
4858,18.6
4859,19.6
4860,19.6
4861,20.2
4862,19.2
4863,19.6
4864,19.1
4865,18.7
4866,17.7
4867,16.3
4868,15.5
4869,14.3
4870,13.3
4871,12
4872,11.8
4873,11.3
4874,9.8
4875,9.3
4876,8.6
4877,8.3
4878,9.8
4879,14.1
4880,16.5
4881,17.1
4882,18.7
4883,19
4884,20
4885,19.7
4886,19.8
4887,20.3
4888,21.2
4889,22.2
4890,21.6
4891,21.3
4892,19.1
4893,16.2
4894,14.8
4895,14.6
4896,13.3
4897,13.6
4898,11.8
4899,11.1
4900,10.1
4901,11.1
4902,11.1
4903,15.1
4904,17.8
4905,20.5
4906,21.7
4907,22.7
4908,23.7
4909,24.1
4910,23.8
4911,24.2
4912,25.1
4913,24.3
4914,23.6
4915,22.6
4916,20.7
4917,19.2
4918,18.2
4919,17.6
4920,16.5
4921,15.8
4922,15.1
4923,14
4924,13.1
4925,12.6
4926,13.6
4927,15.1
4928,17.2
4929,19.7
4930,20.6
4931,21.8
4932,23.1
4933,24
4934,25
4935,25.2
4936,25.5
4937,25.6
4938,24.5
4939,23.7
4940,22.3
4941,20.7
4942,19.6
4943,18.6
4944,17.7
4945,16.8
4946,16.2
4947,15.8
4948,15.3
4949,14.6
4950,14.8
4951,16.5
4952,18.7
4953,21.2
4954,23.6
4955,25.7
4956,27.2
4957,28.5
4958,29.3
4959,30.5
4960,30.6
4961,31.5
4962,30.7
4963,29.2
4964,27.6
4965,26.7
4966,23.2
4967,21
4968,20.3
4969,19.7
4970,19.2
4971,18.3
4972,17.2
4973,17.5
4974,17.2
4975,18.2
4976,20
4977,21.7
4978,23.2
4979,24.1
4980,22.8
4981,21.1
4982,20
4983,19.2
4984,20.2
4985,22.2
4986,22.2
4987,21.2
4988,17.7
4989,17.5
4990,16.8
4991,17.2
4992,17.5
4993,17.2
4994,17.5
4995,17.7
4996,17.7
4997,17.6
4998,17.6
4999,18
5000,18.7
5001,20.5
5002,20.5
5003,21.7
5004,22.2
5005,23.5
5006,22.1
5007,22.3
5008,22.7
5009,23.5
5010,23.7
5011,23.6
5012,21.8
5013,20.1
5014,18.6
5015,17.5
5016,17.2
5017,17.2
5018,16
5019,15.1
5020,15.3
5021,15.3
5022,15.3
5023,17.5
5024,20.6
5025,22.5
5026,23.7
5027,24.5
5028,25
5029,25.2
5030,25.8
5031,26
5032,27.7
5033,26.7
5034,26.5
5035,25.7
5036,24.1
5037,22.7
5038,21.7
5039,21.1
5040,20.6
5041,20.1
5042,19
5043,18.3
5044,18.8
5045,18.5
5046,19.1
5047,20
5048,21.2
5049,23.7
5050,26.3
5051,27.7
5052,28.7
5053,29.2
5054,29.7
5055,29.7
5056,30.2
5057,29.8
5058,29.2
5059,28.7
5060,26.7
5061,24.8
5062,21.2
5063,19.1
5064,20.8
5065,19.8
5066,19.5
5067,18.6
5068,18.2
5069,17.7
5070,18.3
5071,20.7
5072,23.2
5073,26
5074,28
5075,29.8
5076,30.6
5077,30.7
5078,31.7
5079,31.4
5080,30.2
5081,30.5
5082,29.8
5083,28.5
5084,25.1
5085,23.4
5086,22.2
5087,20.7
5088,19.3
5089,18.7
5090,18.1
5091,18.3
5092,18.6
5093,18.5
5094,18.5
5095,18.7
5096,20.6
5097,20.7
5098,21
5099,21
5100,21.7
5101,22.1
5102,22.3
5103,23.3
5104,23.5
5105,22.5
5106,22
5107,20.8
5108,19.7
5109,18.4
5110,17.2
5111,16.7
5112,16
5113,16
5114,14.6
5115,13.5
5116,13.1
5117,12.5
5118,14.2
5119,15.1
5120,17.6
5121,20
5122,22
5123,23.7
5124,23.9
5125,24.6
5126,25.5
5127,25.8
5128,25.9
5129,25.5
5130,25
5131,23.6
5132,22.3
5133,20.4
5134,19.3
5135,19
5136,18.1
5137,17
5138,16.3
5139,15.2
5140,14.6
5141,13.9
5142,15.3
5143,17.6
5144,20.3
5145,23.3
5146,24.6
5147,25.5
5148,26.6
5149,26.3
5150,26.6
5151,27.2
5152,27.2
5153,26.9
5154,25.8
5155,24.8
5156,23.4
5157,22.5
5158,22.2
5159,21
5160,20
5161,19.2
5162,18.1
5163,17.8
5164,17.1
5165,16.1
5166,16.1
5167,18.2
5168,20.4
5169,22.1
5170,24.3
5171,25.9
5172,26.4
5173,26.7
5174,27.1
5175,27.7
5176,27.4
5177,27.1
5178,25.9
5179,24.9
5180,23.8
5181,22.7
5182,21.3
5183,20.6
5184,19.9
5185,19.6
5186,19.2
5187,18.4
5188,18.7
5189,18.3
5190,19.5
5191,19.9
5192,19.9
5193,19.9
5194,21.9
5195,24.7
5196,26.5
5197,27.4
5198,28.4
5199,29.3
5200,29.1
5201,29.1
5202,29.4
5203,27.4
5204,25.6
5205,22.9
5206,22.2
5207,23.5
5208,23
5209,21.9
5210,21.1
5211,19.4
5212,18.3
5213,17.2
5214,18.6
5215,20.7
5216,23
5217,24.6
5218,26.3
5219,27.3
5220,28.1
5221,29.5
5222,29.6
5223,29.2
5224,28.8
5225,26.7
5226,24
5227,22.2
5228,20.7
5229,20.2
5230,19.5
5231,18.5
5232,19.2
5233,19.1
5234,18.2
5235,17.6
5236,17.9
5237,18.5
5238,18.5
5239,19.1
5240,20.4
5241,21.3
5242,22.2
5243,22.9
5244,23
5245,22.9
5246,23.8
5247,25.2
5248,25.2
5249,25
5250,25.3
5251,24.3
5252,22.4
5253,21.2
5254,20.7
5255,20.7
5256,20.2
5257,19.1
5258,19.2
