Hour;T;N;NE;E;SE;S;SW;W;NW;Horizontal
2102;12.8;133.4878385;133.4878385;133.4878385;223.736315;273.9015103;241.814281;146.2708908;133.4878385;342
2103;13.4;130.629855;130.629855;130.629855;211.5417271;340.6778815;346.7707507;226.2512145;130.629855;369
2104;13.3;88.56413281;88.56413281;88.56413281;89.9629765;108.1183762;114.8191653;106.1401124;88.56413281;189
2105;13.1;80.35267713;80.35267713;80.35267713;80.35267713;132.445727;174.4793236;161.3748073;100.808626;186
2106;12.6;34.88862256;34.88862256;34.88862256;34.88862256;36.4537979;39.17053666;39.37898822;36.95704447;72
2107;11;14.75549903;14.75549903;14.75549903;14.75549903;15.42433839;19.16729303;20.32587857;18.22141133;31
2108;9.6;0;0;0;0;0;0;0;0;0
2109;8.3;0;0;0;0;0;0;0;0;0
2110;7.2;0;0;0;0;0;0;0;0;0
2111;7.3;0;0;0;0;0;0;0;0;0
2112;6.8;0;0;0;0;0;0;0;0;0
2113;5.9;0;0;0;0;0;0;0;0;0
2114;5.2;0;0;0;0;0;0;0;0;0
2115;4.9;0;0;0;0;0;0;0;0;0
2116;4.7;0;0;0;0;0;0;0;0;0
2117;4.1;0;0;0;0;0;0;0;0;0
2118;3.8;0;0;0;0;0;0;0;0;0
2119;4.7;5.361877328;5.361877328;5.361877328;5.361877328;5.361877328;5.361877328;5.361877328;5.361877328;11
2120;6.2;33.75821904;287.3858601;398.8107372;296.3928;40.12708731;33.75821904;33.75821904;33.75821904;108
2121;9.4;62.94449991;402.7005355;688.5003156;607.8579829;208.0127222;62.94449991;62.94449991;62.94449991;261
2122;11.5;81.6290513;325.9900768;755.1148336;789.7207533;409.5361573;81.6290513;81.6290513;81.6290513;414
2123;12.8;96.3373831;158.8990596;688.1281025;870.6941681;599.6525311;96.3373831;96.3373831;96.3373831;547
2124;14.1;109.038653;109.038653;504.3693997;816.9737254;714.8792869;257.8916217;109.038653;109.038653;631
2125;15.2;114.1040069;114.1040069;287.7433333;711.5630125;785.3993092;465.9999221;114.1040069;114.1040069;672
2126;15.5;113.3903368;113.3903368;113.3903368;547.4568579;790.4936617;636.8925209;176.6309006;113.3903368;664
2127;16;106.482204;106.482204;106.482204;345.1999606;731.6763917;751.9225468;394.0785028;106.482204;600
2128;16.2;98.16492462;98.16492462;98.16492462;129.5531078;579.1519113;746.9950613;534.7623169;98.16492462;486
2129;15.8;85.33321084;85.33321084;85.33321084;85.33321084;392.317525;643.969126;568.3793844;209.8277455;347
2130;15.3;64.31963437;64.31963437;64.31963437;64.31963437;176.0459987;373.9447263;390.4692742;215.9397865;186
2131;13.8;23.32973149;23.32973149;23.32973149;23.32973149;29.86211118;68.23172231;80.2983562;58.99354237;50
2132;12.4;0;0;0;0;0;0;0;0;0
2133;11.6;0;0;0;0;0;0;0;0;0
2134;10.5;0;0;0;0;0;0;0;0;0
2135;9.8;0;0;0;0;0;0;0;0;0
2136;9.3;0;0;0;0;0;0;0;0;0
2137;8.3;0;0;0;0;0;0;0;0;0
2138;7.4;0;0;0;0;0;0;0;0;0
2139;6.5;0;0;0;0;0;0;0;0;0
2140;6.2;0;0;0;0;0;0;0;0;0
2141;5.5;0;0;0;0;0;0;0;0;0
2142;4.9;0;0;0;0;0;0;0;0;0
2143;6.3;9.28139667;9.28139667;9.28139667;9.28139667;9.28139667;9.28139667;9.28139667;9.28139667;19
2144;9.2;29.3619045;439.7463606;618.1703005;451.6782676;37.79903688;29.3619045;29.3619045;29.3619045;142
2145;10.9;59.32611369;453.071643;781.2398943;686.5208437;224.3996266;59.32611369;59.32611369;59.32611369;283
2146;12.5;80.59627276;340.0215509;790.7221935;825.4407027;423.8394467;80.59627276;80.59627276;80.59627276;431
2147;14.7;102.6220705;158.4275271;616.8551788;774.0520499;537.9343452;102.6220705;102.6220705;102.6220705;511
2148;15.2;109.5672932;109.5672932;506.5331224;819.2595016;716.2578104;257.8650423;109.5672932;109.5672932;639
2149;16.2;114.7173251;114.7173251;287.4605339;709.8908227;783.6765486;465.595034;114.7173251;114.7173251;678
2150;16.8;115.1933667;115.1933667;115.1933667;528.9520362;762.3157975;616.6040154;177.1726755;115.1933667;653
2151;17.4;109.5920834;109.5920834;109.5920834;332.270715;698.0356535;719.0983293;383.1205126;109.5920834;586
2152;17.3;115.3589692;115.3589692;115.3589692;132.9476226;413.9884215;520.0961373;389.1143092;115.3589692;397
2153;17.4;94.15161306;94.15161306;94.15161306;94.15161306;228.3986533;340.2064457;307.8786542;150.3524606;261
2154;16.5;64.66428913;64.66428913;64.66428913;64.66428913;191.471611;420.7319121;441.4126288;241.3992777;200
2155;13.2;22.53613072;22.53613072;22.53613072;22.53613072;26.9372129;54.12623558;62.81020327;47.90216547;47
2156;13.3;0;0;0;0;0;0;0;0;0
2157;11.8;0;0;0;0;0;0;0;0;0
2158;9.8;0;0;0;0;0;0;0;0;0
2159;9.5;0;0;0;0;0;0;0;0;0
2160;9.1;0;0;0;0;0;0;0;0;0
2161;8.9;0;0;0;0;0;0;0;0;0
2162;9.3;0;0;0;0;0;0;0;0;0
2163;9.6;0;0;0;0;0;0;0;0;0
2164;8.6;0;0;0;0;0;0;0;0;0
2165;6;0;0;0;0;0;0;0;0;0
2166;6;0;0;0;0;0;0;0;0;0
2167;5.5;3.896407549;3.896407549;3.896407549;3.896407549;3.896407549;3.896407549;3.896407549;3.896407549;8
2168;9.2;37.00089377;240.8857134;328.6077826;245.5104913;40.27110555;37.00089377;37.00089377;37.00089377;103
2169;10.3;55.4252437;111.6437059;158.0677265;144.3651728;78.56281479;55.4252437;55.4252437;55.4252437;133
2170;11.2;93.71651197;151.4413134;250.6548305;257.9360091;169.0196334;93.71651197;93.71651197;93.71651197;239
2171;13.1;112.7826312;160.1760694;538.4617329;667.3903518;471.4372898;112.7826312;112.7826312;112.7826312;469
2172;14.9;109.5553349;109.5553349;503.0413539;811.8566449;709.2733534;255.3833803;109.5553349;109.5553349;631
2173;15.9;115.4386799;115.4386799;286.1617135;704.4381063;777.6866234;462.9992768;115.4386799;115.4386799;681
2174;17;114.30291;114.30291;114.30291;552.2589639;801.0885346;647.6084008;181.7251434;114.30291;686
2175;17;124.8557738;124.8557738;124.8557738;285.689928;553.7721711;570.6010058;326.3183289;124.8557738;503
2176;16.8;109.7724206;109.7724206;109.7724206;129.5223472;486.2607175;622.4573497;458.3301036;109.7724206;442
2177;16.9;95.6879799;95.6879799;95.6879799;95.6879799;246.7428895;374.5635757;339.0227201;160.9396739;278
2178;16.4;65.46554994;65.46554994;65.46554994;65.46554994;145.8904582;294.335912;308.7122117;180.597916;178
2179;14.5;24.85331723;24.85331723;24.85331723;24.85331723;30.39279937;66.46690254;78.1643318;58.63289176;53
2180;11.1;0;0;0;0;0;0;0;0;0
2181;9.4;0;0;0;0;0;0;0;0;0
2182;9.7;0;0;0;0;0;0;0;0;0
2183;9.1;0;0;0;0;0;0;0;0;0
2184;8.4;0;0;0;0;0;0;0;0;0
2185;8.4;0;0;0;0;0;0;0;0;0
2186;8;0;0;0;0;0;0;0;0;0
2187;9.1;0;0;0;0;0;0;0;0;0
2188;9.3;0;0;0;0;0;0;0;0;0
2189;8.8;0;0;0;0;0;0;0;0;0
2190;8;0;0;0;0;0;0;0;0;0
2191;8.6;1.995185366;4.611058275;5.219162688;3.463279286;1.183583059;1.183583059;1.183583059;1.183583059;8
2192;10.7;38.33445218;270.4770096;369.3151121;274.2692329;41.01595896;38.33445218;38.33445218;38.33445218;111
2193;12.4;68.00982719;380.4345046;636.0502547;558.9156264;194.2150387;68.00982719;68.00982719;68.00982719;264
2194;14.7;85.95344857;321.4899949;721.9931345;749.9128524;388.8941564;85.95344857;85.95344857;85.95344857;417
2195;17.1;100.85569;164.1385071;655.1890059;821.5185664;565.6935878;100.85569;100.85569;100.85569;542
2196;18.6;111.486487;111.486487;496.5222729;797.5507912;696.6921449;253.0279609;111.486487;111.486487;639
2197;19.3;118.9103948;118.9103948;275.3730053;659.4259369;726.8521946;438.1543911;118.9103948;118.9103948;642
2198;20.2;115.5722943;115.5722943;115.5722943;529.5749751;766.5330405;622.1671294;181.0448345;115.5722943;658
2199;20.3;110.7031928;110.7031928;110.7031928;327.6183704;694.5839596;719.5201145;387.8195736;110.7031928;597
2200;20.4;102.6368203;102.6368203;102.6368203;123.0329989;546.6057816;710.107568;517.7612291;102.6368203;486
2201;20;93.2220464;93.2220464;93.2220464;93.2220464;332.2016533;537.6672914;482.7829327;199.6990902;328
2202;19;63.90886768;63.90886768;63.90886768;63.90886768;117.362362;218.110888;228.5299618;142.5162313;156
2203;17.2;20.14374174;20.14374174;20.14374174;20.14374174;20.9242873;26.29561994;28.06326576;25.19176182;42
2204;14.4;0;0;0;0;0;0;0;0;0
2205;13.2;0;0;0;0;0;0;0;0;0
2206;13.3;0;0;0;0;0;0;0;0;0
2207;12.5;0;0;0;0;0;0;0;0;0
2208;12.7;0;0;0;0;0;0;0;0;0
2209;12.5;0;0;0;0;0;0;0;0;0
2210;11.9;0;0;0;0;0;0;0;0;0
2211;12.1;0;0;0;0;0;0;0;0;0
2212;11.7;0;0;0;0;0;0;0;0;0
2213;11.7;0;0;0;0;0;0;0;0;0
2214;11.2;0;0;0;0;0;0;0;0;0
2215;10.2;3.098337369;6.580487795;7.379239082;5.026693559;1.999638928;1.999638928;1.999638928;1.999638928;14
2216;11.5;38.45615125;341.6783361;469.4277694;344.7198737;40.60684312;38.45615125;38.45615125;38.45615125;128
2217;13.5;63.5415439;437.1001382;739.9128904;646.5164811;211.62126;63.5415439;63.5415439;63.5415439;289
2218;15.5;82.79514067;348.1171727;794.4567652;823.9146298;419.234749;82.79514067;82.79514067;82.79514067;447
2219;16.6;99.80060854;167.4450178;677.9806944;849.8263182;582.3170534;99.80060854;99.80060854;99.80060854;561
2220;17.8;111.4683309;111.4683309;506.6444835;814.4037656;710.3930035;255.540291;111.4683309;111.4683309;656
2221;18.2;116.640408;116.640408;285.2804523;699.9847605;772.9738586;461.4917227;116.640408;116.640408;692
2222;18.7;116.2457953;116.2457953;116.2457953;530.071531;768.6831548;625.1058219;183.4451868;116.2457953;678
2223;19.2;109.4695031;109.4695031;109.4695031;335.5589563;723.8336197;752.2221158;404.0948487;109.4695031;633
2224;19.3;96.7815085;96.7815085;96.7815085;117.0994783;613.1676367;806.7438047;584.4336883;96.7815085;533
2225;19.2;83.32564782;83.32564782;83.32564782;83.32564782;422.5013013;718.797582;642.8430221;239.1307728;389
2226;18.8;64.49999111;64.49999111;64.49999111;64.49999111;222.4002468;526.3669685;559.7782788;303.0622854;233
2227;17;33.48139126;33.48139126;33.48139126;33.48139126;56.32614457;222.8966722;278.5102972;190.5893122;83
2228;15.4;0;0;0;0;0;0;0;0;0
2229;14.5;0;0;0;0;0;0;0;0;0
2230;13.9;0;0;0;0;0;0;0;0;0
2231;12.8;0;0;0;0;0;0;0;0;0
2232;11.6;0;0;0;0;0;0;0;0;0
2233;11.1;0;0;0;0;0;0;0;0;0
2234;10.1;0;0;0;0;0;0;0;0;0
2235;9.5;0;0;0;0;0;0;0;0;0
2236;9.3;0;0;0;0;0;0;0;0;0
2237;8.4;0;0;0;0;0;0;0;0;0
2238;7.8;0;0;0;0;0;0;0;0;0
2239;7.6;4.983632358;12.68263061;14.42488197;9.18979922;2.513827595;2.513827595;2.513827595;2.513827595;17
2240;8.4;40.88156;269.8061646;365.2395676;270.6684488;41.49128702;40.88156;40.88156;40.88156;117
2241;10.3;64.7320272;435.1017188;732.5542994;638.8056502;208.7724584;64.7320272;64.7320272;64.7320272;292
2242;12.1;83.81405996;348.7330196;789.6466084;817.0930632;414.9946228;83.81405996;83.81405996;83.81405996;450
2243;13.7;101.3108337;170.5655916;679.191106;849.3021944;581.2500882;101.3108337;101.3108337;101.3108337;575
2244;15.1;112.8781837;112.8781837;493.9742896;789.6009173;688.8125455;250.6496356;112.8781837;112.8781837;647
2245;16.2;117.6155761;117.6155761;282.1274555;687.4085839;758.912696;454.7536528;117.6155761;117.6155761;689
2246;17.3;116.2031188;116.2031188;116.2031188;541.9784153;789.3024428;642.3340152;187.165244;116.2031188;700
2247;18.3;111.3622854;111.3622854;111.3622854;324.3279586;695.6644846;724.7247069;394.4855414;111.3622854;611
2248;18.1;117.6492175;117.6492175;117.6492175;127.7079838;425.4653056;542.9081376;411.2400618;117.6492175;422
2249;17.2;98.1821872;98.1821872;98.1821872;98.1821872;290.8119134;461.7965566;419.7808338;189.3769854;311
2250;15.3;64.73019551;64.73019551;64.73019551;64.73019551;106.3458925;188.1876931;197.7097659;129.3342099;158
2251;14.3;34.79585356;34.79585356;34.79585356;34.79585356;58.44642518;241.7092814;303.7650578;208.2623222;89
2252;12.6;1.396923826;1.396923826;1.396923826;1.396923826;1.396923826;1.396923826;1.396923826;1.396923826;3
2253;11.8;0;0;0;0;0;0;0;0;0
2254;10.5;0;0;0;0;0;0;0;0;0
2255;9.7;0;0;0;0;0;0;0;0;0
2256;8.6;0;0;0;0;0;0;0;0;0
2257;7.8;0;0;0;0;0;0;0;0;0
2258;7.3;0;0;0;0;0;0;0;0;0
2259;6.7;0;0;0;0;0;0;0;0;0
2260;6.1;0;0;0;0;0;0;0;0;0
2261;5.2;0;0;0;0;0;0;0;0;0
2262;4.7;0;0;0;0;0;0;0;0;0
2263;4.7;9.127884437;25.92658629;29.67606649;18.17993037;3.650171505;3.650171505;3.650171505;3.650171505;22
2264;5.8;37.74201434;446.3119669;615.1305082;445.3060265;37.03070709;37.03070709;37.03070709;37.03070709;150
2265;7.7;62.08742065;492.4370268;834.8604177;724.6038676;226.2541681;62.08742065;62.08742065;62.08742065;317
2266;10.2;83.95826577;369.3332722;839.2352776;866.7062528;435.6540731;83.95826577;83.95826577;83.95826577;481
2267;11.9;101.348041;175.2679306;703.7755947;879.3893681;599.2370842;101.348041;101.348041;101.348041;597
2268;12.7;112.6894615;112.6894615;517.9019829;830.9804026;723.2937308;257.9233592;112.6894615;112.6894615;681
2269;13.2;118.018034;118.018034;291.7036109;720.3349996;796.1372786;474.7065011;118.018034;118.018034;725
2270;14;116.9981608;116.9981608;116.9981608;548.6756301;801.2911814;653.0571619;190.8070497;116.9981608;717
2271;14.8;110.1308435;110.1308435;110.1308435;336.7263293;737.946515;771.400795;417.4921058;110.1308435;658
2272;14.5;98.39897217;98.39897217;98.39897217;111.7926821;614.8006796;815.3075605;595.8591134;98.39897217;556
2273;13.6;82.53260391;82.53260391;82.53260391;82.53260391;437.394358;757.4550491;682.1553254;255.6047437;411
2274;12.8;62.82057765;62.82057765;62.82057765;62.82057765;238.8690418;592.6374687;636.0463464;343.6673431;256
2275;11.6;35.99326776;35.99326776;35.99326776;35.99326776;61.96292683;276.5272953;350.1900927;239.8006513;97
2276;9.9;2.840567417;2.840567417;2.840567417;2.840567417;2.840567417;2.840567417;2.840567417;2.840567417;6
2277;8.9;0;0;0;0;0;0;0;0;0
2278;7.9;0;0;0;0;0;0;0;0;0
2279;7;0;0;0;0;0;0;0;0;0
2280;6;0;0;0;0;0;0;0;0;0
2281;5.3;0;0;0;0;0;0;0;0;0
2282;4.4;0;0;0;0;0;0;0;0;0
2283;3.5;0;0;0;0;0;0;0;0;0
2284;2.3;0;0;0;0;0;0;0;0;0
2285;1.3;0;0;0;0;0;0;0;0;0
2286;0.3;0;0;0;0;0;0;0;0;0
2287;0.1;22.07303978;72.92451932;84.11683459;49.09367909;5.222091046;5.222091046;5.222091046;5.222091046;19
2288;0.9;43.31201171;405.4191637;554.1043595;402.2698279;41.085095;41.085095;41.085095;41.085095;147
2289;2.5;62.90294286;495.3573605;836.2629075;724.1446757;224.6800049;62.90294286;62.90294286;62.90294286;322
2290;4.8;84.80331253;369.0789434;832.1880127;857.489261;430.1615601;84.80331253;84.80331253;84.80331253;483
2291;6.6;102.4475064;179.8855185;719.0987007;897.0859766;609.5848139;102.4475064;102.4475064;102.4475064;614
2292;8.2;114.9547146;114.9547146;532.5390471;853.8653512;742.3478258;263.3119248;114.9547146;114.9547146;706
2293;8.8;119.9085824;119.9085824;296.038687;731.4408393;808.6156892;482.3552565;119.9085824;119.9085824;744
2294;10.2;117.9550471;117.9550471;117.9550471;550.1449426;804.9396254;657.3080594;193.7308137;117.9550471;728
2295;10.8;111.7767616;111.7767616;111.7767616;344.3548998;762.614683;799.6224386;433.6995256;111.7767616;686
2296;10.7;98.33699874;98.33699874;98.33699874;108.7799287;644.3782293;860.1129826;629.6096961;98.33699874;586
2297;10.5;80.81161705;80.81161705;80.81161705;80.81161705;467.9267552;822.705569;742.8929676;275.2420904;444
2298;10.3;59.4889155;59.4889155;59.4889155;59.4889155;265.653715;689.0665633;743.681364;397.5055077;281
2299;9.4;36.2416926;36.2416926;36.2416926;36.2416926;68.68075025;355.5120315;455.3190783;309.6362762;111
2300;8;3.820583743;3.820583743;3.820583743;3.820583743;3.820583743;3.820583743;3.820583743;3.820583743;8
2301;6.9;0;0;0;0;0;0;0;0;0
2302;5.8;0;0;0;0;0;0;0;0;0
2303;4.6;0;0;0;0;0;0;0;0;0
2304;3;0;0;0;0;0;0;0;0;0
2305;2.9;0;0;0;0;0;0;0;0;0
2306;2.2;0;0;0;0;0;0;0;0;0
2307;1.8;0;0;0;0;0;0;0;0;0
2308;-0.1;0;0;0;0;0;0;0;0;0
2309;0;0;0;0;0;0;0;0;0;0
2310;-0.8;0;0;0;0;0;0;0;0;0
2311;1.5;29.77442194;102.8047445;118.6514403;68.03172974;5.186187397;5.186187397;5.186187397;5.186187397;28
2312;4.2;43.57924391;448.3937674;613.5666675;442.3418995;39.29992707;39.29992707;39.29992707;39.29992707;158
2313;6.2;64.03056309;493.466485;828.8448434;716.2053691;221.5307385;64.03056309;64.03056309;64.03056309;325
2314;7.7;85.62895284;369.6838019;827.5076426;850.7490085;425.7934226;85.62895284;85.62895284;85.62895284;486
2315;9;103.0444109;177.7630727;684.655042;850.8473916;578.9868971;103.0444109;103.0444109;103.0444109;594
2316;10.4;114.7091332;114.7091332;525.8866503;840.9745941;730.6260808;259.4817729;114.7091332;114.7091332;703
2317;11.3;119.7869806;119.7869806;292.8241905;721.2787172;797.3875422;476.5671481;119.7869806;119.7869806;742
2318;12.7;118.5813073;118.5813073;118.5813073;546.9059014;801.2965289;655.7618389;195.5540789;118.5813073;733
2319;12.4;115.0291231;115.0291231;115.0291231;309.9547168;666.0465641;699.3598676;390.3801458;115.0291231;611
2320;12.9;99.86306407;99.86306407;99.86306407;106.053075;605.3942848;808.6021617;596.6402874;99.86306407;564
2321;12.6;82.19188388;82.19188388;82.19188388;82.19188388;446.6720801;786.0931619;713.1784215;270.6403251;431
2322;11.4;63.77386571;63.77386571;63.77386571;63.77386571;240.5918213;611.8125598;661.9996641;361.754209;269
2323;10;38.13362884;38.13362884;38.13362884;38.13362884;63.57729677;305.3560119;390.5994792;269.3732317;108
2324;8.5;2.828868193;2.828868193;2.828868193;2.828868193;2.828868193;2.828868193;2.828868193;2.828868193;6
2325;7.2;0;0;0;0;0;0;0;0;0
2326;7.2;0;0;0;0;0;0;0;0;0
2327;6.4;0;0;0;0;0;0;0;0;0
2328;5.3;0;0;0;0;0;0;0;0;0
2329;4.8;0;0;0;0;0;0;0;0;0
2330;4;0;0;0;0;0;0;0;0;0
2331;3.5;0;0;0;0;0;0;0;0;0
2332;3;0;0;0;0;0;0;0;0;0
2333;1.9;0;0;0;0;0;0;0;0;0
2334;1;0;0;0;0;0;0;0;0;0
2335;1.7;29.9314276;99.50258446;114.3817239;65.85284788;6.137470684;6.137470684;6.137470684;6.137470684;33
2336;4.3;46.46622957;442.182524;602.6153168;433.7852539;40.52846294;40.52846294;40.52846294;40.52846294;161
2337;8.3;64.32376468;503.6992543;843.6421075;727.0708449;222.2713312;64.32376468;64.32376468;64.32376468;333
2338;10.3;86.45602126;370.3166961;822.9569774;844.1649873;421.5173612;86.45602126;86.45602126;86.45602126;489
2339;11.7;103.3788613;181.9151231;701.1813321;870.2629612;590.1142855;103.3788613;103.3788613;103.3788613;611
2340;12.6;114.9555995;114.9555995;521.4971154;831.7202712;722.0724034;256.7837458;114.9555995;114.9555995;703
2341;13.1;120.0051327;120.0051327;290.4484179;713.1371684;788.3772166;472.0939628;120.0051327;120.0051327;742
2342;13.6;118.576246;118.576246;118.576246;529.1222973;774.7609432;636.0154929;194.1611495;118.576246;719
2343;13.4;112.0937258;112.0937258;112.0937258;330.9911804;737.2642082;777.3208463;427.6964592;112.0937258;681
2344;13.9;100.2536114;100.2536114;100.2536114;102.9344812;606.2522126;813.162826;602.4608902;100.2536114;572
2345;13.3;97.46731637;97.46731637;97.46731637;97.46731637;334.5248619;558.8443011;512.8953601;223.5943052;358
2346;12.6;67.82042001;67.82042001;67.82042001;67.82042001;223.9812148;559.1994736;606.5745471;338.3547597;261
2347;11.4;39.48671821;39.48671821;39.48671821;39.48671821;60.86658156;280.2402665;358.583788;250.0045738;108
2348;9.6;3.801688023;3.801688023;3.801688023;3.801688023;3.801688023;3.801688023;3.801688023;3.801688023;8
2349;9.1;0;0;0;0;0;0;0;0;0
2350;8.4;0;0;0;0;0;0;0;0;0
2351;7.7;0;0;0;0;0;0;0;0;0
2352;6.2;0;0;0;0;0;0;0;0;0
2353;3.4;0;0;0;0;0;0;0;0;0
2354;2.9;0;0;0;0;0;0;0;0;0
2355;2;0;0;0;0;0;0;0;0;0
2356;1.1;0;0;0;0;0;0;0;0;0
2357;0.4;0;0;0;0;0;0;0;0;0
2358;-0.8;0;0;0;0;0;0;0;0;0
2359;1.2;44.349191;150.3768687;172.7213606;98.29356621;7.520734605;7.520734605;7.520734605;7.520734605;36
2360;5.3;49.29763525;517.1645793;705.6300317;504.2934864;40.19639819;40.19639819;40.19639819;40.19639819;175
2361;5.9;74.89630781;182.5044846;264.9825764;236.11071;112.8016333;74.89630781;74.89630781;74.89630781;194
2362;7.5;104.3068995;175.1544997;286.9239684;291.7188347;186.7303312;104.3068995;104.3068995;104.3068995;278
2363;8.3;115.8669722;128.8655631;212.655877;239.7485631;194.2730934;115.8669722;115.8669722;115.8669722;283
2364;9.3;141.013237;141.013237;267.2057858;363.0872125;328.8807162;184.6239985;141.013237;141.013237;400
2365;9.4;136.5214636;136.5214636;164.7456477;234.8428802;247.3447604;194.9278564;136.5214636;136.5214636;339
2366;8.9;103.7600445;103.7600445;103.7600445;110.9641761;115.3064241;112.8849596;105.1182436;103.7600445;214
2367;9.7;121.3511311;121.3511311;121.3511311;134.7894982;160.1334236;162.7592081;141.1287026;121.3511311;269
2368;10.1;126.2042272;126.2042272;126.2042272;126.2042272;325.8496812;408.8873251;326.333044;126.5460163;383
2369;9.5;59.88760834;59.88760834;59.88760834;59.88760834;61.90014674;63.83525091;63.45787959;60.98909179;122
2370;7.8;36.29711512;36.29711512;36.29711512;36.29711512;37.23994133;39.30975037;39.61479853;37.97639275;75
2371;7.5;17.1583387;17.1583387;17.1583387;17.1583387;17.35369252;19.52994087;20.31693684;19.25366886;36
2372;6.5;0;0;0;0;0;0;0;0;0
2373;6.1;0;0;0;0;0;0;0;0;0
2374;5.9;0;0;0;0;0;0;0;0;0
2375;5.1;0;0;0;0;0;0;0;0;0
2376;5.1;0;0;0;0;0;0;0;0;0
2377;4.5;0;0;0;0;0;0;0;0;0
2378;4.1;0;0;0;0;0;0;0;0;0
2379;3.5;0;0;0;0;0;0;0;0;0
2380;2.9;0;0;0;0;0;0;0;0;0
2381;2.4;0;0;0;0;0;0;0;0;0
2382;1.9;0;0;0;0;0;0;0;0;0
2383;2;42.69934584;133.9635009;152.9104437;88.44131231;10.51029761;10.51029761;10.51029761;10.51029761;31
2384;3.3;54.08121405;306.9585651;408.1613482;298.4063456;48.03388158;48.03388158;48.03388158;48.03388158;142
2385;5.7;76.19375166;391.8535184;631.5297739;545.8977193;185.1194507;76.19375166;76.19375166;76.19375166;294
2386;7.6;97.79763564;319.0743946;664.4418293;677.8767804;351.5092358;97.79763564;97.79763564;97.79763564;428
2387;9.1;111.8755689;177.3916073;589.2601408;721.4832666;496.6064708;111.8755689;111.8755689;111.8755689;539
2388;11;115.6598045;115.6598045;493.4371627;779.2165091;676.2933373;244.9586455;115.6598045;115.6598045;667
2389;11.3;124.7914091;124.7914091;268.7582266;626.8047926;690.778727;423.2049667;124.7914091;124.7914091;667
2390;11.8;143.5568834;143.5568834;143.5568834;380.233329;523.9392785;444.8223799;189.2282394;143.5568834;539
2391;10.8;130.0154442;130.0154442;130.0154442;165.1514254;232.4945522;239.8068074;182.8047711;130.0154442;322
2392;10.6;126.4479649;126.4479649;126.4479649;126.4479649;305.6997152;381.5226586;307.9263059;128.0224023;369
2393;10.6;100.0525013;100.0525013;100.0525013;100.0525013;321.1450198;537.1570407;497.1191505;224.4850024;358
2394;10.1;72.4210909;72.4210909;72.4210909;72.4210909;122.4687418;234.8562878;252.0914984;164.0782211;181
2395;9.6;40.17067646;40.17067646;40.17067646;40.17067646;51.36431483;187.605971;237.4820313;171.7757759;100
2396;8.3;7.406452027;2.220440559;2.220440559;2.220440559;2.220440559;22.92476504;36.6867885;30.25889279;8
2397;7.8;0;0;0;0;0;0;0;0;0
2398;7;0;0;0;0;0;0;0;0;0
2399;6.2;0;0;0;0;0;0;0;0;0
2400;5.3;0;0;0;0;0;0;0;0;0
2401;4.8;0;0;0;0;0;0;0;0;0
2402;4.1;0;0;0;0;0;0;0;0;0
2403;4.1;0;0;0;0;0;0;0;0;0
2404;3.4;0;0;0;0;0;0;0;0;0
2405;3;0;0;0;0;0;0;0;0;0
2406;3.4;0;0;0;0;0;0;0;0;0
2407;4.6;16.96150753;43.33314734;48.72507526;29.97877304;7.518538908;7.518538908;7.518538908;7.518538908;17
2408;5.9;36.86431736;107.5135226;135.6024521;104.6769921;34.8585874;34.8585874;34.8585874;34.8585874;83
2409;7.9;81.45339722;334.011259;523.9737169;454.7137732;166.8029635;81.45339722;81.45339722;81.45339722;272
2410;9.8;94.87673469;328.2965261;688.732008;701.2951249;358.6265733;94.87673469;94.87673469;94.87673469;444
2411;10.3;116.550162;180.5806443;573.2610797;698.4064536;482.7083032;116.550162;116.550162;116.550162;528
2412;11.1;141.9504915;141.9504915;264.6066723;356.9784495;323.3897653;183.5164152;141.9504915;141.9504915;400
2413;12;148.7134349;148.7134349;187.7605608;284.9946607;302.3970667;229.7736855;148.7134349;148.7134349;400
2414;11.4;117.6388656;117.6388656;117.6388656;132.0356253;140.8411815;136.0551357;120.4810887;117.6388656;250
2415;12;125.4291263;125.4291263;125.4291263;140.0164757;168.4344224;171.66045;147.8047951;125.4291263;281
2416;12;111.9582065;111.9582065;111.9582065;111.9582065;182.8654379;213.3645495;184.4612007;113.0865812;267
2417;11.9;93.53029506;93.53029506;93.53029506;93.53029506;145.7438567;197.5791302;188.4640072;123.7380032;222
2418;11.7;70.22752617;70.22752617;70.22752617;70.22752617;103.6659834;180.4921439;192.7267868;133.2030242;169
2419;10.6;36.8433761;36.8433761;36.8433761;36.8433761;41.3492002;101.7150451;124.079946;95.3428475;83
2420;8.8;9.554601448;3.24406979;3.24406979;3.24406979;3.24406979;27.47764172;43.82604753;36.40208117;6
2421;6.7;0;0;0;0;0;0;0;0;0
2422;7.6;0;0;0;0;0;0;0;0;0
2423;6.2;0;0;0;0;0;0;0;0;0
2424;4.8;0;0;0;0;0;0;0;0;0
2425;1.9;0;0;0;0;0;0;0;0;0
2426;2.2;0;0;0;0;0;0;0;0;0
2427;0.8;0;0;0;0;0;0;0;0;0
2428;0.8;0;0;0;0;0;0;0;0;0
2429;1;0;0;0;0;0;0;0;0;0
2430;1.3;0;0;0;0;0;0;0;0;0
2431;3.4;44.67223781;135.4359476;153.7069653;88.78237676;11.68318154;11.68318154;11.68318154;11.68318154;33
