Hour;T;N;NE;E;SE;S;SW;W;NW;Horizontal
1;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
2;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
3;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
4;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
5;4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
6;4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
7;4.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
8;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
9;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
10;4.4;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;2
11;4.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;19
12;4.1;24.1;24.1;24.1;26.74;27.84;26.74;24.1;24.1;41
13;3.9;35.1;35.1;35.1;41.33;46.9;45.56;38.09;35.1;61
14;3.8;30.2;30.2;30.2;33.36;39.71;40.49;35.24;30.2;52
15;3.8;22.3;22.3;22.3;23.08;30.43;33.02;29.32;22.3;38
16;3.7;4.8;4.8;4.8;4.8;4.8;4.8;4.8;4.8;8
17;3.7;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;2
18;4.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
19;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
20;4.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
21;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
22;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
23;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
24;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
25;7.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
26;6.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
27;6.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
28;7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
29;6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
30;6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
31;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
32;7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
33;6.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
34;6.7;9.1;9.1;11.6;14.21;13.82;10.67;9.1;9.1;16
35;6.7;15.7;15.7;16.69;19.16;19.61;17.76;15.7;15.7;27
36;6.4;21.1;21.1;21.1;23.73;24.81;23.73;21.1;21.1;36
37;6.5;38.1;38.1;38.1;44.29;49.83;48.49;41.07;38.1;66
38;3.0;19.3;19.3;19.3;20.87;24.02;24.41;21.8;19.3;33
39;1.7;13.2;13.2;13.2;13.2;13.2;13.2;13.2;13.2;22
40;0.4;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;11
41;0.0;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;2
42;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
43;-0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
44;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
45;-1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
46;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
47;-2.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
48;-2.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
49;-2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
50;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
51;-2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
52;-3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
53;-3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
54;-4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
55;-4.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
56;-5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
57;-5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
58;-2.8;9.1;9.1;11.58;14.17;13.78;10.65;9.1;9.1;16
59;0.0;48.7;48.7;73.33;134.77;145.8;99.95;48.7;48.7;102
60;1.7;61.9;61.9;61.9;377.74;508.57;377.74;61.9;61.9;204
61;4.2;63.6;63.6;63.6;407.98;716.11;642.02;229.09;63.6;246
62;4.3;71.6;71.6;71.6;205.1;474.07;507.28;285.28;71.6;191
63;4.3;57.2;57.2;57.2;112.58;641.58;828.26;563.26;57.2;157
64;3.4;26.7;26.7;26.7;26.7;26.7;26.7;26.7;26.7;47
65;2.4;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;11
66;1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
67;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
68;1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
69;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
70;0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
71;1.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
72;1.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
73;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
74;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
75;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
76;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
77;1.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
78;1.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
79;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
80;2.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
81;1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
82;1.7;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;11
83;2.0;11.4;11.4;11.4;11.4;11.4;11.4;11.4;11.4;19
84;2.0;17.5;17.5;17.5;20.09;21.17;20.09;17.5;17.5;30
85;1.8;27.7;27.7;27.7;29.73;31.56;31.12;28.68;27.7;47
86;2.2;15.7;15.7;15.7;17.24;20.34;20.72;18.17;15.7;27
87;2.4;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;11
88;2.4;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;5
89;1.9;1.2;1.2;1.2;1.2;1.2;1.2;1.2;1.2;2
90;1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
91;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
92;2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
93;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
94;3.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
95;4.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
96;4.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
97;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
98;6.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
99;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
100;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
101;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
102;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
103;5.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
104;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
105;5.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
106;6.1;7.8;7.8;7.8;7.8;7.8;7.8;7.8;7.8;13
107;6.7;38.9;38.9;43.77;55.88;58.04;48.99;38.9;38.9;69
108;6.9;60.3;60.3;60.3;83.48;93.08;83.48;60.3;60.3;108
109;6.8;46.0;46.0;46.0;54.08;61.31;59.58;49.89;46.0;80
110;6.6;46.0;46.0;46.0;52.08;64.38;65.92;55.78;46.0;80
111;6.6;25.4;25.4;25.4;26.82;40.68;45.59;38.67;25.4;44
112;6.6;24.9;24.9;24.9;24.9;24.9;24.9;24.9;24.9;44
113;6.1;4.8;4.8;4.8;4.8;4.8;4.8;4.8;4.8;8
114;6.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
115;6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
116;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
117;6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
118;6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
119;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
120;5.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
121;5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
122;5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
123;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
124;5.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
125;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
126;4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
127;3.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
128;3.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
129;2.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
130;3.1;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;5
131;3.3;27.2;27.2;29.13;33.94;34.8;31.2;27.2;27.2;47
132;3.4;41.2;41.2;41.2;51.43;55.66;51.43;41.2;41.2;72
133;3.6;43.0;43.0;43.0;51.01;58.19;56.48;46.87;43.0;75
134;4.8;73.9;73.9;73.9;120.47;214.94;226.8;149.09;73.9;149
135;4.5;56.9;56.9;56.9;64.48;139.44;166.04;128.71;56.9;104
136;2.3;14.5;14.5;14.5;14.5;14.5;14.5;14.5;14.5;25
137;1.6;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;5
138;1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
139;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
140;-0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
141;-0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
142;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
143;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
144;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
145;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
146;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
147;-1.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
148;-1.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
149;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
150;-1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
151;-1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
152;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
153;-1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
154;-1.5;4.8;4.8;4.8;4.8;4.8;4.8;4.8;4.8;8
155;-0.6;45.7;45.7;52.42;69.1;72.07;59.59;45.7;45.7;82
156;-0.6;68.3;68.3;68.3;126.64;150.81;126.64;68.3;68.3;133
157;-1.6;29.0;29.0;29.0;32.97;36.53;35.69;30.92;29.0;50
158;-1.4;55.2;55.2;55.2;64.1;82.21;84.5;69.62;55.2;97
159;-1.4;45.5;45.5;45.5;48.84;82.32;94.23;77.59;45.5;80
160;-1.7;18.8;18.8;18.8;18.8;18.8;18.8;18.8;18.8;33
161;-1.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;3.8;8
162;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
163;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
164;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
165;-2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
166;-2.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
167;-2.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
168;-3.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
169;-4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
170;-6.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
171;-6.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
172;-7.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
173;-7.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
174;-6.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
175;-6.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
176;-5.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
177;-5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
178;-4.9;7.8;7.8;7.8;7.8;7.8;7.8;7.8;7.8;13
179;-3.4;35.8;35.8;39.61;49.06;50.74;43.67;35.8;35.8;63
180;-2.5;51.6;51.6;51.6;66.7;72.95;66.7;51.6;51.6;91
181;-1.5;52.1;52.1;52.1;61.93;70.77;68.67;56.87;52.1;91
182;-0.6;43.0;43.0;43.0;48.86;60.81;62.33;52.53;43.0;75
183;-0.3;24.1;24.1;24.1;24.75;31.32;33.67;30.41;24.1;41
184;-0.3;9.6;9.6;9.6;9.6;9.6;9.6;9.6;9.6;16
185;-0.1;3.0;3.0;3.0;3.0;3.0;3.0;3.0;3.0;5
186;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
187;0.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
188;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
189;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
190;0.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
191;0.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
192;0.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
193;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
194;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
195;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
196;-0.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
197;-0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
198;-0.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
199;-0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
200;-0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
201;-0.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
202;-0.7;6.6;6.6;6.6;6.6;6.6;6.6;6.6;6.6;11
203;-0.5;23.6;23.6;25.49;30.17;31.0;27.49;23.6;23.6;41
204;-0.4;35.1;35.1;35.1;42.58;45.68;42.58;35.1;35.1;61
205;-0.2;68.2;68.2;68.2;87.67;105.2;101.06;77.66;68.2;122
206;-0.4;55.9;55.9;55.9;66.02;86.72;89.36;72.41;55.9;99
207;-0.5;39.4;39.4;39.4;41.9;67.71;76.94;64.17;39.4;69
208;-0.7;31.0;31.0;31.0;31.0;31.0;31.0;31.0;31.0;55
209;-0.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;5.6;11
210;-0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
211;-1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
212;-0.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
213;-1.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
214;-1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
215;-1.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
216;-1.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
217;-3.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
218;-4.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
219;-5.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
220;-5.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
221;-6.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
222;-7.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
223;-7.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
224;-8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
225;-8.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
226;-7.9;10.9;10.9;13.23;15.63;15.25;12.33;10.9;10.9;19
227;-7.5;49.1;49.1;59.43;84.91;89.42;70.31;49.1;49.1;91
228;-7.6;66.4;66.4;66.4;91.12;101.37;91.12;66.4;66.4;119
229;-7.9;75.0;75.0;75.0;98.13;118.98;114.07;86.27;75.0;135
230;-7.1;64.9;64.9;64.9;305.77;800.09;863.75;459.45;64.9;249
231;-7.0;60.0;60.0;60.0;67.25;143.19;170.4;132.94;60.0;110
232;-7.1;39.2;39.2;39.2;39.2;39.2;39.2;39.2;39.2;97
233;-7.6;9.1;9.1;9.1;9.1;9.1;9.1;9.1;9.1;21
234;-7.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
235;-7.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
236;-8.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
237;-8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
238;-8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
239;-8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
240;-8.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
241;-9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
242;-9.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
243;-9.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
244;-10.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
245;-10.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
246;-11.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
247;-11.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
248;-11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
249;-11.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
250;-11.2;21.3;21.3;28.23;35.32;34.19;25.51;21.3;21.3;38
251;-11.1;51.0;51.0;112.46;263.83;290.52;176.91;51.0;51.0;140
252;-10.7;61.7;61.7;61.7;426.69;577.87;426.69;61.7;61.7;227
253;-10.2;62.4;62.4;62.4;451.57;802.74;720.23;252.37;62.4;274
254;-10.2;59.3;59.3;59.3;344.44;931.53;1007.68;528.29;59.3;268
255;-10.1;51.8;51.8;51.8;140.24;1083.23;1360.0;958.16;51.8;213
256;-10.5;37.3;37.3;37.3;37.3;37.3;37.3;37.3;37.3;118
257;-11.3;9.6;9.6;9.6;9.6;9.6;9.6;9.6;9.6;26
258;-11.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
259;-12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
260;-12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
261;-12.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
262;-12.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
263;-12.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
264;-13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
265;-13.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
266;-13.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
267;-14.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
268;-14.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
269;-13.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
270;-13.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
271;-13.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
272;-12.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
273;-12.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
274;-11.1;20.7;20.7;123.54;228.4;211.59;82.96;20.7;20.7;72
275;-10.0;44.4;44.4;149.67;408.39;453.89;259.52;44.4;44.4;169
276;-9.4;61.2;61.2;61.2;439.67;596.44;439.67;61.2;61.2;232
277;-8.6;61.9;61.9;61.9;460.06;819.82;735.6;256.74;61.9;279
278;-8.2;58.4;58.4;58.4;351.71;957.71;1036.9;542.9;58.4;274
279;-8.0;61.0;61.0;61.0;120.33;764.66;996.8;680.75;61.0;190
280;-8.3;40.7;40.7;40.7;40.7;40.7;40.7;40.7;40.7;107
281;-8.6;7.9;7.9;7.9;7.9;7.9;7.9;7.9;7.9;24
282;-9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
283;-9.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
284;-10.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
285;-10.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
286;-10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
287;-10.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
288;-10.3;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
289;-9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
290;-9.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
291;-9.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
292;-8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
293;-8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
294;-8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
295;-8.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
296;-8.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
297;-8.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
298;-8.0;22.9;22.9;38.72;54.81;52.2;32.43;22.9;22.9;44
299;-7.9;53.3;53.3;79.85;144.95;156.37;107.41;53.3;53.3;113
300;-7.6;73.5;73.5;73.5;181.59;226.37;181.59;73.5;73.5;160
301;-7.2;81.3;81.3;81.3;254.82;411.83;375.22;166.43;81.3;213
302;-7.4;79.6;79.6;79.6;134.08;247.05;261.93;170.0;79.6;166
303;-7.1;65.9;65.9;65.9;104.07;526.75;679.46;472.76;65.9;169
304;-7.2;42.3;42.3;42.3;42.3;42.3;42.3;42.3;42.3;93
305;-8.3;9.1;9.1;9.1;9.1;9.1;9.1;9.1;9.1;16
306;-8.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
307;-9.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
308;-9.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
309;-10.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
310;-12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
311;-13.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
312;-14.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
313;-14.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
314;-14.8;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
315;-15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
316;-15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
317;-15.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
318;-15.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
319;-15.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
320;-15.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
321;-15.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
322;-15.1;17.0;17.0;21.47;26.0;25.26;19.68;17.0;17.0;30
323;-14.0;53.5;53.5;76.18;131.68;141.38;99.61;53.5;53.5;110
324;-13.3;74.1;74.1;74.1;209.61;265.75;209.61;74.1;74.1;171
325;-11.8;75.1;75.1;75.1;353.58;605.91;547.31;212.09;75.1;251
326;-10.9;77.4;77.4;77.4;230.19;548.19;590.4;332.11;77.4;224
327;-11.4;64.6;64.6;64.6;113.06;660.89;859.42;592.36;64.6;186
328;-11.6;43.4;43.4;43.4;43.4;43.4;43.4;43.4;43.4;99
329;-12.0;9.9;9.9;9.9;9.9;9.9;9.9;9.9;9.9;19
330;-12.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
331;-12.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
332;-12.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
333;-12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
334;-11.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
335;-12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
336;-11.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
337;-11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
338;-11.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
339;-11.4;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
340;-11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
341;-11.7;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
342;-12.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
343;-11.9;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0
