Hour,Demand_Zone 1,Demand_Zone 2,Demand_Zone 3,Demand_Zone 4,Demand_Zone 5
1,64.8,88.0,93.6,99.0,65.9
2,8.2,18.5,8.5,8.3,6.4
3,8.5,19.2,8.8,8.6,6.7
4,8.7,19.7,9.0,8.8,6.9
5,9.0,20.4,9.4,9.2,7.2
6,9.1,20.7,9.5,9.3,7.3
7,9.2,20.8,9.5,9.4,7.3
8,9.3,21.2,9.7,9.5,7.5
9,9.2,23.8,9.6,-3.2,-0.6
10,8.9,23.0,9.4,-3.4,-0.8
11,8.8,22.5,9.3,-3.5,-0.9
12,8.8,22.1,9.4,-3.5,-0.8
13,8.8,21.6,-1.2,2.8,3.2
14,8.9,22.2,-1.1,-3.4,-0.7
15,9.0,22.7,-1.1,-3.3,-0.6
16,9.2,24.0,-0.9,-3.0,-0.4
17,9.3,24.3,-0.8,-2.9,-0.4
18,9.1,23.8,-1.0,9.6,7.6
19,8.8,24.2,-1.2,9.4,7.4
20,8.7,23.7,-17.3,9.2,7.3
21,8.6,23.4,-17.4,9.1,7.3
22,8.0,21.4,-18.0,8.5,6.8
23,7.2,18.5,-18.8,7.7,6.2
24,7.2,18.5,7.9,7.7,6.2
25,7.7,17.8,8.3,8.1,6.5
26,7.9,18.3,8.5,8.3,6.7
27,8.0,18.4,8.5,8.4,6.7
28,7.8,18.1,8.4,8.2,6.6
29,8.0,18.6,8.6,8.4,6.8
30,8.1,18.7,8.7,8.5,6.8
31,7.9,18.3,8.5,8.3,6.7
32,7.9,18.3,8.5,8.3,6.7
33,7.8,19.9,8.5,-4.3,-1.3
34,7.7,19.5,8.5,-4.4,-1.4
35,7.7,19.1,8.4,-4.5,-1.4
36,7.8,19.3,8.5,-4.4,-1.4
37,7.6,18.0,-2.3,1.7,2.5
38,9.4,24.5,-0.5,-2.6,-0.0
39,10.1,27.0,0.2,-1.9,0.6
40,10.8,29.3,0.9,-1.1,1.2
41,11.1,30.3,1.2,-0.8,1.4
42,11.3,30.8,1.3,12.1,9.6
43,11.5,33.8,1.6,12.4,9.8
44,11.6,34.2,-14.3,12.5,9.9
45,11.9,35.1,-14.0,12.7,10.1
46,12.1,36.0,-13.8,13.0,10.4
47,12.2,36.5,-13.6,13.2,10.5
48,12.4,37.2,13.3,13.4,10.7
49,12.7,29.9,13.5,13.6,10.8
50,12.8,30.0,13.5,13.6,10.9
51,12.7,29.9,13.5,13.6,10.9
52,12.8,30.1,13.6,13.7,10.9
53,13.0,30.6,13.8,13.9,11.1
54,13.4,31.6,14.2,14.4,11.5
55,13.5,31.9,14.3,14.5,11.6
56,13.8,32.5,14.6,14.8,11.8
57,13.6,38.4,14.5,2.1,3.7
58,12.4,34.5,13.4,0.8,2.8
59,10.6,25.6,11.5,-1.5,1.2
60,9.3,13.6,9.7,-3.8,-0.1
61,7.9,4.8,-2.3,0.7,2.8
62,8.1,10.6,-1.7,-4.9,-0.9
63,8.2,7.6,-1.3,-5.1,-0.7
64,-2.2,28.4,-0.4,-2.6,0.2
65,-1.5,31.6,0.2,-1.8,0.7
66,-0.8,34.5,0.8,11.6,9.4
67,-0.7,34.9,0.9,11.7,9.4
68,-18.2,30.0,-15.4,11.3,9.2
69,-18.3,29.8,-15.4,11.3,9.1
70,-17.7,31.9,-14.9,11.9,9.6
71,-18.1,30.3,-15.3,11.4,9.3
72,-0.9,34.3,11.5,11.6,9.3
73,10.6,25.0,11.4,11.4,9.2
74,10.7,25.2,11.5,11.5,9.3
75,10.4,24.6,11.2,11.2,9.1
76,10.7,25.3,11.5,11.5,9.3
77,10.6,25.1,11.4,11.4,9.3
78,10.7,25.3,11.5,11.6,9.4
79,10.4,24.6,11.2,11.3,9.1
80,10.3,24.4,11.1,11.2,9.1
81,10.3,28.2,11.3,-1.4,1.1
82,10.3,28.0,11.3,-1.4,1.1
83,10.1,27.3,11.1,-1.6,0.9
84,10.0,26.8,11.0,-1.7,0.9
85,10.0,26.5,0.4,4.6,4.9
86,9.9,26.6,0.3,-1.8,0.8
87,9.9,26.9,0.3,-1.7,0.8
88,10.0,27.1,0.3,-1.7,0.9
89,10.2,28.0,0.5,-1.4,1.1
90,10.2,28.1,0.6,11.3,9.2
91,10.2,29.6,0.5,11.3,9.1
92,10.1,29.4,-15.5,11.2,9.1
93,9.8,28.2,-15.9,10.9,8.8
94,9.5,27.1,-16.2,10.5,8.6
95,9.0,25.5,-16.6,10.0,8.2
96,8.9,25.2,9.9,9.9,8.1
97,8.7,20.8,9.6,9.6,7.8
98,8.4,20.0,9.3,9.2,7.6
99,8.2,19.7,9.1,9.0,7.4
100,8.5,20.2,9.4,9.3,7.6
101,8.5,20.2,9.4,9.3,7.6
102,8.7,20.7,9.6,9.5,7.8
103,8.9,21.1,9.7,9.7,7.9
104,8.5,20.3,9.4,9.3,7.7
105,8.3,22.0,9.3,-3.4,-0.5
106,8.1,21.2,9.1,-3.7,-0.6
107,7.5,18.0,8.5,-4.4,-1.2
108,7.2,16.2,8.2,-4.9,-1.5
109,7.4,17.6,-2.2,1.8,2.7
110,7.5,17.8,-2.1,-4.5,-1.3
111,7.7,19.0,-2.0,-4.2,-1.1
112,-3.7,21.8,-2.0,-4.2,-1.1
113,-3.3,24.0,-1.6,-3.7,-0.7
114,-3.4,23.6,-1.7,8.9,7.3
115,-3.3,23.8,-1.7,9.0,7.3
116,-20.4,22.3,-17.6,9.0,7.4
117,-20.4,22.2,-17.6,9.0,7.4
118,-20.6,21.7,-17.8,8.8,7.2
119,-20.2,22.9,-17.4,9.2,7.5
120,-2.9,23.4,9.4,9.3,7.6
121,8.5,20.1,9.3,9.2,7.5
122,8.6,20.3,9.4,9.3,7.6
123,8.9,21.0,9.7,9.6,7.8
124,8.7,20.6,9.5,9.4,7.7
125,9.4,22.3,10.2,10.2,8.3
126,9.2,21.8,10.0,10.0,8.1
127,9.4,22.3,10.2,10.2,8.3
128,9.6,22.6,10.4,10.3,8.4
129,9.8,26.5,10.7,10.7,8.7
130,9.6,25.9,10.5,10.5,8.5
131,9.3,24.0,10.2,10.1,8.2
132,9.1,22.9,10.1,9.9,8.1
133,9.0,22.5,-0.7,9.7,8.0
134,8.0,15.9,-1.7,8.3,7.1
135,8.4,18.8,-1.3,8.9,7.5
136,-1.5,31.3,0.2,10.8,8.7
137,-1.1,33.4,0.6,11.3,9.1
138,-0.8,34.6,0.8,11.6,9.3
139,-0.3,36.9,1.4,12.2,9.8
140,-17.2,33.5,-14.4,12.4,9.9
141,-17.1,34.0,-14.3,12.5,10.1
142,-17.1,33.9,-14.3,12.5,10.0
143,-16.9,34.7,-14.0,12.7,10.2
144,0.3,39.3,12.6,12.7,10.2
145,11.8,27.9,12.7,12.7,10.2
146,11.9,28.1,12.7,12.8,10.3
147,12.2,28.9,13.1,13.2,10.6
148,12.2,28.8,13.0,13.1,10.6
149,12.3,29.2,13.2,13.3,10.7
150,12.3,29.1,13.1,13.2,10.7
151,12.3,29.1,13.1,13.3,10.7
152,12.3,29.2,13.2,13.3,10.7
153,12.1,33.9,13.1,13.3,10.7
154,11.9,33.0,12.9,13.0,10.5
155,11.0,28.7,12.0,11.9,9.7
156,10.7,26.0,11.7,11.4,9.4
157,11.7,31.6,2.1,12.7,10.3
158,11.3,29.4,1.7,12.2,10.0
159,11.4,29.7,1.8,12.3,10.1
160,0.4,39.7,2.2,12.9,10.5
161,0.6,40.8,2.4,13.2,10.6
162,0.7,41.4,2.5,13.3,10.8
163,0.7,41.4,2.5,13.4,10.8
164,-16.4,36.5,-13.5,13.4,10.8
165,-16.4,36.5,-13.5,13.4,10.8
166,-16.3,36.7,-13.4,13.4,10.8
167,-16.0,38.1,-13.0,13.8,11.1
168,1.6,45.0,14.0,14.2,11.5
169,13.5,31.9,14.4,14.6,11.7
170,14.4,34.1,15.3,15.5,12.5
171,14.4,34.3,15.4,15.6,12.5
172,14.8,35.1,15.7,16.0,12.8
173,15.0,35.6,15.9,16.2,13.0
174,14.6,34.7,15.6,15.8,12.7
175,14.6,34.6,15.5,15.8,12.7
176,14.1,33.6,15.1,15.3,12.4
177,13.7,39.2,14.8,2.4,4.1
178,13.5,38.3,14.6,2.2,3.9
179,12.5,34.1,13.7,1.0,3.1
180,11.9,31.7,13.1,0.3,2.6
181,11.4,30.2,2.0,6.2,6.2
182,11.1,29.4,1.6,-0.5,1.9
183,11.1,30.3,1.6,-0.4,2.0
184,11.3,31.2,1.7,-0.2,2.1
185,11.2,31.3,1.7,-0.2,2.1
186,11.2,31.2,1.6,12.5,10.2
187,11.0,32.7,1.5,12.3,10.0
188,10.9,32.2,-14.7,12.1,9.9
189,10.9,32.2,-14.7,12.1,9.9
190,10.9,32.2,-14.7,12.1,9.9
191,11.0,32.5,-14.6,12.2,10.0
192,11.2,33.2,12.3,12.4,10.1
193,11.4,27.3,12.4,12.5,10.2
194,11.4,27.3,12.4,12.5,10.2
195,11.4,27.3,12.4,12.5,10.2
196,11.5,27.6,12.6,12.7,10.3
197,11.8,28.3,12.8,13.0,10.6
198,11.7,28.0,12.7,12.8,10.5
199,11.8,28.3,12.9,13.0,10.6
200,11.8,28.2,12.8,12.9,10.5
201,11.6,32.5,12.7,0.2,2.4
202,11.5,32.0,12.6,0.1,2.3
203,11.2,30.6,12.4,-0.3,2.1
204,11.0,29.7,12.2,-0.5,1.9
205,10.6,26.9,1.2,5.2,5.5
206,10.8,28.0,1.4,-0.8,1.7
207,11.0,29.2,1.6,-0.5,1.9
208,11.2,30.6,1.8,-0.3,2.1
209,11.4,31.9,1.9,0.0,2.3
210,11.6,32.7,2.1,12.9,10.5
211,11.7,35.1,2.1,13.0,10.6
212,11.6,34.9,-13.9,13.0,10.5
213,11.7,35.2,-13.8,13.1,10.6
214,11.8,35.4,-13.7,13.1,10.7
215,11.8,35.4,-13.7,13.1,10.7
216,12.1,36.6,13.2,13.5,10.9
217,13.0,31.2,14.1,14.3,11.5
218,13.5,32.2,14.5,14.7,11.9
219,13.9,33.2,14.9,15.2,12.3
220,14.2,33.9,15.2,15.5,12.5
221,14.7,35.0,15.7,16.0,12.9
222,14.9,35.4,15.9,16.2,13.0
223,15.1,35.9,16.1,16.4,13.2
224,15.5,37.0,16.5,16.9,13.6
225,15.3,44.0,16.4,4.1,5.5
226,15.0,42.7,16.1,3.8,5.2
227,14.3,39.1,15.6,2.9,4.6
228,14.2,38.4,15.5,2.8,4.5
229,14.3,38.2,4.9,9.2,8.6
230,13.5,20.9,3.8,0.3,3.7
231,14.0,36.8,4.7,2.5,4.4
232,2.7,50.2,4.9,2.9,4.6
233,3.4,53.0,5.4,3.7,5.1
234,3.7,54.2,5.6,16.7,13.4
235,3.6,53.8,5.5,16.6,13.4
236,-13.3,47.6,-10.2,16.8,13.6
237,-13.1,48.3,-10.0,17.0,13.7
238,-13.2,48.1,-10.1,17.0,13.7
239,-13.1,48.3,-10.0,17.0,13.7
240,4.1,56.2,16.7,17.1,13.8
241,15.8,37.8,16.9,17.3,13.9
242,16.0,38.2,17.1,17.4,14.1
243,16.2,38.8,17.3,17.7,14.3
244,16.4,39.2,17.5,17.9,14.5
245,16.6,39.7,17.7,18.1,14.6
246,16.8,40.2,17.9,18.4,14.8
247,16.9,40.5,18.1,18.5,14.9
248,17.1,41.0,18.3,18.7,15.1
249,17.0,49.8,18.3,6.1,7.1
250,16.5,47.2,17.8,5.5,6.6
251,15.9,39.6,16.8,4.2,5.9
252,15.3,31.5,16.0,2.8,5.3
253,14.9,25.4,4.9,8.2,8.9
254,14.9,22.9,5.3,1.7,5.0
255,15.1,21.3,6.0,1.7,5.5
256,15.8,45.4,6.6,4.8,6.1
257,16.6,48.4,7.3,5.7,6.8
258,16.9,49.3,7.5,18.7,15.1
259,17.1,54.4,7.7,18.9,15.3
260,17.3,55.3,-8.0,19.2,15.5
261,17.5,56.0,-7.8,19.4,15.7
262,17.5,56.0,-7.8,19.4,15.7
263,17.5,55.8,-7.8,19.4,15.7
264,17.6,56.2,18.9,19.5,15.7
265,17.8,42.7,19.0,19.5,15.8
266,17.9,43.0,19.2,19.7,15.9
267,18.4,44.1,19.7,20.2,16.3
268,18.3,43.9,19.6,20.1,16.2
269,18.0,43.4,19.3,19.9,16.1
270,18.2,43.7,19.5,20.0,16.2
271,17.9,43.1,19.2,19.7,16.0
272,17.7,42.5,19.0,19.5,15.8
273,17.2,50.5,18.6,6.5,7.5
274,16.3,42.8,17.3,4.9,6.5
275,15.3,34.3,16.0,3.2,5.5
276,14.7,29.4,15.5,2.3,5.0
277,14.1,22.9,4.3,7.5,8.5
278,14.0,19.6,4.4,0.8,4.5
279,14.2,24.5,5.2,1.5,4.9
280,3.3,53.1,5.7,3.8,5.4
281,3.9,55.7,6.1,4.5,5.9
282,4.2,57.0,6.4,17.5,14.3
283,4.5,58.3,6.7,17.8,14.5
284,-12.4,51.3,-9.1,18.1,14.7
285,-12.3,51.5,-9.0,18.1,14.7
286,-12.4,51.2,-9.1,18.0,14.6
287,-12.4,51.3,-9.1,18.1,14.7
288,4.9,51.7,17.7,18.2,14.8
289,15.8,38.2,17.1,17.5,14.3
290,15.9,38.4,17.2,17.6,14.3
291,15.9,38.5,17.2,17.7,14.4
292,15.7,37.8,17.0,17.4,14.1
293,15.6,37.7,16.9,17.3,14.1
294,15.6,37.6,16.9,17.3,14.1
295,15.7,37.8,17.0,17.4,14.1
296,15.6,37.7,16.9,17.3,14.1
297,15.4,44.8,16.8,17.2,14.1
298,14.9,42.2,16.3,16.6,13.6
299,14.5,38.4,15.8,15.9,13.2
300,14.1,35.6,15.4,15.3,12.8
301,13.7,30.2,4.3,14.4,12.4
302,14.0,34.7,4.8,15.1,12.7
303,13.8,28.4,4.8,14.4,12.7
304,2.8,50.8,5.2,16.0,13.1
305,3.8,55.0,6.0,17.0,13.9
306,4.2,56.8,6.3,17.4,14.2
307,4.4,57.8,6.6,17.7,14.4
308,-12.5,50.8,-9.2,17.9,14.5
309,-12.1,52.3,-8.8,18.4,14.9
310,-11.2,55.4,-7.9,19.3,15.6
311,-10.8,56.9,-7.5,19.7,15.9
312,6.7,67.6,19.5,20.1,16.2
313,18.5,44.5,19.8,20.3,16.4
314,18.7,44.8,20.0,20.5,16.5
315,18.8,45.1,20.1,20.6,16.6
316,18.8,45.1,20.1,20.6,16.7
317,18.8,45.2,20.1,20.7,16.7
318,18.8,45.3,20.1,20.7,16.7
319,18.8,45.2,20.1,20.7,16.7
320,18.8,45.3,20.2,20.7,16.8
321,18.6,55.1,20.1,20.7,16.8
322,18.5,53.9,19.9,20.5,16.6
323,17.5,48.2,18.9,19.2,15.7
324,16.8,43.4,18.2,18.2,15.1
325,15.8,32.8,6.2,16.2,14.1
326,15.4,33.1,6.2,16.1,14.0
327,15.9,32.1,6.9,16.3,14.4
328,5.0,60.1,7.4,18.3,14.9
329,5.6,62.9,7.8,19.0,15.4
330,5.8,63.9,8.0,19.3,15.6
331,6.0,64.5,8.2,19.4,15.7
332,-11.2,55.4,-7.9,19.4,15.7
333,-11.4,54.8,-8.1,19.2,15.6
334,-11.5,54.6,-8.1,19.1,15.5
335,-11.4,54.8,-8.1,19.2,15.5
336,5.5,62.6,18.4,18.9,15.4
337,17.0,41.1,18.4,18.9,15.3
338,16.9,40.9,18.3,18.8,15.3
339,17.0,41.2,18.4,18.9,15.4
340,17.2,41.5,18.5,19.0,15.5
341,17.2,41.5,18.6,19.0,15.5
342,17.3,41.9,18.7,19.2,15.6
343,17.3,41.8,18.7,19.2,15.6
344,17.1,41.3,18.5,19.0,15.4
345,16.8,49.4,18.3,6.1,7.2
346,16.3,47.2,17.9,5.6,6.8
347,15.4,40.6,16.7,4.2,5.9
348,14.7,34.3,15.9,3.0,5.2
349,14.1,29.8,4.7,8.4,8.8
350,14.0,34.0,5.0,2.5,4.8
351,14.5,40.5,5.4,3.5,5.3
352,14.7,42.1,5.5,3.8,5.5
353,14.7,42.5,5.5,3.9,5.5
354,14.7,42.8,5.5,16.6,13.6
355,14.7,46.2,5.5,16.6,13.6
356,14.8,46.7,-10.4,16.7,13.7
357,14.9,47.0,-10.3,16.8,13.8
358,15.1,47.7,-10.1,17.0,13.9
359,15.2,48.1,-10.0,17.1,14.0
360,15.3,48.4,16.8,17.2,14.1
361,15.5,37.6,16.9,17.3,14.1
362,15.4,37.4,16.8,17.2,14.0
363,15.4,37.2,16.7,17.1,14.0
364,15.4,37.2,16.7,17.1,14.0
365,15.1,36.7,16.5,16.9,13.8
366,15.0,36.3,16.3,16.7,13.7
367,15.0,36.4,16.4,16.8,13.7
368,15.0,36.4,16.4,16.8,13.7
369,14.9,43.5,16.4,4.1,5.7
370,15.0,43.7,16.5,4.2,5.7
371,14.9,42.8,16.4,4.0,5.6
372,14.6,40.9,16.1,3.6,5.3
373,14.6,41.5,5.5,10.0,9.4
374,14.5,41.0,5.3,3.5,5.2
375,14.7,41.7,5.5,3.7,5.4
376,14.6,42.0,5.4,3.7,5.4
377,14.7,42.7,5.5,3.9,5.5
378,14.7,42.7,5.5,16.6,13.5
379,14.6,46.0,5.4,16.5,13.5
380,14.6,45.9,-10.6,16.5,13.5
381,14.6,45.9,-10.6,16.5,13.5
382,14.7,46.1,-10.5,16.5,13.5
383,14.6,45.9,-10.6,16.5,13.5
384,14.6,45.9,16.1,16.5,13.5
385,14.9,36.0,16.2,16.6,13.5
386,14.8,35.9,16.1,16.5,13.5
387,14.9,36.0,16.2,16.6,13.5
388,15.0,36.4,16.3,16.7,13.6
389,15.1,36.5,16.4,16.8,13.7
390,15.4,37.2,16.7,17.1,13.9
391,15.5,37.5,16.8,17.2,14.0
392,15.5,37.5,16.8,17.2,14.0
393,15.4,44.8,16.8,4.5,6.0
394,15.6,45.0,17.0,4.7,6.1
395,15.2,43.5,16.7,4.3,5.8
396,14.9,41.9,16.3,3.9,5.5
397,14.3,39.4,5.1,9.5,9.0
398,14.2,39.5,5.1,3.2,5.0
399,14.3,40.3,5.2,3.3,5.1
400,2.9,51.0,5.1,3.4,5.1
401,3.1,51.9,5.2,3.6,5.2
402,3.1,52.0,5.2,16.3,13.3
403,3.1,52.0,5.2,16.3,13.3
404,-13.9,46.0,-10.6,16.5,13.5
405,-13.3,47.9,-10.1,17.0,13.9
406,-14.0,45.7,-10.7,16.4,13.4
407,-14.1,45.3,-10.8,16.3,13.3
408,3.1,52.0,15.9,16.3,13.3
409,14.4,34.9,15.7,16.0,13.1
410,14.2,34.4,15.5,15.8,12.9
411,14.2,34.3,15.5,15.8,12.9
412,14.0,34.0,15.3,15.6,12.8
413,13.9,33.7,15.2,15.5,12.7
414,13.9,33.7,15.2,15.5,12.7
415,14.0,33.9,15.3,15.6,12.7
416,13.9,33.7,15.2,15.5,12.7
417,13.8,39.7,15.1,2.8,4.6
418,13.7,39.4,15.1,2.7,4.5
419,13.8,39.4,15.2,2.8,4.6
420,13.7,38.3,15.1,2.6,4.5
421,13.2,34.9,4.1,8.2,8.0
422,12.9,27.5,3.6,0.8,3.6
423,12.9,31.2,3.8,1.3,3.8
424,14.0,39.7,4.7,2.9,4.7
425,14.4,41.5,5.1,3.4,5.1
426,14.4,41.6,5.1,16.1,13.1
427,14.2,44.4,4.9,16.0,13.0
428,14.1,44.0,-11.2,15.9,12.9
429,14.2,44.2,-11.1,15.9,13.0
430,14.2,44.2,-11.1,15.9,13.0
431,14.2,44.4,-11.1,16.0,13.0
432,14.3,44.5,15.6,16.0,13.0
433,14.5,34.9,15.7,16.0,13.1
434,14.6,35.1,15.8,16.1,13.2
435,14.6,35.3,15.9,16.2,13.2
436,14.7,35.4,15.9,16.2,13.2
437,14.6,35.3,15.9,16.2,13.2
438,14.7,35.4,15.9,16.2,13.2
439,14.7,35.4,15.9,16.2,13.2
440,14.6,35.3,15.9,16.2,13.2
441,14.3,41.5,15.7,3.4,5.0
442,14.1,40.6,15.4,3.1,4.8
443,13.8,39.1,15.2,2.7,4.5
444,13.6,38.1,15.0,2.5,4.4
445,13.5,37.7,4.2,8.7,8.3
446,13.4,37.5,4.1,2.3,4.2
447,13.4,37.7,4.2,2.3,4.2
448,2.2,48.0,4.4,2.6,4.4
449,2.4,49.1,4.5,2.8,4.6
450,2.6,50.0,4.7,15.7,12.8
451,2.8,50.6,4.8,15.9,12.9
452,-14.3,44.3,-11.1,15.9,13.0
453,-14.4,44.1,-11.2,15.9,12.9
454,-14.3,44.3,-11.1,15.9,13.0
455,-14.4,44.1,-11.2,15.9,12.9
456,2.7,43.8,15.4,15.8,12.8
457,14.3,34.4,15.5,15.8,12.9
458,14.2,34.3,15.4,15.7,12.8
459,14.2,34.2,15.4,15.7,12.8
460,14.1,33.9,15.3,15.6,12.7
461,14.1,33.9,15.3,15.6,12.7
462,14.0,33.8,15.2,15.5,12.7
463,14.0,33.8,15.2,15.5,12.7
464,14.0,33.7,15.2,15.5,12.6
465,13.8,39.7,15.1,15.5,12.6
466,13.6,38.9,14.9,15.2,12.4
467,13.3,37.5,14.6,14.9,12.2
468,13.0,36.5,14.4,14.6,12.0
469,12.7,35.0,3.4,14.2,11.7
470,12.5,34.5,3.3,14.0,11.5
471,12.5,34.5,3.2,14.0,11.5
472,1.1,43.3,3.2,14.1,11.6
473,1.2,43.9,3.3,14.2,11.6
474,1.3,44.2,3.3,14.3,11.7
475,1.4,44.6,3.4,14.4,11.8
476,-15.7,39.4,-12.5,14.4,11.8
477,-15.7,39.2,-12.6,14.4,11.7
478,-15.7,39.2,-12.6,14.4,11.7
479,-15.8,39.0,-12.6,14.3,11.7
480,1.3,44.3,14.0,14.3,11.7
481,13.0,31.3,14.1,14.4,11.7
482,12.9,31.2,14.1,14.3,11.7
483,12.8,30.9,14.0,14.2,11.6
484,12.8,30.8,13.9,14.2,11.6
485,12.7,30.6,13.9,14.1,11.5
486,12.6,30.5,13.8,14.0,11.5
487,12.6,30.4,13.8,14.0,11.4
488,12.6,30.4,13.8,14.0,11.4
489,12.4,35.2,13.6,13.9,11.4
490,12.2,34.6,13.5,13.7,11.2
491,12.0,33.4,13.3,13.4,11.0
492,11.8,32.9,13.1,13.3,10.9
493,11.5,31.5,2.2,12.9,10.6
494,11.4,31.0,2.0,12.7,10.5
495,11.3,30.7,1.9,12.6,10.4
496,-0.1,37.7,1.9,12.7,10.4
497,-0.1,38.0,1.9,12.7,10.4
498,-0.1,38.2,1.9,12.8,10.5
499,-0.1,38.2,1.9,12.7,10.4
500,-17.3,33.8,-14.2,12.7,10.4
501,-17.3,33.6,-14.2,12.6,10.3
502,-17.3,33.6,-14.2,12.6,10.3
503,-17.3,33.5,-14.2,12.6,10.3
504,-0.2,37.5,12.3,12.5,10.3
505,11.3,27.2,12.4,12.5,10.2
506,11.3,27.2,12.4,12.5,10.2
507,11.3,27.1,12.3,12.5,10.2
508,11.3,27.1,12.3,12.4,10.2
509,11.3,27.1,12.3,12.4,10.2
510,11.3,27.1,12.3,12.4,10.2
511,11.2,27.0,12.3,12.4,10.2
512,11.2,26.8,12.2,12.3,10.1
513,10.9,30.4,12.0,-0.5,1.9
514,10.8,29.9,11.9,-0.6,1.8
515,10.6,29.4,11.8,-0.8,1.7
516,10.3,27.8,11.6,-1.2,1.4
517,10.3,27.9,0.9,5.2,5.5
518,10.2,27.1,0.7,-1.4,1.3
519,10.3,27.7,0.8,-1.2,1.4
520,10.2,27.6,0.7,-1.3,1.3
521,10.4,28.7,0.9,-1.0,1.5
522,10.5,29.2,1.0,11.8,9.7
523,10.7,31.5,1.1,12.0,9.8
524,10.6,31.3,-14.9,11.9,9.7
525,10.7,31.5,-14.9,11.9,9.8
526,10.7,31.7,-14.8,12.0,9.8
527,10.8,31.8,-14.8,12.0,9.8
528,10.7,31.5,11.8,11.9,9.8
529,10.8,25.9,11.8,11.9,9.7
530,10.4,25.0,11.4,11.5,9.4
531,10.4,24.9,11.4,11.4,9.4
532,10.2,24.4,11.2,11.2,9.2
533,10.1,24.2,11.1,11.1,9.1
534,10.0,24.1,11.0,11.1,9.1
535,10.0,24.1,11.0,11.1,9.1
536,9.7,23.3,10.7,10.7,8.8
537,9.6,26.4,10.7,-1.9,0.8
538,9.0,23.8,10.2,-2.6,0.3
539,8.6,21.8,9.7,-3.1,-0.1
540,8.1,19.3,9.3,-3.7,-0.6
541,8.1,19.9,-1.4,2.7,3.5
542,8.1,20.4,-1.4,-3.6,-0.5
543,8.4,21.4,-1.2,-3.3,-0.3
544,8.7,23.3,-0.9,-2.9,-0.0
545,8.9,23.7,-0.7,-2.8,0.1
546,8.9,24.1,-0.7,10.0,8.3
547,9.0,25.7,-0.6,10.1,8.3
548,9.0,25.7,-16.6,10.1,8.3
549,9.0,25.6,-16.6,10.1,8.3
550,9.2,26.3,-16.4,10.3,8.5
551,9.4,27.0,-16.2,10.5,8.6
552,9.4,26.8,10.4,10.5,8.6
553,9.6,23.0,10.5,10.5,8.6
554,9.6,22.8,10.5,10.5,8.6
555,9.7,23.2,10.6,10.6,8.7
556,9.8,23.4,10.7,10.7,8.8
557,9.8,23.3,10.7,10.7,8.7
558,9.9,23.5,10.8,10.8,8.8
559,10.1,24.0,11.0,11.0,9.0
560,10.4,24.9,11.4,11.4,9.3
561,10.4,28.6,11.4,-1.2,1.3
562,10.5,28.9,11.6,-1.1,1.4
563,10.4,28.3,11.5,-1.2,1.3
564,10.4,28.1,11.5,-1.2,1.3
565,10.4,28.1,0.8,5.1,5.3
566,10.3,27.6,0.8,-1.3,1.2
567,10.4,28.0,0.8,-1.2,1.3
568,-0.5,35.8,1.3,-0.7,1.7
569,-0.3,36.9,1.5,-0.4,1.9
570,-0.2,37.5,1.6,12.4,10.0
571,-0.2,37.2,1.5,12.3,10.0
572,-17.4,32.9,-14.5,12.3,10.0
573,-17.5,32.8,-14.6,12.2,9.9
574,-17.5,32.6,-14.6,12.2,9.9
575,-17.5,32.8,-14.6,12.2,9.9
576,-0.4,36.4,12.0,12.1,9.8
577,11.2,26.6,12.1,12.2,9.9
578,11.0,26.2,11.9,12.0,9.8
579,11.0,26.1,11.9,12.0,9.7
580,11.0,26.1,11.9,12.0,9.7
581,10.8,25.8,11.8,11.8,9.6
582,10.8,25.7,11.7,11.8,9.6
583,10.6,25.4,11.6,11.6,9.5
584,10.5,25.0,11.4,11.5,9.4
585,10.3,28.2,11.3,-1.3,1.2
586,10.1,27.5,11.1,-1.5,1.0
587,9.8,26.6,10.8,-1.8,0.8
588,9.6,25.9,10.7,-2.0,0.7
589,9.6,25.7,0.0,4.3,4.7
590,9.6,25.6,-0.0,-2.1,0.6
591,9.5,25.5,-0.1,-2.1,0.6
592,9.6,26.0,0.0,-2.0,0.7
593,9.8,26.5,0.1,-1.8,0.8
594,9.9,27.0,0.3,11.0,9.0
595,9.8,28.3,0.2,10.9,8.9
596,9.9,28.5,-15.8,11.0,8.9
597,9.8,28.3,-15.8,10.9,8.9
598,9.7,28.0,-15.9,10.8,8.8
599,9.8,28.3,-15.8,10.9,8.9
600,9.8,28.2,10.8,10.9,8.9
601,10.0,23.7,10.9,10.9,8.9
602,10.0,23.7,10.9,10.9,8.9
603,9.9,23.5,10.8,10.8,8.8
604,9.8,23.3,10.7,10.7,8.7
605,9.7,23.1,10.6,10.6,8.7
606,9.7,23.2,10.6,10.6,8.7
607,10.0,23.8,10.9,10.9,8.9
608,10.1,24.1,11.0,11.0,9.0
609,10.0,27.2,11.0,-1.7,0.9
610,9.6,25.8,10.7,-2.0,0.6
611,9.1,23.3,10.2,-2.7,0.2
612,8.2,18.0,9.3,-3.9,-0.6
613,8.1,17.7,-1.3,2.4,3.3
614,7.6,10.8,-1.9,-5.1,-1.2
615,10.1,26.8,0.4,-1.6,0.9
616,-1.8,30.2,0.0,-2.1,0.6
617,-1.2,32.7,0.5,-1.5,1.0
618,-0.9,34.4,0.9,11.6,9.4
