Hour,Demand_Zone 1,UFH_Energy_Zone 2,Demand_Zone 2,Demand_Zone 3,Demand_Zone 4,Demand_Zone 5
1469,15.1,0.0,0.0,14.3,11.7,8.2
1470,14.6,0.0,0.0,13.7,11.1,7.7
1471,15.4,0.0,0.0,14.5,11.9,8.4
1472,15.8,0.0,0.0,14.9,12.2,8.6
1473,14.9,0.0,0.0,14.0,11.1,7.8
1474,13.2,0.0,0.0,12.0,8.8,6.2
1475,11.2,0.0,0.0,10.1,6.6,4.6
1476,10.3,0.0,0.0,9.7,6.0,4.3
1477,10.0,0.0,0.0,1.1,6.0,4.4
1478,10.4,0.0,0.0,1.5,7.3,5.2
1479,10.3,0.0,0.0,1.3,7.3,5.2
1480,2.6,0.0,0.0,1.3,7.4,5.3
1481,2.6,0.0,0.0,1.3,7.4,5.5
1482,3.0,0.0,0.0,1.7,8.5,6.1
1483,3.9,0.0,0.0,2.6,9.5,6.8
1484,0.0,0.0,0.0,0.0,10.4,7.5
1485,0.0,0.0,0.0,0.0,11.0,7.9
1486,0.0,0.0,0.0,0.0,10.6,7.6
1487,0.0,0.0,0.0,0.0,11.3,8.1
1488,7.2,0.0,0.0,13.9,11.7,8.4
1489,14.8,0.0,0.0,14.2,12.3,8.9
1490,15.2,0.0,0.0,14.6,12.5,9.1
1491,16.0,0.0,0.0,15.3,13.2,9.6
1492,16.5,0.0,0.0,15.7,13.6,9.8
1493,17.2,0.0,0.0,16.4,14.2,10.2
1494,17.4,0.0,0.0,16.5,14.2,10.2
1495,17.7,0.0,0.0,16.8,14.3,10.2
1496,16.9,0.0,0.0,16.0,13.3,9.5
1497,15.6,0.0,0.0,14.6,11.8,8.3
1498,13.4,0.0,0.0,12.3,9.0,6.3
1499,11.0,0.0,0.0,9.8,6.1,4.3
1500,9.5,0.0,0.0,8.8,4.9,3.5
1501,8.2,0.0,0.0,0.0,3.5,2.9
1502,7.7,0.0,0.0,0.0,4.0,3.1
1503,7.6,0.0,0.0,0.0,4.6,3.4
1504,0.0,0.0,0.0,0.0,5.6,4.1
1505,0.5,0.0,0.0,0.0,6.6,5.0
1506,0.7,0.0,0.0,0.0,7.3,5.3
1507,1.3,0.0,0.0,0.4,8.0,5.8
1508,-1.0,0.0,0.0,-2.4,8.7,6.4
1509,-0.1,0.0,0.0,-1.5,9.1,6.6
1510,0.0,0.0,0.0,-0.9,9.2,6.7
1511,0.0,0.0,0.0,-0.1,9.4,6.8
1512,3.6,0.0,0.0,11.4,9.5,6.8
1513,12.1,0.0,0.0,11.6,9.6,6.8
1514,12.2,0.0,0.0,11.6,9.5,6.8
1515,12.4,0.0,0.0,11.8,9.7,6.9
1516,12.6,0.0,0.0,11.9,9.8,7.0
1517,12.3,0.0,0.0,11.7,9.5,6.7
1518,12.5,0.0,0.0,11.8,9.6,6.8
1519,12.6,0.0,0.0,11.9,9.7,6.8
1520,12.6,0.0,0.0,11.9,9.7,6.8
1521,12.3,0.0,0.0,11.7,0.0,0.0
1522,11.6,0.0,0.0,11.0,0.0,0.0
1523,11.1,0.0,0.0,10.6,0.0,0.0
1524,10.8,0.0,0.0,10.3,0.0,0.0
1525,10.4,0.0,0.0,1.2,1.6,1.6
1526,10.3,0.0,0.0,1.1,0.0,0.0
1527,10.3,0.0,0.0,1.1,0.0,0.0
1528,8.9,0.0,0.0,0.0,0.0,0.0
1529,9.0,0.0,0.0,0.0,0.0,0.0
1530,9.5,0.0,0.0,0.1,7.1,4.9
1531,9.8,0.0,0.0,0.3,7.4,5.2
1532,10.0,0.0,0.0,-1.4,7.7,5.4
1533,10.3,0.0,0.0,-1.1,8.0,5.7
1534,10.6,0.0,0.0,-0.7,8.3,5.9
1535,10.7,0.0,0.0,-0.4,8.4,5.9
1536,10.9,0.0,0.0,10.4,8.5,6.0
1537,9.4,0.0,0.0,9.2,7.8,5.8
1538,9.6,0.0,0.0,9.4,7.9,5.8
1539,9.8,0.0,0.0,9.5,8.0,5.9
1540,9.9,0.0,0.0,9.7,8.1,5.9
1541,10.1,0.0,0.0,9.8,8.1,5.9
1542,10.2,0.0,0.0,9.9,8.2,5.9
1543,10.5,0.0,0.0,10.1,8.4,6.0
1544,10.4,0.0,0.0,10.0,8.2,5.9
1545,10.0,0.0,0.0,9.7,0.0,0.0
1546,9.4,0.0,0.0,9.2,0.0,0.0
1547,8.5,0.0,0.0,8.3,0.0,0.0
1548,7.1,0.0,0.0,7.1,-1.6,0.0
1549,6.0,0.0,0.0,0.0,0.0,0.0
1550,4.9,0.0,0.0,0.0,-4.9,-0.5
1551,4.6,0.0,0.0,0.0,-5.7,-1.1
1552,4.5,0.0,0.0,0.0,-6.4,-1.7
1553,4.4,0.0,0.0,0.0,-9.6,-2.4
1554,5.3,0.0,0.0,-0.3,4.6,3.5
1555,6.4,0.0,0.0,0.0,5.7,4.3
1556,6.9,0.0,0.0,-13.4,6.1,4.7
1557,7.5,0.0,0.0,-12.3,6.7,5.1
1558,7.9,0.0,0.0,-11.4,7.0,5.3
1559,8.1,0.0,0.0,-10.6,7.0,5.3
1560,8.3,0.0,0.0,8.3,7.1,5.3
1561,7.9,0.0,0.0,7.8,6.5,4.8
1562,7.9,0.0,0.0,7.7,6.4,4.7
1563,8.0,0.0,0.0,7.8,6.5,4.7
1564,8.2,0.0,0.0,8.0,6.6,4.8
1565,8.2,0.0,0.0,7.9,6.5,4.7
1566,8.2,0.0,0.0,7.9,6.4,4.6
1567,7.9,0.0,0.0,7.6,6.1,4.3
1568,7.6,0.0,0.0,7.3,5.7,4.1
1569,7.6,0.0,0.0,7.4,-1.6,0.0
1570,7.3,0.0,0.0,7.1,-2.0,0.0
1571,6.5,0.0,0.0,6.4,-2.9,0.0
1572,6.8,0.0,0.0,6.8,-2.7,0.0
1573,6.0,0.0,0.0,0.0,0.0,0.0
1574,3.8,0.0,0.0,0.0,-6.7,-2.2
1575,3.4,0.0,0.0,0.0,-7.6,-2.8
1576,-0.7,0.0,0.0,-0.0,-6.6,-2.5
1577,-1.0,0.0,0.0,-0.4,-6.4,-2.3
1578,-1.4,0.0,0.0,-0.7,4.0,3.0
1579,-0.5,0.0,0.0,0.0,5.2,3.9
1580,-15.3,0.0,0.0,-14.5,5.6,4.2
1581,-13.9,0.0,0.0,-13.2,6.4,4.8
1582,-12.8,0.0,0.0,-12.3,6.7,5.0
1583,-12.7,0.0,0.0,-12.4,5.9,4.3
1584,0.0,0.0,0.0,7.1,6.0,4.4
1585,8.0,0.0,0.0,7.7,6.2,4.4
1586,8.1,0.0,0.0,7.8,6.3,4.5
1587,8.3,0.0,0.0,8.0,6.4,4.6
1588,8.5,0.0,0.0,8.2,6.6,4.7
1589,9.0,0.0,0.0,8.6,7.0,5.0
1590,8.8,0.0,0.0,8.5,6.8,4.8
1591,9.2,0.0,0.0,8.8,7.1,5.0
1592,9.5,0.0,0.0,9.1,7.4,5.2
1593,9.5,0.0,0.0,9.2,0.0,0.0
1594,8.7,0.0,0.0,8.4,0.0,0.0
1595,8.3,0.0,0.0,8.1,-0.4,0.0
1596,7.6,0.0,0.0,7.4,-1.3,0.0
1597,6.8,0.0,0.0,0.0,0.0,0.0
1598,5.7,0.0,0.0,0.0,-3.7,0.0
1599,5.6,0.0,0.0,0.0,-4.1,-0.3
1600,5.8,0.0,0.0,0.0,-4.1,-0.4
1601,6.4,0.0,0.0,0.0,-3.5,0.0
1602,6.9,0.0,0.0,0.0,5.4,3.9
1603,7.1,0.0,0.0,0.0,5.7,4.1
1604,7.5,0.0,0.0,-9.8,6.0,4.4
1605,7.9,0.0,0.0,-9.3,6.4,4.6
1606,7.8,0.0,0.0,-9.1,6.3,4.5
1607,8.4,0.0,0.0,-8.3,6.9,5.0
1608,8.9,0.0,0.0,8.7,7.3,5.3
1609,10.1,0.0,0.0,9.5,7.6,5.3
1610,10.4,0.0,0.0,9.8,7.9,5.5
1611,10.4,0.0,0.0,9.8,7.9,5.5
1612,10.6,0.0,0.0,10.0,8.0,5.6
1613,10.9,0.0,0.0,10.2,8.3,5.8
1614,10.8,0.0,0.0,10.2,8.1,5.7
1615,10.7,0.0,0.0,10.1,8.0,5.6
1616,11.1,0.0,0.0,10.4,8.3,5.8
1617,10.5,0.0,0.0,10.0,0.0,0.0
1618,9.7,0.0,0.0,9.3,0.0,0.0
1619,9.8,0.0,0.0,9.3,0.0,0.0
1620,8.9,0.0,0.0,8.6,0.0,0.0
1621,9.0,0.0,0.0,0.0,0.5,0.8
1622,8.5,0.0,0.0,0.0,0.0,0.0
1623,8.9,0.0,0.0,0.0,0.0,0.0
1624,0.3,0.0,0.0,0.0,0.0,0.0
1625,0.3,0.0,0.0,0.0,0.0,0.0
1626,0.6,0.0,0.0,0.0,7.0,5.0
1627,1.6,0.0,0.0,0.6,8.1,5.8
1628,-0.7,0.0,0.0,-2.2,8.8,6.3
1629,-0.2,0.0,0.0,-1.8,8.6,6.1
1630,-0.2,0.0,0.0,-2.0,8.0,5.6
1631,0.0,0.0,0.0,-1.4,8.4,5.9
1632,2.1,0.0,0.0,9.9,8.0,5.6
1633,8.7,0.0,0.0,8.6,7.4,5.5
1634,9.0,0.0,0.0,8.8,7.6,5.6
1635,9.2,0.0,0.0,9.0,7.7,5.6
1636,9.5,0.0,0.0,9.3,7.9,5.7
1637,9.7,0.0,0.0,9.4,7.9,5.8
1638,9.8,0.0,0.0,9.4,7.9,5.7
1639,10.0,0.0,0.0,9.7,8.1,5.9
1640,10.4,0.0,0.0,10.0,8.4,6.0
1641,10.1,0.0,0.0,9.8,8.0,5.8
1642,8.1,0.0,0.0,7.8,5.5,3.9
1643,6.3,0.0,0.0,5.7,3.0,2.3
1644,4.8,0.0,0.0,4.5,1.4,1.4
1645,5.0,0.0,0.0,0.0,2.9,2.2
1646,3.9,0.0,0.0,0.0,1.6,1.5
1647,3.4,0.0,0.0,-0.1,0.9,1.4
1648,-2.3,0.0,0.0,-1.3,1.7,2.0
1649,-3.1,0.0,0.0,-2.2,1.8,2.4
1650,-3.2,0.0,0.0,-2.2,4.6,3.6
1651,-2.3,0.0,0.0,-1.5,5.3,4.1
1652,-17.6,0.0,0.0,-16.3,5.4,4.2
1653,-16.8,0.0,0.0,-15.7,5.5,4.2
1654,-15.7,0.0,0.0,-14.7,6.0,4.5
1655,-14.4,0.0,0.0,-13.6,6.5,4.9
1656,0.0,0.0,0.0,7.8,6.9,5.1
1657,8.9,0.0,0.0,8.6,7.2,5.2
1658,9.2,0.0,0.0,8.9,7.4,5.3
1659,9.7,0.0,0.0,9.3,7.8,5.6
1660,10.1,0.0,0.0,9.7,8.1,5.9
1661,10.1,0.0,0.0,9.7,8.0,5.8
1662,10.3,0.0,0.0,9.8,8.1,5.8
1663,10.7,0.0,0.0,10.2,8.5,6.1
1664,10.4,0.0,0.0,9.9,8.1,5.8
1665,9.6,0.0,0.0,9.3,7.3,5.1
1666,8.1,0.0,0.0,7.8,5.4,3.8
1667,8.1,0.0,0.0,8.0,5.7,4.0
1668,7.8,0.0,0.0,7.6,5.4,3.8
1669,6.9,0.0,0.0,0.0,4.5,3.1
1670,5.8,0.0,0.0,0.0,3.2,2.3
1671,4.9,0.0,0.0,0.0,2.2,1.8
1672,0.0,0.0,0.0,0.0,4.6,3.3
1673,0.0,0.0,0.0,0.0,5.1,3.7
1674,0.0,0.0,0.0,0.0,5.6,4.1
1675,0.0,0.0,0.0,0.0,6.1,4.4
1676,-9.9,0.0,0.0,-10.1,6.2,4.5
1677,-9.2,0.0,0.0,-9.4,6.6,4.8
1678,-8.4,0.0,0.0,-8.8,6.9,5.0
1679,-7.6,0.0,0.0,-8.1,7.2,5.2
1680,0.0,0.0,0.0,8.8,7.4,5.4
1681,9.1,0.0,0.0,9.0,7.7,5.7
1682,9.4,0.0,0.0,9.2,7.9,5.8
1683,9.7,0.0,0.0,9.4,8.0,5.9
1684,9.8,0.0,0.0,9.6,8.1,5.9
1685,10.1,0.0,0.0,9.8,8.2,6.0
1686,10.8,0.0,0.0,10.5,8.9,6.5
1687,10.9,0.0,0.0,10.4,8.8,6.4
1688,10.4,0.0,0.0,10.0,8.2,5.9
1689,9.8,0.0,0.0,9.5,0.0,0.0
1690,9.6,0.0,0.0,9.3,0.0,0.0
1691,8.0,0.0,0.0,7.9,-0.6,0.0
1692,5.2,0.0,0.0,4.8,-4.8,-0.2
1693,4.7,0.0,0.0,0.0,0.0,0.0
1694,4.3,0.0,0.0,0.0,-6.3,-1.7
1695,3.9,0.0,0.0,0.0,-7.1,-2.4
1696,3.4,0.0,0.0,-0.6,-9.2,-3.3
1697,3.6,0.0,0.0,-2.3,-11.9,-4.0
1698,4.3,0.0,0.0,-3.5,4.0,3.2
1699,5.7,0.0,0.0,-2.0,5.5,4.3
1700,6.9,0.0,0.0,-15.8,6.6,5.1
1701,7.0,0.0,0.0,-14.8,6.5,5.0
1702,8.1,0.0,0.0,-13.0,7.5,5.7
1703,8.6,0.0,0.0,-11.6,7.8,5.9
1704,9.8,0.0,0.0,9.9,8.9,6.7
1705,9.8,0.0,0.0,9.8,8.7,6.5
1706,10.5,0.0,0.0,10.4,9.2,6.9
1707,11.1,0.0,0.0,10.9,9.6,7.1
1708,11.9,0.0,0.0,11.6,10.3,7.6
1709,12.8,0.0,0.0,12.4,11.0,8.1
1710,13.4,0.0,0.0,13.0,11.5,8.4
1711,13.9,0.0,0.0,13.4,11.7,8.6
1712,13.7,0.0,0.0,13.1,11.3,8.2
1713,11.0,0.0,0.0,10.6,0.0,0.0
1714,8.3,0.0,0.0,7.6,-0.1,0.0
1715,6.5,0.0,0.0,5.9,-2.6,0.0
1716,4.6,0.0,0.0,4.3,-5.4,-0.6
1717,3.2,0.0,0.0,0.0,-1.5,0.0
1718,2.4,0.0,0.0,0.0,-8.9,-3.4
1719,2.0,0.0,0.0,-1.7,-10.1,-4.2
1720,2.0,0.0,0.0,-3.6,-11.5,-5.0
1721,2.2,0.0,0.0,-5.6,-13.2,-5.7
1722,2.8,0.0,0.0,-6.4,2.9,2.4
1723,5.1,0.0,0.0,-4.2,5.3,4.2
1724,6.4,0.0,0.0,-18.1,6.5,5.1
1725,7.5,0.0,0.0,-16.0,7.4,5.8
1726,8.1,0.0,0.0,-14.3,7.8,6.0
1727,9.4,0.0,0.0,-11.9,8.9,6.8
1728,10.0,0.0,0.0,10.1,9.3,7.0
1729,10.8,0.0,0.0,10.8,9.8,7.4
1730,11.1,0.0,0.0,11.0,9.9,7.4
1731,11.5,0.0,0.0,11.3,10.1,7.5
1732,11.9,0.0,0.0,11.6,10.2,7.6
1733,11.2,0.0,0.0,10.8,9.3,6.8
1734,11.4,0.0,0.0,11.0,9.4,6.8
1735,11.7,0.0,0.0,11.3,9.6,6.9
1736,11.6,0.0,0.0,11.1,9.3,6.7
1737,10.0,0.0,0.0,9.6,0.0,0.0
1738,8.2,0.0,0.0,7.7,-0.7,0.0
1739,6.2,0.0,0.0,5.7,-3.3,0.0
1740,4.1,0.0,0.0,3.9,-6.1,-1.4
1741,3.1,0.0,0.0,0.0,-1.7,0.0
1742,2.5,0.0,0.0,-0.6,-8.6,-3.6
1743,2.9,0.0,0.0,-1.6,-8.3,-3.7
1744,-3.4,0.0,0.0,-2.3,-9.0,-4.0
1745,-3.7,0.0,0.0,-2.7,-7.8,-3.5
1746,-3.5,0.0,0.0,-2.5,4.1,3.2
1747,-2.5,0.0,0.0,-1.6,5.2,4.1
1748,-17.4,0.0,0.0,-16.1,5.8,4.4
1749,-16.3,0.0,0.0,-15.2,6.0,4.5
1750,-15.1,0.0,0.0,-14.2,6.3,4.8
1751,-14.2,0.0,0.0,-13.5,6.3,4.7
1752,0.0,0.0,0.0,7.6,6.6,4.9
1753,10.3,0.0,0.0,9.8,7.8,5.5
1754,10.7,0.0,0.0,10.1,8.1,5.7
1755,10.9,0.0,0.0,10.3,8.4,5.9
1756,11.4,0.0,0.0,10.8,8.8,6.2
1757,11.8,0.0,0.0,11.2,9.2,6.5
1758,12.1,0.0,0.0,11.4,9.4,6.6
1759,12.2,0.0,0.0,11.5,9.5,6.7
1760,12.1,0.0,0.0,11.4,9.3,6.5
1761,11.5,0.0,0.0,11.0,0.0,0.0
1762,11.1,0.0,0.0,10.6,0.0,0.0
1763,10.7,0.0,0.0,10.2,0.0,0.0
1764,10.1,0.0,0.0,9.7,0.0,0.0
1765,10.0,0.0,0.0,0.7,1.3,1.4
1766,9.5,0.0,0.0,0.2,0.0,0.0
1767,9.1,0.0,0.0,0.0,0.0,0.0
1768,9.8,0.0,0.0,0.3,0.0,0.0
1769,9.9,0.0,0.0,0.5,0.0,0.0
1770,10.1,0.0,0.0,0.6,7.7,5.4
1771,10.4,0.0,0.0,0.9,8.0,5.6
1772,10.5,0.0,0.0,-0.8,8.1,5.7
1773,10.6,0.0,0.0,-0.5,8.2,5.7
1774,10.8,0.0,0.0,-0.2,8.3,5.9
1775,11.0,0.0,0.0,0.0,8.5,6.0
1776,11.1,0.0,0.0,10.6,8.6,6.0
1777,9.4,0.0,0.0,9.2,7.9,5.8
1778,10.1,0.0,0.0,9.9,8.5,6.3
1779,10.6,0.0,0.0,10.3,8.9,6.5
1780,10.5,0.0,0.0,10.1,8.6,6.3
1781,10.6,0.0,0.0,10.2,8.6,6.3
1782,10.9,0.0,0.0,10.5,8.8,6.4
1783,10.8,0.0,0.0,10.4,8.6,6.2
1784,10.7,0.0,0.0,10.3,8.4,6.0
1785,9.8,0.0,0.0,9.5,0.0,0.0
1786,8.9,0.0,0.0,8.7,0.0,0.0
1787,7.7,0.0,0.0,7.6,-0.9,0.0
1788,6.2,0.0,0.0,6.2,-3.0,0.0
1789,5.0,0.0,0.0,0.0,0.0,0.0
1790,4.4,0.0,0.0,0.0,-5.7,-1.3
1791,4.7,0.0,0.0,0.0,-5.3,-1.3
1792,0.0,0.0,0.0,0.0,-5.1,-1.3
1793,0.0,0.0,0.0,0.0,-5.1,-1.3
1794,0.0,0.0,0.0,0.0,5.1,3.8
1795,0.0,0.0,0.0,0.0,5.3,3.9
1796,-13.2,0.0,0.0,-12.8,5.4,4.0
1797,-13.2,0.0,0.0,-12.8,5.1,3.8
1798,-13.2,0.0,0.0,-12.9,4.9,3.6
1799,-12.4,0.0,0.0,-12.1,5.7,4.2
1800,0.0,0.0,0.0,7.1,5.9,4.4
1801,8.8,0.0,0.0,8.3,6.3,4.4
1802,8.8,0.0,0.0,8.3,6.4,4.4
1803,9.0,0.0,0.0,8.5,6.6,4.6
1804,9.4,0.0,0.0,8.9,6.9,4.8
1805,10.1,0.0,0.0,9.5,7.6,5.4
1806,10.3,0.0,0.0,9.8,7.8,5.5
1807,10.4,0.0,0.0,9.9,7.9,5.6
1808,10.5,0.0,0.0,9.9,7.9,5.6
1809,10.1,0.0,0.0,9.7,7.6,5.3
1810,9.2,0.0,0.0,8.8,6.5,4.5
1811,8.6,0.0,0.0,8.4,5.9,4.1
1812,8.1,0.0,0.0,8.0,5.5,3.8
1813,7.6,0.0,0.0,0.0,4.9,3.4
1814,7.4,0.0,0.0,0.0,4.9,3.4
1815,7.9,0.0,0.0,0.0,5.7,4.0
1816,0.0,0.0,0.0,0.0,5.4,3.8
1817,0.0,0.0,0.0,0.0,5.3,3.8
1818,0.0,0.0,0.0,0.0,5.9,4.2
1819,0.0,0.0,0.0,0.0,6.7,4.8
1820,-5.0,0.0,0.0,-5.9,7.9,5.7
1821,-3.6,0.0,0.0,-4.5,8.7,6.3
1822,-1.6,0.0,0.0,-2.8,9.8,7.1
1823,-0.2,0.0,0.0,-1.6,9.9,7.2
1824,4.1,0.0,0.0,12.1,10.4,7.5
1825,13.5,0.0,0.0,12.9,11.1,8.0
1826,13.5,0.0,0.0,12.9,10.9,7.8
1827,13.3,0.0,0.0,12.6,10.6,7.5
1828,13.4,0.0,0.0,12.7,10.6,7.5
1829,13.9,0.0,0.0,13.2,11.1,7.9
1830,14.6,0.0,0.0,13.8,11.6,8.3
1831,14.1,0.0,0.0,13.3,11.0,7.8
1832,13.2,0.0,0.0,12.4,9.9,6.9
1833,12.1,0.0,0.0,11.4,8.8,6.1
1834,10.8,0.0,0.0,10.2,7.4,5.0
1835,10.0,0.0,0.0,9.6,6.5,4.4
1836,8.5,0.0,0.0,8.3,5.1,3.4
1837,8.5,0.0,0.0,0.0,5.4,3.7
1838,8.9,0.0,0.0,0.0,6.2,4.3
1839,8.9,0.0,0.0,0.0,6.3,4.4
1840,1.0,0.0,0.0,0.0,6.7,4.7
1841,0.4,0.0,0.0,0.0,6.1,4.3
1842,1.1,0.0,0.0,0.0,7.2,5.1
1843,1.7,0.0,0.0,0.7,8.0,5.7
1844,-0.4,0.0,0.0,-2.0,8.2,5.8
1845,0.0,0.0,0.0,-1.7,8.3,5.9
1846,0.0,0.0,0.0,-1.6,8.0,5.7
1847,0.0,0.0,0.0,-1.5,8.0,5.7
1848,2.2,0.0,0.0,10.0,8.1,5.7
1849,10.4,0.0,0.0,9.9,8.0,5.7
1850,10.6,0.0,0.0,10.1,8.2,5.8
1851,11.0,0.0,0.0,10.4,8.4,6.0
1852,11.0,0.0,0.0,10.5,8.5,6.0
1853,11.0,0.0,0.0,10.4,8.3,5.9
1854,11.1,0.0,0.0,10.5,8.4,5.9
1855,11.0,0.0,0.0,10.4,8.3,5.8
1856,10.8,0.0,0.0,10.2,8.1,5.7
1857,10.4,0.0,0.0,9.9,0.0,0.0
1858,10.1,0.0,0.0,9.6,0.0,0.0
1859,9.7,0.0,0.0,9.3,0.0,0.0
1860,9.4,0.0,0.0,8.9,0.0,0.0
1861,9.0,0.0,0.0,0.0,0.6,0.9
1862,8.7,0.0,0.0,0.0,0.0,0.0
1863,8.6,0.0,0.0,0.0,0.0,0.0
1864,8.3,0.0,0.0,0.0,0.0,0.0
1865,8.7,0.0,0.0,0.0,0.0,0.0
1866,9.0,0.0,0.0,0.0,6.7,4.7
1867,9.5,0.0,0.0,0.0,7.3,5.2
1868,9.6,0.0,0.0,-3.1,7.4,5.3
1869,9.7,0.0,0.0,-2.9,7.6,5.4
1870,9.8,0.0,0.0,-2.7,7.7,5.4
1871,10.1,0.0,0.0,-2.3,7.9,5.6
1872,10.2,0.0,0.0,9.8,8.0,5.7
1873,9.2,0.0,0.0,9.0,7.5,5.5
1874,9.4,0.0,0.0,9.1,7.6,5.6
1875,9.5,0.0,0.0,9.2,7.6,5.5
1876,9.7,0.0,0.0,9.4,7.8,5.6
1877,9.9,0.0,0.0,9.5,7.9,5.7
1878,10.1,0.0,0.0,9.7,8.0,5.7
1879,10.4,0.0,0.0,10.0,8.3,5.9
1880,10.4,0.0,0.0,9.9,8.1,5.8
1881,9.3,0.0,0.0,9.1,0.0,0.0
1882,8.2,0.0,0.0,8.0,-0.4,0.0
1883,6.7,0.0,0.0,6.5,-2.5,0.0
1884,7.0,0.0,0.0,7.0,-2.0,0.0
1885,6.2,0.0,0.0,0.0,0.0,0.0
1886,5.7,0.0,0.0,0.0,-4.1,-0.2
1887,5.5,0.0,0.0,0.0,-4.4,-0.5
1888,6.4,0.0,0.0,0.0,-3.4,0.0
1889,6.5,0.0,0.0,0.0,-3.3,0.0
1890,6.8,0.0,0.0,0.0,5.4,4.0
1891,7.7,0.0,0.0,0.0,6.4,4.7
1892,7.6,0.0,0.0,-9.6,6.2,4.5
1893,7.4,0.0,0.0,-9.6,6.0,4.3
1894,7.1,0.0,0.0,-9.8,5.6,4.1
1895,7.0,0.0,0.0,-9.9,5.5,4.0
1896,6.9,0.0,0.0,6.8,5.4,3.9
1897,8.3,0.0,0.0,7.8,5.8,4.0
1898,8.3,0.0,0.0,7.8,5.8,4.0
1899,9.0,0.0,0.0,8.5,6.6,4.5
1900,9.1,0.0,0.0,8.5,6.6,4.6
1901,9.5,0.0,0.0,8.9,7.0,4.9
1902,10.3,0.0,0.0,9.7,7.8,5.5
1903,10.7,0.0,0.0,10.1,8.2,5.8
1904,10.3,0.0,0.0,9.7,7.6,5.4
1905,9.6,0.0,0.0,9.3,0.0,0.0
1906,8.6,0.0,0.0,8.2,0.0,0.0
1907,8.0,0.0,0.0,7.9,-0.6,0.0
1908,8.2,0.0,0.0,8.2,-0.5,0.0
1909,7.7,0.0,0.0,0.0,0.0,0.0
1910,7.6,0.0,0.0,0.0,-1.5,0.0
1911,7.8,0.0,0.0,0.0,-1.3,0.0
1912,0.0,0.0,0.0,0.0,-1.1,0.0
1913,0.0,0.0,0.0,0.0,-0.7,0.0
1914,0.0,0.0,0.0,0.0,7.3,5.3
1915,0.6,0.0,0.0,0.0,7.8,5.7
1916,-3.6,0.0,0.0,-4.6,8.3,6.0
1917,-2.5,0.0,0.0,-3.6,8.7,6.3
1918,-1.2,0.0,0.0,-2.6,9.1,6.6
1919,-0.5,0.0,0.0,-2.0,9.0,6.4
1920,3.6,0.0,0.0,11.5,9.8,7.0
1921,12.1,0.0,0.0,11.5,9.4,6.7
1922,12.3,0.0,0.0,11.6,9.5,6.7
1923,12.4,0.0,0.0,11.7,9.6,6.8
1924,12.7,0.0,0.0,12.0,9.9,7.0
1925,12.9,0.0,0.0,12.2,10.0,7.0
1926,13.3,0.0,0.0,12.5,10.3,7.3
1927,14.0,0.0,0.0,13.3,11.0,7.8
1928,13.5,0.0,0.0,12.7,10.3,7.2
1929,11.9,0.0,0.0,10.9,0.0,0.0
1930,10.5,0.0,0.0,9.5,0.0,0.0
1931,9.6,0.0,0.0,8.9,0.0,0.0
1932,8.4,0.0,0.0,7.9,-0.4,0.0
1933,7.9,0.0,0.0,0.0,0.0,0.0
1934,7.6,0.0,0.0,0.0,-1.2,0.0
1935,9.0,0.0,0.0,0.0,0.0,0.0
1936,7.7,0.0,0.0,0.0,-3.8,0.0
1937,8.0,0.0,0.0,0.0,-4.4,0.0
1938,8.7,0.0,0.0,0.0,7.5,5.5
1939,10.6,0.0,0.0,0.9,9.3,6.9
1940,11.6,0.0,0.0,-4.2,10.2,7.6
1941,12.1,0.0,0.0,-2.7,10.5,7.8
1942,12.7,0.0,0.0,-1.0,10.9,8.0
1943,13.9,0.0,0.0,0.0,11.9,8.7
1944,14.9,0.0,0.0,14.5,12.8,9.3
1945,15.6,0.0,0.0,14.9,13.0,9.5
1946,16.1,0.0,0.0,15.4,13.4,9.7
1947,16.3,0.0,0.0,15.5,13.4,9.7
1948,16.7,0.0,0.0,15.9,13.6,9.8
1949,17.0,0.0,0.0,16.1,13.8,9.9
1950,17.9,0.0,0.0,16.9,14.6,10.4
1951,17.6,0.0,0.0,16.7,14.2,10.1
1952,16.9,0.0,0.0,15.8,13.1,9.2
1953,13.5,0.0,0.0,12.3,0.0,0.0
1954,12.3,0.0,0.0,11.2,0.0,0.0
1955,10.7,0.0,0.0,9.6,0.0,0.0
1956,9.4,0.0,0.0,8.7,0.0,0.0
1957,8.8,0.0,0.0,0.0,0.0,0.1
1958,8.1,0.0,0.0,0.0,-0.3,0.0
1959,8.7,0.0,0.0,0.0,0.0,0.0
1960,0.3,0.0,0.0,0.0,-0.2,0.0
1961,0.4,0.0,0.0,0.0,-1.1,0.0
1962,0.8,0.0,0.0,0.4,7.8,5.7
1963,2.1,0.0,0.0,1.3,9.1,6.7
1964,-0.7,0.0,0.0,-1.9,9.6,7.0
1965,0.0,0.0,0.0,-0.9,9.8,7.1
1966,0.0,0.0,0.0,0.0,10.1,7.3
1967,0.0,0.0,0.0,0.0,10.4,7.5
1968,4.8,0.0,0.0,12.4,10.5,7.6
1969,12.8,0.0,0.0,12.4,10.6,7.8
1970,13.5,0.0,0.0,13.0,11.3,8.2
1971,13.4,0.0,0.0,12.9,11.0,8.0
1972,13.9,0.0,0.0,13.3,11.4,8.2
1973,14.4,0.0,0.0,13.8,11.8,8.5
1974,15.0,0.0,0.0,14.4,12.3,8.9
